BILL_TO,DATE,DUE_DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_NAME,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"BILL_TO:
Michael Cantu
4720 Barry Way
Rossstad, MP 47430 US
Tel:+(841)090-6987
Email:shannonball@example.org
Site:http://bowen-lewis.com/",Date: 12-Nov-2008,Due Date : 20-May-2021,[],,Note:Total payment due in 14 days.,INVOICE # 0785-585,"TAX INVOICE

NK.NAG & CO,

Date: 12-Nov-2008

INVOICE # 0785-585
PO Number :27

BILL_TO:

Michael Cantu

4720 Barry Way

Rossstad, MP 47430 US
Tel:+(841)090-6987
Email:shannonball@example.org
Site:http://bowen-lewis.com/

Due Date : 20-May-2021

[4.00 | 230436 _| Thus cut east picture. 85.71 342.84
010946 _| Against probably very able. 74.35 148.70

TAX:VAT (3.10%): 16.75 $
TOTAL : 531.77 $

Note:Total payment due in 14 days.

Total in words: five hundred and thirt-
y-one point seven seven
",PO Number :27,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.10%):  16.75 $,TAX INVOICE,TOTAL : 531.77 $,"Total in words:  five hundred and thirt-
y-one point seven seven",Template3_Instance191.json
"BILL_TO:
James Haynes
45187 Amber Station
New Andrea, NV 52879 US
Tel:+(628)488-8210
Email:grosslisa@example.net
Site:http://www.rivera.com/",Date: 26-Jun-1996,Due Date : 22-Jan-2002,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 4634-954,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 26-Jun-1996
Invoice number 4634-954
PO Number :57

BILL_TO:

James Haynes

45187 Amber Station

New Andrea, NV 52879 US
Tel:+(628)488-8210
Email:grosslisa@example.net
Site:http://www.rivera.com/

Due Date : 22-Jan-2002

[2.00 | 377091 73.39 146.78

220584 ___| Everybody lanquage. 33.50 134.00

[6.00 | 007635 36.63 219.78

. 0, .
Note: All payments to be made in cash. TAXVAT (4.66%): 23.35 USD

Contact us for queries on these quotations. TOTAL : 505.84 USD

Total in words: five hundred and fi-
ve point eight four
",PO Number :57,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.66%):  23.35 USD,COMMERCIAL INVOICE,TOTAL : 505.84 USD,"Total in words:  five hundred and fi-
ve point eight four",Template3_Instance192.json
"BILL_TO:
Tyler Lawson
90822 Robert Land
Lake Elizabethburgh, IA 12828 US
Tel:+(509)393-7678
Email:heather56@example.com
Site:http://www.baker-thomas.com/",Invoice Date: 21-Oct-2008,Due Date : 02-Aug-2022,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/57-04/399,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 21-Oct-2008

INVOICE # INV/57-04/399
PO Number :93

BILL_TO:

Tyler Lawson

90822 Robert Land

Lake Elizabethburgh, IA 12828 US
Tel:+(509)393-7678
Email:heather56@example.com
Site:http://www.baker-thomas.com/

Due Date : 02-Aug-2022

[2.00 | 426204 16.00 32.00
[3.00 | 348348 36.70 410.10

877074 __| Play Republican. 33.70 67.40
084985 __| Training hard share. 90.90 272.70

752580__| Could similar. 21.22 42.44

. 0, .
Note: All payments to be made in cash. TAX-VAT (4.11%): 21.55 EUR
Contact us for queries on these quotations. TOTAL : 520.43 EUR

Total in words: five hundred and twe-
nty point four three
",PO Number :93,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.11%):  21.55 EUR,COMMERCIAL INVOICE,TOTAL : 520.43 EUR,"Total in words:  five hundred and twe-
nty point four three",Template3_Instance193.json
"BILL_TO:
Debra Potter
696 James Villages Apt. 693
Alexanderhaven, NC 17685 US
Tel:+(621)030-8214
Email:johnmueller@example.com
Site:https://www.martinez.net/",Invoice Date: 23-Apr-2012,Due Date : 20-Dec-2017,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV61642849,"INVOICE

NK.NAG & CO,

Invoice Date: 23-Apr-2012

INVOICE ID INV61642849
PO Number :30

BILL_TO:

Debra Potter

696 James Villages Apt. 693
Alexanderhaven, NC 17685 US
Tel:+(621)030-8214
Email:johnmueller@example.com
Site:https://www.martinez.net/

Due Date : 20-Dec-2017

112726 _| Might instead report. 36.58 73.16

'6.00 [671460 _| Right administration heavy. 97.68 586.08
187434 _ | Development parent of. 99.18 99.18

Note: TAX:VAT (5.57%): 42.23 EUR
This order is shipped through blue dart courier TOTAL : 791.02 EUR

Total in words: seven hundred and nin-
ety-one point zero two
",PO Number :30,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.57%):  42.23 EUR,INVOICE,TOTAL : 791.02 EUR,"Total in words:  seven hundred and nin-
ety-one point zero two",Template3_Instance194.json
"BILL_TO:
Mark Jackson
29322 Austin Meadow
Rachelview, IL 66606 US
Tel:+(906)042-6237
Email:rangelmaria@example.org
Site:https://www.joseph.com/",Invoice Date: 05-Sep-2012,Due Date : 22-Dec-2013,[],,Note:Total payment due in 14 days.,INVOICE # INV/76-23/204,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 05-Sep-2012
INVOICE # INV/76-23/204
PO Number :53

BILL_TO:

Mark Jackson

29322 Austin Meadow
Rachelview, IL 66606 US
Tel:+(906)042-6237
Email:rangelmaria@example.org
Site:https://www.joseph.com/

Due Date : 22-Dec-2013

422512 _| Pattern teach former. 56.84 284.20

100526 _| On open understand in. 35.89 35.89

448139 __| Drop weight accept. 56.00 56.00
029264 _| Support standard man. 30.29 30.29

196726 Interest end expert store. 46.39 231.95

TAX:VAT (3.44%): 21.98 $
TOTAL : 631.78 $

Note:Total payment due in 14 days.

Total in words: six hundred and thirty-
-one point seven eight
",PO Number :53,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.44%):  21.98 $,COMMERCIAL INVOICE,TOTAL : 631.78 $,"Total in words:  six hundred and thirty-
-one point seven eight",Template3_Instance195.json
"BILL_TO:
Ian Valdez
86185 Patricia Via Suite 411
Michaelland, CT 89529 US
Tel:+(964)643-9047
Email:brandipowers@example.net
Site:https://www.dalton.com/",Date: 05-Nov-2004,Due Date : 03-Nov-2002,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 7763-872,"INVOICE

NK.NAG & CO,

Date: 05-Nov-2004

INVOICE ID 7763-872
PO Number :16

BILL_TO:

lan Valdez

86185 Patricia Via Suite 411
Michaelland, CT 89529 US
Tel:+(964)643-9047
Email:brandipowers@example.net
Site:https://www.dalton.com/

Due Date : 03-Nov-2002

[6.00 _|923594 [Address Ss CTS 2293 || 137.58 |

12.00 | 703644 __| Technology cause writer. 23.08 46.16
516519 _| Seem think find. 38.93 38.93

(2.00 | 760424 58.63 117.26

Note: TAX:VAT (6.20%): 21.08 EUR
This order is shipped through blue dart courier TOTAL : 346.29 EUR

Total in words: three hundred and for-
ty-six point two nine
",PO Number :16,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.20%):  21.08 EUR,INVOICE,TOTAL : 346.29 EUR,"Total in words:  three hundred and for-
ty-six point two nine",Template3_Instance196.json
"BILL_TO:
Laura Miller
3699 Long Forest
New Rebeccastad, KY 59611 US
Tel:+(394)314-7033
Email:annette40@example.net
Site:http://white-simmons.com/",Date: 31-Aug-2002,Due Date : 08-May-2005,[],,Note:Total payment due in 14 days.,INVOICE # INV/95-12/917,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 31-Aug-2002
INVOICE # INV/95-12/917
PO Number :03

BILL_TO:

Laura Miller

3699 Long Forest

New Rebeccastad, KY 59611 US
Tel:+(394)314-7033
Email:annette40@example.net
Site:http://white-simmons.com/

Due Date : 08-May-2005

[4.00 | 811320 73.54 294.16

736709 _| Beyond spend keep. 94.33 94.33
282588 _| Talk beautiful. 76.92 230.76

14.00 | 318215 | Usually inside need.

TAX:VAT (3.23%): 20.28 USD
TOTAL : 626.52 USD

Note:Total payment due in 14 days.

Total in words: six hundred and twen-
ty-six point five two
",PO Number :03,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.23%):  20.28 USD,COMMERCIAL INVOICE,TOTAL : 626.52 USD,"Total in words:  six hundred and twen-
ty-six point five two",Template3_Instance197.json
"BILL_TO:
Brad Jones
63759 Mcdonald Ville
West Amy, MO 68934 US
Tel:+(609)927-5319
Email:williamwhite@example.com
Site:https://www.wang.com/",Invoice Date: 21-Jun-2008,Due Date : 22-Oct-2015,[],,Note:Total payment due in 14 days.,INVOICE ID 6Y5M8d-890,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 21-Jun-2008
INVOICE ID 6Y5M8d-890
PO Number :08

BILL_TO:

Brad Jones

63759 Mcdonald Ville

West Amy, MO 68934 US
Tel:+(609)927-5319
Email:williamwhite@example.com
Site:https://www.wang.com/

Due Date : 22-Oct-2015

772290 _| Wish baby. 68.24 204.72
918010 _| Especially professional total. 38.88 155.52

167514 34.70 138.80
[6.00 _|475676 _| Respond father. 57.32 343.92
385254 _| Chance how front. 65.45 196.35

TAX:VAT (5.98%): 62.18 USD
TOTAL : 1061.06 USD

Note:Total payment due in 14 days.

Total in words: one thousand and six-
ty-one point zero six
",PO Number :08,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.98%):  62.18 USD,TAX INVOICE,TOTAL : 1061.06 USD,"Total in words:  one thousand and six-
ty-one point zero six",Template3_Instance198.json
"BILL_TO:
Nicholas Elliott
3520 Smith Wells Suite 439
Patrickfort, WI 39647 US
Tel:+(204)577-6829
Email:twalker@example.net
Site:https://jenkins.net/",Date: 01-Oct-2001,Due Date : 19-May-2022,[],,Thank you for choosing us!,INVOICE ID 4Y9M5d-977,"TAX INVOICE

NK.NAG & CO,

Date: 01-Oct-2001

INVOICE ID 4Y9M5d-977
PO Number :49

BILL_TO:

Nicholas Elliott

3520 Smith Wells Suite 439
Patrickfort, WI 39647 US
Tel:+(204)577-6829
Email:twalker@example.net
Site:https://jenkins.net/

Due Date : 19-May-2022

laty lin | Deseription | Unit price | Amoun

338719 34.42 68.84
218930 _| Field answer somebody. 18.69 93.45

TAX:VAT (3.79%): 6.16 EUR
TOTAL : 163.99 EUR

Thank you for choosing us!

Total in words: one hundred and sixty-
-three point nine nine
",PO Number :49,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.79%):  6.16 EUR,TAX INVOICE,TOTAL : 163.99 EUR,"Total in words:  one hundred and sixty-
-three point nine nine",Template3_Instance199.json
"BILL_TO:
Catherine Bond
93683 Mark Fort Suite 828
Matthewview, OR 78680 US
Tel:+(518)871-6539
Email:matthew57@example.org
Site:https://www.golden.biz/",Invoice Date: 23-Jun-2022,Due Date : 01-Oct-2021,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV/47-99/962,"INVOICE

NK.NAG & CO,

Invoice Date: 23-Jun-2022
Invoice number INV/47-99/962
PO Number :08

BILL_TO:

Catherine Bond

93683 Mark Fort Suite 828
Matthewview, OR 78680 US
Tel:+(518)871-6539
Email:matthew57@example.org
Site:https://www.golden.biz/

Due Date : 01-Oct-2021

16.00 | 590357 _| Production large clearly. 95.88 575.28

[5.00 | 379113 59.57 297.85

169776 98.82 395.28

. 0, .
Note: All payments to be made in cash. TAXWAT (6.51%): 62.55 USD

Contact us for queries on these quotations. TOTAL : 1312.51 USD

Total in words: one thousand, three hundre-
d and twelve point five one
",PO Number :08,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.51%):  82.53 USD,INVOICE,TOTAL : 1312.51 USD,"Total in words:  one thousand, three hundre-
d and twelve point five one",Template3_Instance2.json
"BILL_TO:
Jonathan Kerr
453 Lee Port Suite 966
East Candace, VT 33600 US
Tel:+(450)071-9626
Email:jbrady@example.org
Site:https://ramos.com/",Invoice Date: 27-Jan-2022,Due Date : 01-May-2021,[],,Thank you for your business!,Invoice number INV/05-29/852,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 27-Jan-2022
Invoice number INV/05-29/852
PO Number :70

BILL_TO:

Jonathan Kerr

453 Lee Port Suite 966

East Candace, VT 33600 US
Tel:+(450)071-9626
Email:jbrady@example.org
Site:https://ramos.com/

Due Date : 01-May-2021

16.00 | 507674 _| Throw shoulder. 94.89 569.34

Happy pick ahead. 66.83 66.83
Third major.

TAX:VAT (3.16%): 24.51 $

Thank you for your business!
TOTAL : 776.19 $

Total in words: seven hundred and seve-
nty-six point one nine
",PO Number :70,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.16%):  24.51 $,TAX INVOICE,TOTAL : 776.19 $,"Total in words:  seven hundred and seve-
nty-six point one nine",Template3_Instance20.json
"BILL_TO:
Gary White
3538 Walls Estate Suite 490
North Mistyfurt, MA 33911 US
Tel:+(169)956-9520
Email:john93@example.org
Site:https://johnson-smith.net/",Date: 21-Oct-2012,Due Date : 21-May-2017,[],,Note:Total payment due in 14 days.,Invoice number INV/52-44/476,"INVOICE

NK.NAG & CO,

Date: 21-Oct-2012
Invoice number INV/52-44/476
PO Number :09

BILL_TO:

Gary White

3538 Walls Estate Suite 490
North Mistyfurt, MA 33911 US
Tel:+(169)956-9520
Email:john93@example.org
Site:https://johnson-smith.net/

Due Date : 21-May-2017

laty lin | Deseription | Unit price | Amoun

[6.00 | 444164 _| My particularly.
506999 _| Listen number and. 83.74 334.96

TAX:VAT (5.23%): 17.93 $

Note:Total payment due in 14 days.
TOTAL : 354.99 $

Total in words: three hundred and fift-
y-four point nine nine
",PO Number :09,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.23%):  17.93 $,INVOICE,TOTAL : 354.99 $,"Total in words:  three hundred and fift-
y-four point nine nine",Template3_Instance21.json
"BILL_TO:
Laurie Ruiz
70533 Hale Flat Suite 884
West Marytown, AL 41719 US
Tel:+(657)557-3718
Email:miranda07@example.net
Site:http://www.costa.com/",Date: 08-Aug-2003,Due Date : 29-Sep-2016,[],,Thank you for choosing us!,INVOICE ID 6114-257,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 08-Aug-2003

INVOICE ID 6114-257
PO Number :49

BILL_TO:

Laurie Ruiz

70533 Hale Flat Suite 884

West Marytown, AL 41719 US
Tel:+(657)557-3718
Email:miranda07@example.net
Site:http://www.costa.com/

Due Date : 29-Sep-2016

935018 _| Property treatment still. 34.51 138.04

[2.00 | 821856 11.94

100455 50.99 152.97

TAX:VAT (4.87%): 14.76 EUR
TOTAL : 308.56 EUR

Thank you for choosing us!

Total in words: three hundred and e-
ight point five six
",PO Number :49,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.87%):  14.76 EUR,COMMERCIAL INVOICE,TOTAL : 308.56 EUR,"Total in words:  three hundred and e-
ight point five six",Template3_Instance22.json
"BILL_TO:
Alexis Miller
69764 Powell Plains
East James, ID 90872 US
Tel:+(596)238-6401
Email:freemanjulie@example.com
Site:http://green-weiss.biz/",Invoice Date: 15-Nov-2002,Due Date : 02-Sep-2022,[],,Thank you for your business!,Invoice number INV/12-27/091,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 15-Nov-2002
Invoice number INV/12-27/091
PO Number :50

BILL_TO:

Alexis Miller

69764 Powell Plains

East James, ID 90872 US
Tel:+(596)238-6401
Email:freemanjulie@example.com
Site:http://green-weiss.biz/

Due Date : 02-Sep-2022

105077 Statement second practice. 62.29 311.45

021552 | Away sometimes technology. 25.19 125.95

111852 Government walk everything. 4.10
739049 22.89 137.34

[5.00 | 826852 46.80

TAX:VAT (5.18%): 32.44 USD
TOTAL : 639.75 USD

Thank you for your business!

Total in words: six hundred and thirty-
-nine point seven five
",PO Number :50,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.18%):  32.44 USD,TAX INVOICE,TOTAL : 639.75 USD,"Total in words:  six hundred and thirty-
-nine point seven five",Template3_Instance23.json
"BILL_TO:
Nicole Reed
9354 Duffy Via
East Kevin, MA 07523 US
Tel:+(447)570-1561
Email:matthewbray@example.org
Site:https://www.vaughn.com/",Date: 11-Apr-2014,Due Date : 10-May-2005,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV/69-28/494,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 11-Apr-2014
INVOICE ID INV/69-28/494
PO Number :26

BILL_TO:

Nicole Reed

9354 Duffy Via

East Kevin, MA 07523 US
Tel:+(447)570-1561
Email:matthewbray@example.org
Site:https://www.vaughn.com/

Due Date : 10-May-2005

067656 __| Whether improve. 27.21 136.05

13.00 | 423215 _| Clear finish. 91.99 275.97
15.00 | 123472 84.68 423.40

454564 _| Total practice interest vote. 30.89 61.78

. 0, .
Note: All payments to be made in cash. TAX:VAT (6.76%): 60.64 EUR
Contact us for queries on these quotations. TOTAL : 912.98 EUR

Total in words: nine hundred and twe-
Ive point nine eight
",PO Number :26,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.76%):  60.64 EUR,COMMERCIAL INVOICE,TOTAL : 912.98 EUR,"Total in words:  nine hundred and twe-
lve point nine eight",Template3_Instance24.json
"BILL_TO:
Jeffery Young
934 Taylor Pines
New Matthewshire, CO 84588 US
Tel:+(562)824-1061
Email:michelle92@example.com
Site:https://salazar-moore.org/",Date: 06-Apr-2007,Due Date : 09-Mar-2018,[],,Thank you for your business!,Invoice number 6Y4M1d-691,"TAX INVOICE

NK.NAG & CO,

Date: 06-Apr-2007
Invoice number 6Y4M1d-691
PO Number :81

BILL_TO:

Jeffery Young

934 Taylor Pines

New Matthewshire, CO 84588 US
Tel:+(562)824-1061
Email:michelle92@example.com
Site:https://salazar-moore.org/

Due Date : 09-Mar-2018

laty lin | Deseription | Unit price | Amoun

934403 _ | Could fly. 27.53 27.53
587997 _| Movement successful. 59.73 298.65

TAX:VAT (3.02%): 9.84 $

Thank you for your business!
TOTAL : 332.53 $

Total in words: three hundred and thir-
ty-two point five three
",PO Number :81,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.02%):  9.84 $,TAX INVOICE,TOTAL : 332.53 $,"Total in words:  three hundred and thir-
ty-two point five three",Template3_Instance25.json
"BILL_TO:
Robert Cole
3754 Bradford Mountains Apt. 575
New Luis, RI 26646 US
Tel:+(903)040-8926
Email:yatesrichard@example.com
Site:http://king.com/",Date: 10-May-1993,Due Date : 12-May-2017,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/55-66/252,"TAX INVOICE

NK.NAG & CO,

Date: 10-May-1993

INVOICE # INV/55-66/252
PO Number :51

BILL_TO:

Robert Cole

3754 Bradford Mountains Apt. 575
New Luis, RI 26646 US
Tel:+(903)040-8926
Email:yatesrichard@example.com
Site:http://king.com/

Due Date : 12-May-2017

16.00 | 360508 _| Need painting idea. 72.80 436.80

[3.00 | 222567 50.65 151.95

. 0, .
Note: All payments to be made in cash. TENT (AE S2EETG

Contact us for queries on these quotations. TOTAL : 609.50 $

Total in words: six hundred and-
nine point five
",PO Number :51,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.54%):  26.76 $,TAX INVOICE,TOTAL : 609.50 $,"Total in words:  six hundred and-
nine point five",Template3_Instance26.json
"BILL_TO:
Brittany Fitzgerald
6420 Danielle Underpass Apt. 163
Lake Aaron, AR 06083 US
Tel:+(515)037-0856
Email:matthewyoung@example.org
Site:https://porter.com/",Date: 20-Jan-1994,Due Date : 20-May-2008,[],,Thank you for your business!,Invoice number INV/89-90/067,"TAX INVOICE

NK.NAG & CO,

Date: 20-Jan-1994
Invoice number INV/89-90/067
PO Number :95

BILL_TO:

Brittany Fitzgerald

6420 Danielle Underpass Apt. 163
Lake Aaron, AR 06083 US
Tel:+(515)037-0856
Email:matthewyoung@example.org
Site:https://porter.com/

Due Date : 20-May-2008

677363 __| Affect baby. 32.26 64.52
758295 _| Method Democrat such. 87.10 174.20

073956 22.88 114.40
962757 _| Cell suddenly marriage. 18.47 73.88
022109 _| Thus dark hour. 39.46 197.30

TAX:VAT (5.72%): 35.72 EUR
TOTAL : 649.78 EUR

Thank you for your business!

Total in words: six hundred and forty--
nine point seven eight
",PO Number :95,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.72%):  35.72 EUR,TAX INVOICE,TOTAL : 649.78 EUR,"Total in words:  six hundred and forty--
nine point seven eight",Template3_Instance27.json
"BILL_TO:
Jennifer Bentley
56230 Beck Gateway
East Sara, AR 48373 US
Tel:+(033)672-3858
Email:ljohnson@example.com
Site:https://www.taylor.net/",Invoice Date: 08-Aug-2002,Due Date : 31-Jan-2006,[],,Thank you for your business!,Invoice number 5Y2M2d-428,"TAX INVOICE
NK.NAG & CO,

Invoice Date: 08-Aug-2002
Invoice number 5Y2M2d-428
PO Number :43

BILL_TO:

Jennifer Bentley

56230 Beck Gateway

East Sara, AR 48373 US
Tel:+(033)672-3858
Email:ljohnson@example.com
Site:https://www.taylor.net/

Due Date : 31-Jan-2006

laty lin | Deseription | Unit price | Amoun

[3.00 |213977 [Pay  —“—ts—SsS 8.89 103.17
16.00 | 883575 _| Which toward. 33.76 202.56

TAX:VAT (5.40%): 16.50 USD

Thank you for your business!
TOTAL : 318.22 USD

Total in words: three hundred and ei-
ghteen point two two
",PO Number :43,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.40%):  16.50 USD,TAX INVOICE,TOTAL : 318.22 USD,"Total in words:  three hundred and ei-
ghteen point two two",Template3_Instance28.json
"BILL_TO:
Erin Andrews
9077 Darlene Road
Claytonburgh, GU 21315 US
Tel:+(267)818-2529
Email:hjohnson@example.org
Site:https://stevens.net/",Invoice Date: 12-Jun-1997,Due Date : 07-Jan-2000,[],,"Note:
This order is shipped through blue dart courier",Invoice number INV66500151,"INVOICE

NK.NAG & CO,

Invoice Date: 12-Jun-1997

Invoice number INV66500151
PO Number :75

BILL_TO:

Erin Andrews

9077 Darlene Road
Claytonburgh, GU 21315 US
Tel:+(267)818-2529
Email:hjohnson@example.org
Site:https://stevens.net/

Due Date : 07-Jan-2000

645056 __| Wish for anything. 98.83 296.49

'6.00 | 877943 _| Fish organization hand. 11.03 66.18
[6.00 1024502 28.95 173.70

Note: TAX:VAT (6.53%): 35.03 EUR
This order is shipped through blue dart courier TOTAL : 556.17 EUR

Total in words: five hundred and fift-
y-six point one seven
",PO Number :75,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.53%):  35.03 EUR,INVOICE,TOTAL : 556.17 EUR,"Total in words:  five hundred and fift-
y-six point one seven",Template3_Instance29.json
"BILL_TO:
Joseph Jenkins
268 Krause Run
Hesterview, MH 17423 US
Tel:+(223)614-3008
Email:burnswyatt@example.net
Site:https://myers.org/",Invoice Date: 26-Oct-2011,Due Date : 22-Sep-2014,[],,Note:Total payment due in 14 days.,INVOICE ID INV67336140,"INVOICE

NK.NAG & CO,

Invoice Date: 26-Oct-2011
INVOICE ID INV67336140
PO Number :93

BILL_TO:

Joseph Jenkins

268 Krause Run

Hesterview, MH 17423 US
Tel:+(223)614-3008
Email:burnswyatt@example.net
Site:https://myers.org/

Due Date : 22-Sep-2014

132547 tena effort day. 48.70
785732 74.32 148.64

196708 51.93 259.65
952178 _| Throw despite news: 43.29 216.45

6.00 | 339212 99.18 595.08

TAX:VAT (3.68%): 46.68 EUR
TOTAL : 1274.35 EUR

Note:Total payment due in 14 days.

Total in words: one thousand, two hundred and-
seventy-four point three five
",PO Number :93,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.68%):  46.68 EUR,INVOICE,TOTAL : 1274.35 EUR,"Total in words:  one thousand, two hundred and-
seventy-four point three five",Template3_Instance3.json
"BILL_TO:
Andrew Moody
2516 Kathryn Shores
Ariasside, MN 59708 US
Tel:+(875)078-8711
Email:woodsmichelle@example.com
Site:https://wallace.biz/",Date: 24-Aug-1996,Due Date : 01-Jun-2008,[],,Thank you for your business!,INVOICE # INV/13-51/271,"INVOICE

NK.NAG & CO,

Date: 24-Aug-1996
INVOICE # INV/13-51/271
PO Number :79

BILL_TO:

Andrew Moody

2516 Kathryn Shores

Ariasside, MN 59708 US
Tel:+(875)078-8711
Email:woodsmichelle@example.com
Site:https://wallace.biz/

Due Date : 01-Jun-2008

[6.00 |940418 [Student = Cd 75.93 | 55.58

15.00 | 549941 _| Kid suggest early. 6.05
363314 58.86

6.00 _|
[6.00 [423356 |Southlotfa. =| 5972 ~| 358.32 |

TAX:VAT (6.60%): 57.96 $

Thank you for your business!
TOTAL : 916.03 $

Total in words: nine hundred and six-
teen point zero three
",PO Number :79,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.60%):  57.96 $,INVOICE,TOTAL : 916.03 $,"Total in words:  nine hundred and six-
teen point zero three",Template3_Instance30.json
"BILL_TO:
Chelsea Wilson
1349 Hubbard Forge Apt. 032
Andrewfort, MO 29335 US
Tel:+(216)925-6283
Email:dunnerica@example.com
Site:https://www.ellis.com/",Invoice Date: 20-Aug-2002,Due Date : 17-Jan-2001,[],,Note:Total payment due in 14 days.,INVOICE # INV20786193,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 20-Aug-2002
INVOICE # INV20786193
PO Number :19

BILL_TO:

Chelsea Wilson

1349 Hubbard Forge Apt. 032
Andrewfort, MO 29335 US
Tel:+(216)925-6283
Email:dunnerica@example.com
Site:https://www.ellis.com/

Due Date : 17-Jan-2001

848563 _| Nor shoulder. 40.97 40.97
208740__| Add scientist key. 68.64 343.20

464110 Chance form support. 97.06 582.36
226974 Push politics prevent. 23.24 139.44

4.00 | 387778 21.10 84.40

TAX:VAT (5.90%): 70.20 EUR
TOTAL : 1227.95 EUR

Note:Total payment due in 14 days.

Total in words: one thousand, two hundred and-
twenty-seven point nine five
",PO Number :19,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.90%):  70.20 EUR,COMMERCIAL INVOICE,TOTAL : 1227.95 EUR,"Total in words:  one thousand, two hundred and-
twenty-seven point nine five",Template3_Instance31.json
