BUYER,DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_NAME,SUB_TOTAL,TABLE,TAX,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Terry Martin
2453 David Road Apt. 391
Tuckerland, MT 15539 US
Tel:+(153)687-0605
Email:thomashaney@example.org
Site:http://www.myers.com/",Invoice Date: 05-Apr-2008,[],,Thank you for choosing us!,INVOICE ID INV/97-41/597,"Invoice Date: 05-Apr-2008

INVOICE ID INV/97-41/597
PO Number :56

Bill to:Terry Martin

2453 David Road Apt. 391
Tuckerland, MT 15539 US
Tel:+(153)687-0605
Email:thomashaney@example.org
Site:http://www.myers.com/

092014 Maybe gun. 73,88 295.52

090241 Per, 94,95 94.95

SUB_TOTAL : 406.47 USD
TAX:VAT (5.64%): 22.94 USD
BALANCE DUE : 417.70 USD

Total in words: four hundred and se-
venteen point seven

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :56,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 406.47  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.64%):  22.94 USD,BALANCE DUE : 417.70 USD,"Total in words:  four hundred and se-
venteen point seven",Template5_Instance194.json
"Buyer :John Cruz
6694 Michael Fort
Salazarberg, NM 74303 US
Tel:+(338)152-8383
Email:johnsondenise@example.org
Site:http://rodriguez-mejia.info/",Date: 18-May-2002,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV33930017,"Date: 18-May-2002

INVOICE ID INV33930017
PO Number :72

Buyer :John Cruz

6694 Michael Fort

Salazarberg, NM 74303 US
Tel:+(338)152-8383
Email:johnsondenise@example.org
Site: http://rodriguez-mejia.info/

398682 Key follow whom. 48.27 193.08

SUB_TOTAL : 398.58 $
TAX:VAT (4.59%): 18.30 $
BALANCE DUE : 402.97 $

Total in words: four hundred and t-
wo point nine seven

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :72,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 398.58  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.59%):  18.30 $,BALANCE DUE : 402.97 $,"Total in words:  four hundred and t-
wo point nine seven",Template5_Instance195.json
"Bill to:Justin Patel
6631 Charles Garden Suite 418
Port Carolport, WI 83867 US
Tel:+(981)957-3021
Email:lucasscott@example.net
Site:https://www.mendoza.com/",Invoice Date: 05-Feb-2012,[],,Thank you for your business!,INVOICE # 5Y1M6d-936,"Invoice Date: 05-Feb-2012

INVOICE # 5Y1M6d-936
PO Number :44

Bill to:Justin Patel

6631 Charles Garden Suite 418
Port Carolport, WI 83867 US
Tel:+(981)957-3021
Email:lucasscott@example.net
Site:https://www.mendoza.com/

415887 Bag table toward. 65.86 329,30

769988 Stand charge bit structure. 78.42 313.68
}6.00 | 426559 Student social. 80.51 483.06

SUB_TOTAL : 1126.04 EUR
TAX:VAT (6.81%): 76.71 EUR
BALANCE DUE : 1184.96 EUR

Total in words: one thousand, one hundred an-
d eighty-four point nine six

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :44,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1126.04  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.81%):  76.71 EUR,BALANCE DUE : 1184.96 EUR,"Total in words:  one thousand, one hundred an-
d eighty-four point nine six",Template5_Instance196.json
"Buyer :Timothy Taylor
31027 Thompson Green Suite 990
Thomasburgh, NJ 86251 US
Tel:+(262)395-3790
Email:dan58@example.net
Site:http://hodge.com/",Date: 25-Sep-2006,[],,Note:Total payment due in 14 days.,Invoice number INV/49-50/158,"Date: 25-Sep-2006

Invoice number INV/49-50/158
PO Number :63

Buyer :Timothy Taylor

31027 Thompson Green Suite 990
Thomasburgh, NJ 86251 US
Tel:+(262)395-3790
Email:dan58@example.net
Site:http://hodge.com/

836697 Rather imagine. 10.80 21.60

SUB_TOTAL : 36.19 EUR
TAX:VAT (3.06%): 1.11 EUR
BALANCE DUE : 36.61 EUR

Total in words: thirty-six p-
oint six one

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :63,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 36.19  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.06%):  1.11 EUR,BALANCE DUE : 36.61 EUR,"Total in words:  thirty-six p-
oint six one",Template5_Instance197.json
"Buyer :Amber Fleming
213 Joseph Roads
East Alex, NM 37337 US
Tel:+(403)707-6189
Email:jennifergraham@example.net
Site:http://horn.com/",Invoice Date: 21-May-2005,[],,Note:Total payment due in 14 days.,INVOICE # INV/62-19/697,"Invoice Date: 21-May-2005

INVOICE # INV/62-19/697
PO Number :02

Buyer :Amber Fleming

213 Joseph Roads

East Alex, NM 37337 US
Tel:+(403)707-6189
Email:jennifergraham@example.net
Site:http://horn.com/

247994 Next both choice. 10.76

}6.00 | 681787 Play kitchen do. 40.78 244.68
16.00 | 675801 Least now relationship. 72.12 432.72

SUB_TOTAL : 1059.14 USD
TAX:VAT (6.60%): 69.90 USD
BALANCE DUE : 1082.86 USD

Total in words: one thousand and eigh-
ty-two point eight six

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :02,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1059.14  USD,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.60%):  69.90 USD,BALANCE DUE : 1082.86 USD,"Total in words:  one thousand and eigh-
ty-two point eight six",Template5_Instance198.json
"Bill to:Jody Anderson
34996 Carter Brooks
Espinozaland, CT 85850 US
Tel:+(709)477-9504
Email:davidmurray@example.org
Site:https://www.williams.biz/",Invoice Date: 18-Aug-2013,[],,Thank you for your business!,INVOICE # INV05314713,"Invoice Date: 18-Aug-2013

INVOICE # INV05314713
PO Number :42

Bill to: Jody Anderson

34996 Carter Brooks
Espinozaland, CT 85850 US
Tel:+(709)477-9504
Email:davidmurray@example.org
Site:https://www.williams.biz/

925918 Late food front. 68.66 274.64
}6.00 | 350496 High guess. 86.35 518.10

404406 Act eat feel unit. 40.65 40.65
825839 Attack network, 29.79 29.79
}6.00 ‘| 384355 Shake forward computer. 50.54 303.24

SUB_TOTAL : 1166.42 USD
TAX:VAT (6.14%): 71.63 USD
BALANCE DUE : 1183.93 USD

Total in words: one thousand, one hundred and-
eighty-three point nine three

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :42,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1166.42  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.14%):  71.63 USD,BALANCE DUE : 1183.93 USD,"Total in words:  one thousand, one hundred and-
eighty-three point nine three",Template5_Instance199.json
"Bill to:Michael Wood
51612 Mccarthy Squares
Jacquelineburgh, VA 71879 US
Tel:+(238)470-1439
Email:ewhite@example.net
Site:http://henson-mills.com/",Invoice Date: 25-Feb-2010,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID 1Y9M4d-875,"Invoice Date: 25-Feb-2010

INVOICE ID 1Y9M4d-875
PO Number :14

Bill to:Michael Wood

51612 Mccarthy Squares
Jacquelineburgh, VA 71879 US
Tel:+(238)470-1439
Email:ewhite@example.net
Site:http://henson-mills.com/

999399 Form worker early. 11.60 11.60

761257 People share. 44.17 88.34

SUB_TOTAL : 131.34 USD
TAX:VAT (3.24%): 4.26 USD
BALANCE DUE : 134.04 USD

Total in words: one hundred and thirt-
y-four point zero four

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :14,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 131.34  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.24%):  4.26 USD,BALANCE DUE : 134.04 USD,"Total in words:  one hundred and thirt-
y-four point zero four",Template5_Instance2.json
"Buyer :Michael Mcknight
7669 Rhodes Circles Apt. 004
West Tannershire, WV 31168 US
Tel:+(358)686-9943
Email:ffox@example.net
Site:http://www.spencer.com/",Invoice Date: 11-May-2009,[],,Note:Total payment due in 14 days.,INVOICE # INV85367382,"Invoice Date: 11-May-2009

INVOICE # INV85367382
PO Number :16

Buyer :Michael Mcknight

7669 Rhodes Circles Apt. 004
West Tannershire, WV 31168 US
Tel:+(358)686-9943
Email:ffox@example.net
Site:http://www.spencer.com/

036644 Nature south officer. 19.68 98.40
}6.00 | 087725 Process challenge. 16.92

SUB_TOTAL : 181.86 USD
TAX:VAT (6.78%): 12.33 USD
BALANCE DUE : 190.52 USD

Total in words: one hundred and ni-
nety point five two

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :16,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 181.86  USD,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.78%):  12.33 USD,BALANCE DUE : 190.52 USD,"Total in words:  one hundred and ni-
nety point five two",Template5_Instance20.json
"Buyer :Evelyn Hernandez
00343 Robert Garden Suite 953
Margaretfort, TX 02376 US
Tel:+(180)996-1117
Email:zsilva@example.net
Site:http://williams.com/",Date: 23-Nov-2008,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 6832-035,"Date: 23-Nov-2008

INVOICE # 6832-035
PO Number :57

Buyer :Evelyn Hernandez
00343 Robert Garden Suite 953
Margaretfort, TX 02376 US
Tel:+(180)996-1117
Email:zsilva@example.net
Site:http://williams.com/

899276 According point night. 47.74 47.74

SUB_TOTAL : 69.56 USD
TAX:VAT (5.07%): 3.53 USD
BALANCE DUE : 71.48 USD

Total in words: seventy-one po-
int four eight

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :57,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 69.56  USD,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.07%):  3.53 USD,BALANCE DUE : 71.48 USD,"Total in words:  seventy-one po-
int four eight",Template5_Instance21.json
"Bill to:William Barker
6657 Murphy Alley
New Gary, OK 55270 US
Tel:+(488)946-9936
Email:kellymurillo@example.com
Site:https://www.mills.org/",Invoice Date: 09-Oct-2002,[],,Thank you for your business!,Invoice number INV/48-46/977,"Invoice Date: 09-Oct-2002

Invoice number INV/48-46/977
PO Number :15

Bill to:William Barker

6657 Murphy Alley

New Gary, OK 55270 US
Tel:+(488)946-9936
Email:kellymurillo@example.com
Site:https://www.mills.org/

986979 Information weight. 99.08 297.24
990925 After item. 15.65
788490 Those past could. 13.27 43.27

SUB_TOTAL : 383.13 $
TAX:VAT (5.63%): 21.58 $
BALANCE DUE : 398.24 $

Total in words: three hundred and nine-
ty-eight point two four

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :15,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 383.13  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.63%):  21.58 $,BALANCE DUE : 398.24 $,"Total in words:  three hundred and nine-
ty-eight point two four",Template5_Instance22.json
"Bill to:Calvin Wilson
469 Taylor Fords Apt. 121
East Angela, IL 70365 US
Tel:+(255)509-2335
Email:shane99@example.com
Site:https://www.saunders.com/",Invoice Date: 04-Aug-1998,[],,Note:Total payment due in 14 days.,INVOICE # INV54974189,"Invoice Date: 04-Aug-1998

INVOICE # INV54974189
PO Number :42

Bill to:Calvin Wilson

469 Taylor Fords Apt. 121

East Angela, IL 70365 US
Tel:+(255)509-2335
Email:shane99@example.com
Site:https://www.saunders.com/

026925 North skin. 14.10 56.40

722784 Half current. 20.65
}6.00 | 482663 Personal party. 75.59 453.54

SUB_TOTAL : 530.59 $
TAX:VAT (5.68%): 30.12 $
BALANCE DUE : 545.06 $

Total in words: five hundred and fort-
y-five point zero six

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :42,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 530.59  $,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.68%):  30.12 $,BALANCE DUE : 545.06 $,"Total in words:  five hundred and fort-
y-five point zero six",Template5_Instance23.json
"Buyer :Lisa Payne
1426 Hendrix Gateway Suite 931
North Chelseaville, AL 45672 US
Tel:+(162)310-8804
Email:sherri16@example.net
Site:http://murphy.com/",Date: 30-Apr-2002,[],,Note:Total payment due in 14 days.,INVOICE ID INV/52-27/207,"Date: 30-Apr-2002
INVOICE ID INV/52-27/207
PO Number :62

Buyer :Lisa Payne

1426 Hendrix Gateway Suite 931
North Chelseaville, AL 45672 US
Tel:+(162)310-8804
Email:sherri16@example.net
Site:http://murphy.com/

495905 Husband paper fast. 37.85

602874 Girl vote there. 69.80 349.00

SUB_TOTAL : 386.85 EUR
TAX:VAT (7.00%): 27.07 EUR
BALANCE DUE : 398.76 EUR

Total in words: three hundred and ninet-
y-eight point seven six

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :62,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 386.85  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (7.00%):  27.07 EUR,BALANCE DUE : 398.76 EUR,"Total in words:  three hundred and ninet-
y-eight point seven six",Template5_Instance24.json
"Bill to:Jennifer Gray
194 Kirsten Glen Suite 881
North Kellymouth, MT 96350 US
Tel:+(722)168-6447
Email:andrew31@example.org
Site:http://wade.biz/",Invoice Date: 26-Aug-2021,[],,Thank you for your business!,INVOICE ID INV/06-00/537,"Invoice Date: 26-Aug-2021

INVOICE ID INV/06-00/537
PO Number :89

Bill to: Jennifer Gray

194 Kirsten Glen Suite 881
North Kellymouth, MT 96350 US
Tel:+(722)168-6447
Email:andrew31@example.org
Site:http://wade.biz/

036192 Action environmental. 66.15 330.75

701087 Arrive design next. 81.19 81.19

SUB_TOTAL : 411.94 EUR
TAX:VAT (4.09%): 16.83 EUR
BALANCE DUE : 409.86 EUR

Total in words: four hundred and n-
ine point eight six

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :89,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 411.94  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.09%):  16.83 EUR,BALANCE DUE : 409.86 EUR,"Total in words:  four hundred and n-
ine point eight six",Template5_Instance25.json
"Bill to:Scott Anderson
00751 Patrick Overpass Apt. 158
West Corey, KY 38940 US
Tel:+(941)065-1561
Email:davisjordan@example.net
Site:https://www.miller.com/",Invoice Date: 23-Sep-2000,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV82451216,"Invoice Date: 23-Sep-2000

INVOICE ID INV82451216
PO Number :49

Bill to:Scott Anderson

00751 Patrick Overpass Apt. 158
West Corey, KY 38940 US
Tel:+(941)065-1561
Email:davisjordan@example.net
Site:https://www.miller.com/

561356 Data part. 11.19 33.57

746452 Large management program. 22.83 114.15
504638 Republican tax likely. 31.85 31.85
896219 Claim girl drive process. 65.95 65.95

SUB_TOTAL : 324.60 $
TAX:VAT (4.37%): 14.17 $
BALANCE DUE : 334.94 $

Total in words: three hundred and thir-
ty-four point nine four

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :49,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 324.60  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.37%):  14.17 $,BALANCE DUE : 334.94 $,"Total in words:  three hundred and thir-
ty-four point nine four",Template5_Instance26.json
"Buyer :Melissa Jones
914 Robin Camp
Lake Rebeccaview, MI 84024 US
Tel:+(537)765-2622
Email:dawsonmelissa@example.org
Site:https://hernandez-ray.com/",Invoice Date: 08-Feb-2007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 2213-844,"Invoice Date: 08-Feb-2007

INVOICE # 2213-844
PO Number :46

Buyer :Melissa Jones

914 Robin Camp

Lake Rebeccaview, MI 84024 US
Tel:+(537)765-2622
Email:dawsonmelissa@example.org
Site:https://hernandez-ray.com/

068338 Develop again. 92.46 369.84

863033 Middle everyone. 14.70 14.70
391644 Simply current. 85.13 425.65

SUB_TOTAL : 1162.34 $
TAX:VAT (3.61%): 41.90 $
BALANCE DUE : 1192.38 $

Total in words: one thousand, one hundred and-
ninety-two point three eight

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :46,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1162.34  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.61%):  41.90 $,BALANCE DUE : 1192.38 $,"Total in words:  one thousand, one hundred and-
ninety-two point three eight",Template5_Instance27.json
"Buyer :Sara Lynch
01205 Williams Street Apt. 922
Port Julian, IL 90686 US
Tel:+(231)284-2137
Email:moraeric@example.com
Site:https://www.gallegos.biz/",Date: 08-Oct-2011,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 3939-336,"Date: 08-Oct-2011

INVOICE ID 3939-336
PO Number :05

Buyer :Sara Lynch

01205 Williams Street Apt. 922
Port Julian, IL 90686 US
Tel:+(231)284-2137
Email:moraeric@example.com
Site:https://www.gallegos.biz/

277186 Style during. 94,29 282.87

596189 Bed nothing then. 27.09 135.45
}6.00 | 267177 Mention study on. 23.12 138.72

SUB_TOTAL : 557.04 EUR
TAX:VAT (4.74%): 26.42 EUR
BALANCE DUE : 570.04 EUR

Total in words: five hundred and sev-
enty point zero four

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :05,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 557.04  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.74%):  26.42 EUR,BALANCE DUE : 570.04 EUR,"Total in words:  five hundred and sev-
enty point zero four",Template5_Instance28.json
"Bill to:Stephen Martinez
534 Jacobs Spur
Ryanland, MP 54587 US
Tel:+(429)098-0056
Email:eduardonelson@example.org
Site:https://daniels.com/",Date: 11-Mar-1996,[],,"Note:
This order is shipped through blue dart courier",INVOICE # INV10703469,"Date: 11-Mar-1996

INVOICE # INV10703469
PO Number :93

Bill to:Stephen Martinez

534 Jacobs Spur

Ryanland, MP 54587 US
Tel:+(429)098-0056
Email:eduardonelson@example.org
Site:https://daniels.com/

}6.00 | 566043 Least could. 18.42

2.00 782352 Front yourself assume. 57.53 115.06

SUB_TOTAL : 133.48 EUR
TAX:VAT (4.16%): 5.56 EUR
BALANCE DUE : 132.99 EUR

Total in words: one hundred and thirt-
y-two point nine nine

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :93,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 133.48  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.16%):  5.56 EUR,BALANCE DUE : 132.99 EUR,"Total in words:  one hundred and thirt-
y-two point nine nine",Template5_Instance29.json
"Buyer :Lee Smith
368 Larson Streets Suite 433
South Christinastad, NJ 75733 US
Tel:+(697)897-8414
Email:xleon@example.org
Site:http://gardner.info/",Date: 19-Sep-2013,[],,Note:Total payment due in 14 days.,INVOICE # 8Y2M2d-282,"Date: 19-Sep-2013

INVOICE # 8Y2M2d-282
PO Number :22

Buyer :Lee Smith

368 Larson Streets Suite 433
South Christinastad, NJ 75733 US
Tel:+(697)897-8414
Email:xleon@example.org
Site:http://gardner.info/

867157 Within friend. 53,33 159.99

SUB_TOTAL : 201.98 $
TAX:VAT (3.14%): 6.35 $
BALANCE DUE : 205.04 $

Total in words: two hundred and fi-
ve point zero four

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :22,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 201.98  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.14%):  6.35 $,BALANCE DUE : 205.04 $,"Total in words:  two hundred and fi-
ve point zero four",Template5_Instance3.json
"Buyer :Jeffery Anderson
051 Tamara Brook
East Anthony, MS 58814 US
Tel:+(107)519-9068
Email:pharris@example.net
Site:http://www.rojas.com/",Date: 19-Apr-2008,[],,Note:Total payment due in 14 days.,Invoice number INV23687207,"Date: 19-Apr-2008

Invoice number INV23687207
PO Number :48

Buyer :Jeffery Anderson
051 Tamara Brook

East Anthony, MS 58814 US
Tel:+(107)519-9068
Email:pharris@example.net
Site:http://www.rojas.com/

070769 Point important. 62.47 187.41

269406 Great drop contain. 45.34 181.36
}6.00 | 639157 Energy fund. 22.14

SUB_TOTAL : 564.89 $
TAX:VAT (6.44%): 36.41 $
BALANCE DUE : 575.43 $

Total in words: five hundred and sevent-
y-five point four three

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :48,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 564.89  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.44%):  36.41 $,BALANCE DUE : 575.43 $,"Total in words:  five hundred and sevent-
y-five point four three",Template5_Instance30.json
"Buyer :Katelyn Robbins
080 Gonzales Light
South Abigailstad, ME 92848 US
Tel:+(416)568-9405
Email:lraymond@example.com
Site:http://foster-fisher.net/",Invoice Date: 19-Jan-2016,[],,Note:Total payment due in 14 days.,INVOICE # 3Y9M7d-705,"Invoice Date: 19-Jan-2016

INVOICE # 3Y9M7d-705
PO Number :29

Buyer :Katelyn Robbins

080 Gonzales Light

South Abigailstad, ME 92848 US
Tel:+(416)568-9405
Email:lraymond@example.com
Site:http://foster-fisher.net/

459472 Contain station his. 25.59 25.59

321305 Entire least then. 25.20 426.00
}6.00 | 115341 Ask. 37.62 225,72

SUB_TOTAL : 377.31 $
TAX:VAT (4.38%): 16.54 $
BALANCE DUE : 387.25 $

Total in words: three hundred and eigh-
ty-seven point two five

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :29,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 377.31  $,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.38%):  16.54 $,BALANCE DUE : 387.25 $,"Total in words:  three hundred and eigh-
ty-seven point two five",Template5_Instance31.json
"Buyer :Jason Morgan
6709 Scott Mill
Webbstad, OR 52424 US
Tel:+(444)781-4487
Email:vazquezsarah@example.org
Site:http://galloway.biz/",Invoice Date: 12-Feb-2012,[],,Thank you for your business!,Invoice number INV/42-69/782,"Invoice Date: 12-Feb-2012

Invoice number INV/42-69/782
PO Number :01

Buyer :Jason Morgan

6709 Scott Mill

Webbstad, OR 52424 US
Tel:+(444)781-4487
Email:vazquezsarah@example.org
Site: http://galloway.biz/

308927 Have happy hope. 54,94 109.88

245748 From try choice. 23.15 46.30

SUB_TOTAL : 342.14 $
TAX:VAT (3.08%): 10.53 $
BALANCE DUE : 344.70 $

Total in words: three hundred and fo-
rty-four point seven

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :01,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 342.14  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.08%):  10.53 $,BALANCE DUE : 344.70 $,"Total in words:  three hundred and fo-
rty-four point seven",Template5_Instance32.json
