BUYER,DATE,DISCOUNT,DUE_DATE,GSTIN_BUYER,GSTIN_SELLER,INVOICE_INFO,LOGO,NOTE,OTHER,PAYMENT_DETAILS,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_SITE,SUB_TOTAL,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Robert Curtis
5215 May Circle Apt. 142
Georgeport, ME 34027 US
Tel:+(105)309-9128
Email:pattonomar@example.org
Site:http://randall-valenzuela.com/",Invoice Date: 02-Aug-2002,DISCOUNT(4.84%): (-)  30.53,Due Date : 13-May-2006,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","TAX INVOICE

Invoice Date: 02-Aug-2002
Due Date : 13-May-2006
PO Number :74

Address:16424 Timothy Mission Bill to:Robert Curtis

Markville, AK 58294 US 5215 May Circle Apt. 142
Georgeport, ME 34027 US

Email:melvind0@example.net Tel:+(105)309-9128

sleekbill in Email:pattonomar@example.org

(GSTIN: 12345670 00070007 Site:http://randall-valenzuela.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Fill successful become. 4.00

Show same. 1.00

Left. 1.00

Suddenly. 3.00

Teach together. 2.00

Total in words: six hundred and fo-

rty-four point two SUB_TOTAL : 630.82 USD
Bank Name Central Bank of California DISCOUNT(4.84%): (-) 30.53
Branch Name Raf CAMP TAX:VAT (6.79%): 42.84 USD

Bank Account Number 11252107
Bank Swift Code SBININBB250
TOTAL : 644.20 USD

Note: All payments to be made in cash.
Contact us for queries on these quotations.
","Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  11252107
Bank Swift Code      SBININBB250",PO Number :74,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 630.82  USD,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.79%):  42.84 USD,TAX INVOICE,TOTAL : 644.20 USD,"Total in words:  six hundred and fo-
rty-four point two",Template1_Instance68.json
"Buyer :Ann Pacheco
21938 Chelsea Station
Williamburgh, MH 48792 US
Tel:+(929)281-2947
Email:mpollard@example.org
Site:https://williams-davis.com/",Date: 22-Oct-1995,DISCOUNT(4.81%): (-)  19.54,Due Date : 06-Jun-2012,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"TAX INVOICE

Date: 22-Oct-1995
Due Date : 06-Jun-2012
PO Number :45

Address:16424 Timothy Mission Buyer :Ann Pacheco

Markville, AK 58294 US 21938 Chelsea Station
Williamburgh, MH 48792 US

Email:melvind0@example.net Tel:+(929)281-2947

sleekbill in Email:mpollard@example.org

(GSTIN: 12345670 00070007 Site:https://williams-davis.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Something unit. 2.00

Student contain. 2.00

Soon human drive. 6.00

Total in words: four hundred and ei-
ghteen point six one

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 18554357

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 406.28 EUR

DISCOUNT(4.81%): (-) 19.54
TAX:VAT (6.85%): 27.81 EUR

TOTAL : 418.61 EUR
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  18554357
Bank Swift Code      SBININBB250",PO Number :45,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 406.28  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.85%):  27.81 EUR,TAX INVOICE,TOTAL : 418.61 EUR,"Total in words:  four hundred and ei-
ghteen point six one",Template1_Instance69.json
"Buyer :Christine Wilcox
25064 Luna Street Apt. 712
Howardmouth, PR 81788 US
Tel:+(561)861-5340
Email:paulkerri@example.net
Site:http://stevens.com/",Date: 09-Nov-2018,DISCOUNT(1.05%): (-)  11.28,Due Date : 31-Jan-1995,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"TAX INVOICE

Date: 09-Nov-2018
Due Date : 31-Jan-1995
PO Number :13

Address:16424 Timothy Mission Buyer :Christine Wilcox

Markville, AK 58294 US 25064 Luna Street Apt. 712
Howardmouth, PR 81788 US

Email:melvind0@example.net Tel:+(561)861-5340

sleekbill in Email:paulkerri@example.net

(GSTIN: 12345670 00070007 Site:http://stevens.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Watch sit. 5.00

Check table can. 6.00

Any knowledge. 1.00

Simply miss decision. 6.00

Total in words: one thousand and sevent-
y-seven point seven four

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 19760786

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 1074.24 $

DISCOUNT(1.05%): (-) 11.28
TAX:VAT (4.51%): 48.40 $

TOTAL : 1077.74 $
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  19760786
Bank Swift Code      SBININBB250",PO Number :13,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1074.24  $,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.51%):  48.40 $,TAX INVOICE,TOTAL : 1077.74 $,"Total in words:  one thousand and sevent-
y-seven point seven four",Template1_Instance7.json
"Buyer :Barbara Perez
481 Jessica Points
Jamesbury, CT 17200 US
Tel:+(168)382-4427
Email:makayla89@example.com
Site:http://www.johnson.com/",Invoice Date: 02-Oct-2014,DISCOUNT(3.79%): (-)  18.25,Due Date : 03-Oct-2022,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"COMMERCIAL INVOICE

Invoice Date: 02-Oct-2014
Due Date : 03-Oct-2022
PO Number :31

Address:16424 Timothy Mission Buyer :Barbara Perez
Markville, AK 58294 US 481 Jessica Points

Jamesbury, CT 17200 US
Email:melvind0@example.net Tel:+(168)382-4427
sleekbill in Email:makayla89@example.com
(GSTIN: 12345670 00070007 Site:http://www.johnson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Way successful detail. 6.00

Mention deep. 1.00

Total in words: four hundred and ninet-
y-one point zero seven

Bank Name State Bank of Europe
Branch Name Raf CAMP

Bank Account Number 18837690

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 481.55 USD

DISCOUNT(3.79%): (-) 18.25
TAX:VAT (4.79%): 23.05 USD

TOTAL : 491.07 USD
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  18837690
Bank Swift Code      SBININBB250",PO Number :31,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 481.55  USD,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.79%):  23.05 USD,COMMERCIAL INVOICE,TOTAL : 491.07 USD,"Total in words:  four hundred and ninet-
y-one point zero seven",Template1_Instance70.json
"Bill to:Daniel Buck
975 Stacie Lodge
North Nicholasburgh, MD 47483 US
Tel:+(780)514-6092
Email:savannahle@example.org
Site:http://ruiz-may.org/",Date: 25-Jan-2003,DISCOUNT(1.26%): (-)  4.49,Due Date : 23-Mar-2017,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

Date: 25-Jan-2003
Due Date : 23-Mar-2017
PO Number :52

Address:16424 Timothy Mission Bill to:Daniel Buck
Markville, AK 58294 US 975 Stacie Lodge

North Nicholasburgh, MD 47483 US
Email:melvind0@example.net Tel:+(780)514-6092
sleekbill in Email:savannahle@example.org
(GSTIN: 12345670 00070007 Site:http://ruiz-may.org/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Never. 1.00

Speak relate. 3.00

Avoid race treat. 6.00

Total in words: three hundred and fift-
y-four point five five

Bank Name State Bank of USA
Branch Name Raf CAMP

Bank Account Number 13447364
Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 356.53 USD

DISCOUNT(1.26%): (-) 4.49
TAX:VAT (4.18%): 14.92 USD

TOTAL : 354.55 USD
","Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  13447364
Bank Swift Code      SBININBB250",PO Number :52,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 356.53  USD,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.18%):  14.92 USD,TAX INVOICE,TOTAL : 354.55 USD,"Total in words:  three hundred and fift-
y-four point five five",Template1_Instance71.json
"Buyer :Richard Kramer
932 Shelley Trail Apt. 580
Powersshire, SD 21893 US
Tel:+(241)865-1231
Email:madison15@example.net
Site:http://andrews-thompson.info/",Date: 27-Dec-1997,DISCOUNT(4.06%): (-)  16.26,Due Date : 29-Dec-2016,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"COMMERCIAL INVOICE

Date: 27-Dec-1997
Due Date : 29-Dec-2016
PO Number :72

Address:16424 Timothy Mission Buyer :Richard Kramer

Markville, AK 58294 US 932 Shelley Trail Apt. 580
Powersshire, SD 21893 US

Email:melvind0@example.net Tel:+(241)865-1231

sleekbill in Email:madison15@example.net

(GSTIN: 12345670 00070007 Site:http://andrews-thompson.info/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Black language. 6.00

Someone whole. 2.00

Total in words: four hundred and thi-

rteen point five five SUB_TOTAL : 400.38 USD
Bank Name State Bank of Texas DISCOUNT(4.06%): (-) 16.26
Branch Name Raf CAMP TAX:VAT (6.69%): 26.78 USD

Bank Account Number 10182621
Bank Swift Code SBININBB250
TOTAL : 413.55 USD

Note:Total payment due in 14 days.
","Bank Name           State Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  10182621
Bank Swift Code      SBININBB250",PO Number :72,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 400.38  USD,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.69%):  26.78 USD,COMMERCIAL INVOICE,TOTAL : 413.55 USD,"Total in words:  four hundred and thi-
rteen point five five",Template1_Instance72.json
"Bill to:Justin Ali
3407 Johnson Rapid
Kingmouth, AR 71446 US
Tel:+(934)296-8657
Email:thomas67@example.net
Site:http://gould.biz/",Invoice Date: 07-Jul-2018,DISCOUNT(2.35%): (-)  20.27,Due Date : 15-Sep-2005,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","TAX INVOICE

Invoice Date: 07-Jul-2018
Due Date : 15-Sep-2005
PO Number :23

Address:16424 Timothy Mission Bill to: Justin Ali

Markville, AK 58294 US 3407 Johnson Rapid
Kingmouth, AR 71446 US

Email:melvind0@example.net Tel:+(934)296-8657

sleekbill in Email:thomas67@example.net

(GSTIN: 12345670 00070007 Site:http://gould.biz/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
Usually. 1.00

Economic tonight. 4.00

Choice level. 5.00

Career subject imagine. 4.00

Total in words: eight hundred -

and eighty-nine SUB_TOTAL : 862.49 EUR
Bank Name State Bank of California DISCOUNT(2.35%): (-) 20.27
Branch Name Raf CAMP TAX:VAT (5.57%): 48.07 EUR

Bank Account Number 15593009
Bank Swift Code SBININBB250
TOTAL : 889.00 EUR

Note: All payments to be made in cash.
Contact us for queries on these quotations.
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  15593009
Bank Swift Code      SBININBB250",PO Number :23,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 862.49  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.57%):  48.07 EUR,TAX INVOICE,TOTAL : 889.00 EUR,"Total in words:  eight hundred -
and eighty-nine",Template1_Instance73.json
"Buyer :Bonnie Edwards
2861 Hernandez Garden
North Wendyshire, WI 33282 US
Tel:+(540)930-2719
Email:randy60@example.org
Site:https://www.blake-robertson.org/",Invoice Date: 23-Feb-2006,DISCOUNT(3.45%): (-)  40.68,Due Date : 20-Mar-2008,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Invoice Date: 23-Feb-2006
Due Date : 20-Mar-2008
PO Number :09

Address:16424 Timothy Mission Buyer :Bonnie Edwards
Markville, AK 58294 US 2861 Hernandez Garden
North Wendyshire, WI 33282 US
Email:melvind0@example.net Tel:+(540)930-2719
sleekbill in Email:randy60@example.org
(GSTIN: 12345670 00070007 Site:https://www.blake-robertson.org/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Vote north. 5.00

Land yeah. 6.00

Happy peace what. 2.00

Ability yes. 3.00

Room hair win. 3.00

Total in words: one thousand, two hundred a-

nd thirteen point eight one SUB_TOTAL : 1179.24 EUR
Bank Name Central Bank of Texas DISCOUNT(3.45%): (-) 40.68
Branch Name Raf CAMP TAX:VAT (4.09%): 48.25 EUR

Bank Account Number 16876125
Bank Swift Code SBININBB250
TOTAL : 1213.81 EUR

Note:Total payment due in 14 days.
","Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  16876125
Bank Swift Code      SBININBB250",PO Number :09,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1179.24  EUR,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.09%):  48.25 EUR,TAX INVOICE,TOTAL : 1213.81 EUR,"Total in words:  one thousand, two hundred a-
nd thirteen point eight one",Template1_Instance74.json
"Buyer :Michael Keller
285 Alexis Expressway
New Krystal, MA 06786 US
Tel:+(113)002-2589
Email:gbrennan@example.net
Site:http://www.rodriguez.com/",Date: 15-Aug-2011,DISCOUNT(4.95%): (-)  20.83,Due Date : 01-Apr-2008,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"TAX INVOICE

Date: 15-Aug-2011
Due Date : 01-Apr-2008
PO Number :13

Address:16424 Timothy Mission Buyer :Michael Keller
Markville, AK 58294 US 285 Alexis Expressway

New Krystal, MA 06786 US
Email:melvind0@example.net Tel:+(113)002-2589
sleekbill in Email:gbrennan@example.net
(GSTIN: 12345670 00070007 Site:http://www.rodriguez.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Station stop great. 1.00

Tax young. 6.00

About outside. 5.00

Security much. 2.00

Total in words: four hundred a-

nd thirty-seven

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 16900759

Bank Swift Code SBININBB250

Thank you for your business!

SUB_TOTAL : 420.76 $

DISCOUNT(4.95%): (-) 20.83
TAX:VAT (6.51%): 27.39 $

TOTAL : 437.00 $
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  16900759
Bank Swift Code      SBININBB250",PO Number :13,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 420.76  $,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.51%):  27.39 $,TAX INVOICE,TOTAL : 437.00 $,"Total in words:  four hundred a-
nd thirty-seven",Template1_Instance75.json
"Bill to:Julie Bailey
346 Dustin Burg
South Christophertown, OK 09761 US
Tel:+(551)359-7959
Email:mercadoamber@example.org
Site:https://www.grant.com/",Invoice Date: 02-Dec-2011,DISCOUNT(4.14%): (-)  16.19,Due Date : 13-Nov-2021,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Invoice Date: 02-Dec-2011
Due Date : 13-Nov-2021
PO Number :16

Address:16424 Timothy Mission Bill to: Julie Bailey
Markville, AK 58294 US 346 Dustin Burg

South Christophertown, OK 09761 US
Email:melvind0@example.net Tel:+(551)359-7959
sleekbill in Email:mercadoamber@example.org
(GSTIN: 12345670 00070007 Site:https://www.grant.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Crime window very woman. 6.00

War. 2.00

Care majority these. 1.00

Follow ball mission. 6.00

Total in words: four hundred and th-

ree point zero three

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 14829950

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 391.05 USD

DISCOUNT(4.14%): (-) 16.19
TAX:VAT (4.22%): 16.48 USD

TOTAL : 403.03 USD
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  14829950
Bank Swift Code      SBININBB250",PO Number :16,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 391.05  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.22%):  16.48 USD,TAX INVOICE,TOTAL : 403.03 USD,"Total in words:  four hundred and th-
ree point zero three",Template1_Instance76.json
"Bill to:Shannon Smith
274 Christine Ways
Erinchester, SD 30741 US
Tel:+(262)816-0692
Email:garciatimothy@example.org
Site:http://morgan-west.com/",Date: 07-Aug-2006,DISCOUNT(3.66%): (-)  11.28,Due Date : 03-Nov-2005,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Date: 07-Aug-2006
Due Date : 03-Nov-2005
PO Number :33

Address:16424 Timothy Mission Bill to:Shannon Smith
Markville, AK 58294 US 274 Christine Ways

Erinchester, SD 30741 US
Email:melvind0@example.net Tel:+(262)816-0692
sleekbill in Email:garciatimothy@example.org
(GSTIN: 12345670 00070007 Site:http://morgan-west.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Pressure popular. 3.00

Strong after traditional. 3.00

Really event. 2.00

Total in words: three hundred and -

ten point five two

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 15898649

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 308.29 EUR

DISCOUNT(3.66%): (-) 11.28
TAX:VAT (5.16%): 15.89 EUR

TOTAL : 310.52 EUR
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  15898649
Bank Swift Code      SBININBB250",PO Number :33,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 308.29  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.16%):  15.89 EUR,INVOICE,TOTAL : 310.52 EUR,"Total in words:  three hundred and -
ten point five two",Template1_Instance77.json
"Buyer :Marie Richard
95345 Chavez Mountain Suite 757
Atkinsonmouth, NV 30908 US
Tel:+(342)004-1903
Email:christine30@example.org
Site:http://www.yu.com/",Invoice Date: 31-Aug-2011,DISCOUNT(4.22%): (-)  54.79,Due Date : 09-Dec-2010,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Invoice Date: 31-Aug-2011
Due Date : 09-Dec-2010
PO Number :74

Address:16424 Timothy Mission Buyer :Marie Richard

Markville, AK 58294 US 95345 Chavez Mountain Suite 757
Atkinsonmouth, NV 30908 US

Email:melvind0@example.net Tel:+(342)004-1903

sleekbill in Email:christine30@example.org

(GSTIN: 12345670 00070007 Site:http://www.yu.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Health. 5.00

Make too positive. 5.00

Strong computer debate. 6.00

Total in words: one thousand, two hundred an-
d ninety-six point eight five

Bank Name Central Bank of Texas
Branch Name Raf CAMP

Bank Account Number 18947913

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 1298.25 EUR

DISCOUNT(4.22%): (-) 54.79
TAX:VAT (3.67%): 47.67 EUR

TOTAL : 1296.85 EUR
","Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  18947913
Bank Swift Code      SBININBB250",PO Number :74,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1298.25  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.67%):  47.67 EUR,TAX INVOICE,TOTAL : 1296.85 EUR,"Total in words:  one thousand, two hundred an-
d ninety-six point eight five",Template1_Instance78.json
"Bill to:Kristen Dorsey
16423 Skinner Brooks
South Morganshire, ND 64105 US
Tel:+(466)051-5235
Email:guy19@example.com
Site:http://www.macias-potter.com/",Invoice Date: 09-May-2021,DISCOUNT(3.8%): (-)  43.35,Due Date : 19-Jan-2012,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Invoice Date: 09-May-2021
Due Date : 19-Jan-2012
PO Number :69

Address:16424 Timothy Mission Bill to:Kristen Dorsey
Markville, AK 58294 US 16423 Skinner Brooks

South Morganshire, ND 64105 US
Email:melvind0@example.net Tel:+(466)051-5235
sleekbill in Email:guy19@example.com
(GSTIN: 12345670 00070007 Site:http://www.macias-potter.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Debate rock. 5.00

Recent down meet ready. 2.00

Heart understand. 1.00

Draw admit back. 5.00

Matter picture consumer. 3.00

Total in words: one thousand, one hundred -

and seventy point four five SUB_TOTAL : 1140.70 EUR
Bank Name State Bank of USA DISCOUNT(3.8%): (-) 43.35
Branch Name Raf CAMP TAX:VAT (4.51%): 51.42 EUR

Bank Account Number 11835110
Bank Swift Code SBININBB250
TOTAL : 1170.45 EUR

Note:Total payment due in 14 days.
","Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  11835110
Bank Swift Code      SBININBB250",PO Number :69,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1140.70  EUR,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.51%):  51.42 EUR,INVOICE,TOTAL : 1170.45 EUR,"Total in words:  one thousand, one hundred -
and seventy point four five",Template1_Instance79.json
"Buyer :Felicia Maldonado
7517 Joshua Courts
North Thomas, PA 12435 US
Tel:+(769)860-2976
Email:perrydonna@example.net
Site:http://www.curtis.com/",Invoice Date: 22-Dec-1998,DISCOUNT(3.98%): (-)  22.91,Due Date : 16-Apr-2007,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Invoice Date: 22-Dec-1998
Due Date : 16-Apr-2007
PO Number :40

Address:16424 Timothy Mission Buyer :Felicia Maldonado
Markville, AK 58294 US 7517 Joshua Courts

North Thomas, PA 12435 US
Email:melvind0@example.net Tel:+(769)860-2976
sleekbill in Email:perrydonna@example.net
(GSTIN: 12345670 00070007 Site:http://www.curtis.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

His consider. 1.00

Science. 6.00

Rule think possible. 1.00

That catch. 3.00

Fact subject. 1.00

Total in words: five hundred and eight-

y-one point four seven SUB_TOTAL : 575.66 EUR
Bank Name State Bank of California DISCOUNT(3.98%): (-) 22.91
Branch Name Raf CAMP TAX:VAT (3.03%): 17.44 EUR

Bank Account Number 15256903
Bank Swift Code SBININBB250
TOTAL : 581.47 EUR

Note:Total payment due in 14 days.
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  15256903
Bank Swift Code      SBININBB250",PO Number :40,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 575.66  EUR,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.03%):  17.44 EUR,TAX INVOICE,TOTAL : 581.47 EUR,"Total in words:  five hundred and eight-
y-one point four seven",Template1_Instance8.json
"Buyer :James Perez
0308 Hayes Parkway Apt. 214
Derrickbury, RI 27624 US
Tel:+(480)432-3346
Email:bradley41@example.org
Site:http://adams.org/",Date: 23-Jan-2011,DISCOUNT(3.21%): (-)  37.49,Due Date : 06-Apr-1997,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","INVOICE

Date: 23-Jan-2011
Due Date : 06-Apr-1997
PO Number :14

Address:16424 Timothy Mission Buyer :James Perez

Markville, AK 58294 US 0308 Hayes Parkway Apt. 214
Derrickbury, RI 27624 US

Email:melvind0@example.net Tel:+(480)432-3346

sleekbill in Email:bradley41@example.org

(GSTIN: 12345670 00070007 Site:http://adams.org/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Bad guy himself especially. 6.00

Seven challenge thus. 5.00

Well interesting cultural. 1.00

Same final. 4.00

Total in words: one thousand, one hundred and -
seventy-eight point eight seven

Bank Name Central Bank of Europe

Branch Name Raf CAMP

Bank Account Number 13498737

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 1167.76 EUR

DISCOUNT(3.21%): (-) 37.49
TAX:VAT (3.20%): 37.38 EUR

TOTAL : 1178.87 EUR
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  13498737
Bank Swift Code      SBININBB250",PO Number :14,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1167.76  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.20%):  37.38 EUR,INVOICE,TOTAL : 1178.87 EUR,"Total in words:  one thousand, one hundred and -
seventy-eight point eight seven",Template1_Instance80.json
