BILL_TO,DATE,DISCOUNT,DUE_DATE,INVOICE_INFO,LOGO,NOTE,OTHER,SELLER_ADDRESS,SELLER_NAME,SUB_TOTAL,TABLE,TITLE,TOTAL,_source_file
"BILL_TO:
Victoria Wilson
7181 Kendra Meadow Suite 155
Nathanielmouth, KY 95128 US
Tel:+(128)465-8664
Email:robertjones@example.net
Site:https://www.sandoval.net/",Invoice Date: 09-Sep-2018,DISCOUNT(3.81%): (-)  26.9,Due Date : 08-Nov-1997,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Victoria Wilson

7181 Kendra Meadow Suite 155
Nathanielmouth, KY 95128 US
Tel:+(128)465-8664
Email:robertjones@example.net
Site:https://www.sandoval.net/

TOTAL : 719.08 USD

Due Date : 08-Nov-1997

Invoice Date: 09-Sep-2018

Description QUANTITY PRICE
Talk fine. 4.00 $66.43
Rock quickly deep. 4.00 $27.33
Office already. 5.00 $66.22

SUB_TOTAL : 706.14 USD
DISCOUNT(3.81%): (-) 26.9

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 706.14  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 719.08 USD,Template4_Instance56.json
"BILL_TO:
Alyssa Garza
2695 Rebecca Mission
Melaniefort, ME 02514 US
Tel:+(319)888-7462
Email:lindseykelsey@example.net
Site:https://www.smith.biz/",Invoice Date: 27-Dec-2010,DISCOUNT(1.74%): (-)  14.85,Due Date : 22-Mar-1994,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Alyssa Garza

2695 Rebecca Mission
Melaniefort, ME 02514 US
Tel:+(319)888-7462
Email:lindseykelsey@example.net
Site:https://www.smith.biz/

TOTAL : 884.57 $

Due Date : 22-Mar-1994

Invoice Date: 27-Dec-2010

Description QUANTITY PRICE
Body billion military. 6.00 $95.46
Mention paper popular. 2.00 $63.61
Education TV suggest. 4.00 $38.31

SUB_TOTAL : 853.22 $
DISCOUNT(1.74%): (-) 14.85

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 853.22  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 884.57 $,Template4_Instance57.json
"BILL_TO:
April Carter
88339 Michael Mews Suite 824
Lake Melissa, GU 43549 US
Tel:+(038)023-9318
Email:roger90@example.org
Site:http://www.barnes.com/",Invoice Date: 10-Nov-1996,DISCOUNT(3.88%): (-)  23.73,Due Date : 07-Oct-2013,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

April Carter

88339 Michael Mews Suite 824
Lake Melissa, GU 43549 US
Tel:+(038)023-9318
Email:roger90@example.org
Site:http:/www.barnes.com/

TOTAL : 610.44 $

Due Date : 07-Oct-2013

Invoice Date: 10-Nov-1996

Description QUANTITY PRICE
Type artist. 1.00 $9.60

Form line yeah talk. 4.00 $18.17
Training could ask. 6.00 $88.21

SUB_TOTAL : 611.54 $
DISCOUNT(3.88%): (-) 23.73

Thank you for your business!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 611.54  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 610.44 $,Template4_Instance58.json
"BILL_TO:
Zachary Randolph
2978 King Trafficway
Warrenview, AL 62921 US
Tel:+(700)310-7626
Email:melissa78@example.com
Site:https://www.villa-compton.info/",Invoice Date: 27-Sep-2002,DISCOUNT(2.92%): (-)  6.47,Due Date : 05-Apr-1993,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Zachary Randolph

2978 King Trafficway

Warrenview, AL 62921 US
Tel:+(700)310-7626
Email:melissa78@example.com
Site:https://www.villa-compton.info/

TOTAL : 229.33 EUR

Due Date : 05-Apr-1993

Invoice Date: 27-Sep-2002

Description QUANTITY PRICE
Take job effort. 4.00 $38.96
Discussion behind dinner. 2.00 $32.93

SUB_TOTAL : 221.70 EUR
DISCOUNT(2.92%): (-) 6.47

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 221.70  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 229.33 EUR,Template4_Instance59.json
"BILL_TO:
Patrick Ashley
02713 Jeanette Shores Apt. 716
East Phillipville, MH 43662 US
Tel:+(550)247-8760
Email:romankevin@example.net
Site:http://li-garcia.org/",Date: 09-Apr-2000,DISCOUNT(3.69%): (-)  10.33,Due Date : 01-Apr-2014,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 285.24 USD
BILL_TO:
Patrick Ashley
02713 Jeanette Shores Apt. 716 Due Date : 01-Apr-2014

East Phillipville, MH 43662 US
Tel:+(550)247-8760
Email:romankevin@example.net
Site:http://li-garcia.org/

Date: 09-Apr-2000

Description QUANTITY PRICE
Development south anyone. 5.00 $6.17
Car piece campaign wide. 5.00 $1.97
Mr learn. 4.00 $59.81

SUB_TOTAL : 279.94 USD
DISCOUNT(3.69%): (-) 10.33

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 279.94  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 285.24 USD,Template4_Instance6.json
"BILL_TO:
Adam Francis
6241 Robinson Crest Suite 440
Traceyside, TX 58936 US
Tel:+(542)790-5798
Email:marklopez@example.org
Site:https://www.cooper-durham.biz/",Invoice Date: 02-Mar-2021,DISCOUNT(3.73%): (-)  56.01,Due Date : 03-Aug-2004,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 1551.58 $
BILL_TO:
Adam Francis
6241 Robinson Crest Suite 440 Due Date : 03-Aug-2004

Traceyside, TX 58936 US
Tel:+(542)790-5798
Email:marklopez@example.org
Site:https://www.cooper-durham.biz/

Invoice Date: 02-Mar-2021

Description QUANTITY PRICE
Early worker security. 4.00 $32.39
Statement music. 6.00 $57.40
Develop message system. 6.00 $67.65
Seem ball. 3.00 $76.62
Thus deal. 4.00 $98.00

SUB_TOTAL : 1501.72 $
DISCOUNT(3.73%): (-) 56.04

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 1501.72  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 1551.58 $,Template4_Instance60.json
"BILL_TO:
Wendy Blair
427 Harrington Trail Apt. 225
Fordborough, IN 09344 US
Tel:+(645)729-7749
Email:donnaevans@example.net
Site:https://phillips.com/",Date: 09-Apr-2000,DISCOUNT(2.19%): (-)  2.92,Due Date : 26-May-1998,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Wendy Blair

427 Harrington Trail Apt. 225
Fordborough, IN 09344 US
Tel:+(645)729-7749
Email:donnaevans@example.net
Site:https://phillips.com/

TOTAL : 137.55 EUR

Due Date : 26-May-1998

Date: 09-Apr-2000

Description QUANTITY PRICE
Push keep. 2.00 $26.20
Nice old. 1.00 $81.07

SUB_TOTAL : 133.47 EUR
DISCOUNT(2.19%): (-) 2.92

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 133.47  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 137.55 EUR,Template4_Instance61.json
"BILL_TO:
Kellie Wyatt
812 Erin Forges Suite 272
West Ronaldchester, VT 03597 US
Tel:+(341)206-9221
Email:vwest@example.com
Site:http://www.gray.net/",Invoice Date: 24-May-1997,DISCOUNT(4.89%): (-)  43.85,Due Date : 18-Jun-1993,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 913.03 $
BILL_TO:
Kellie Wyatt
812 Erin Forges Suite 272 Due Date : 18-Jun-1993

West Ronaldchester, VT 03597 US
Tel:+(341)206-9221
Email:vwest@example.com
Site:http://www.gray.net/

Invoice Date: 24-May-1997

Description QUANTITY PRICE
Better life hundred. 2.00 $18.16
Political everybody. 5.00 $86.48
Couple allow. 1.00 $3.27

Attorney miss. 5.00 $84.94

SUB_TOTAL : 896.69 $
DISCOUNT(4.89%): (-) 43.85

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 896.69  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 913.03 $,Template4_Instance62.json
"BILL_TO:
Dawn Willis
341 Michael Land Suite 794
North Cynthia, WY 31657 US
Tel:+(105)341-0834
Email:aliciajacobs@example.net
Site:https://bruce.com/",Date: 15-Mar-2002,DISCOUNT(3.2%): (-)  12.44,Due Date : 08-Oct-1999,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Dawn Willis

341 Michael Land Suite 794
North Cynthia, WY 31657 US
Tel:+(105)341-0834
Email:aliciajacobs@example.net
Site:https://bruce.com/

TOTAL : 397.49 EUR

Due Date : 08-Oct-1999

Date: 15-Mar-2002

Description QUANTITY PRICE
Operation fill say. 3.00 $88.52
Detail ok maintain. 2.00 $61.52

SUB_TOTAL : 388.60 EUR
DISCOUNT(3.2%): (-) 12.44

Thank you for choosing us!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 388.60  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 397.49 EUR,Template4_Instance63.json
"BILL_TO:
Sarah Martinez
8134 Ortega Dale Suite 429
Waynehaven, ID 85160 US
Tel:+(116)776-9889
Email:carlgomez@example.org
Site:https://williams.org/",Date: 22-Nov-2011,DISCOUNT(1.43%): (-)  0.9,Due Date : 27-Jul-1993,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 65.83 $
BILL_TO:
Sarah Martinez
8134 Ortega Dale Suite 429 Due Date : 27-Jul-1993

Waynehaven, ID 85160 US
Tel:+(116)776-9889
Email:carlgomez@example.org
Site:https://williams.org/

Date: 22-Nov-2011

Description QUANTITY PRICE
Lawyer use third. 1.00 $51.17
Rest institution. 1.00 $11.99

SUB_TOTAL : 63.16 $
DISCOUNT(1.43%): (-) 0.9

Note: All payments to be made in cash.
Contact us for queries on these quotations.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 63.16  $,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 65.83 $,Template4_Instance64.json
"BILL_TO:
Mary Berry
4091 Sharon Canyon Apt. 659
North Rebecca, FL 80308 US
Tel:+(048)199-7399
Email:ashley91@example.com
Site:http://www.reynolds.com/",Invoice Date: 21-Nov-1997,DISCOUNT(3.29%): (-)  11.91,Due Date : 30-Aug-1998,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Mary Berry

4091 Sharon Canyon Apt. 659
North Rebecca, FL 80308 US
Tel:+(048)199-7399
Email:ashley91@example.com
Site:http:/(www.reynolds.com/

TOTAL : 359.98 $

Due Date : 30-Aug-1998

Invoice Date: 21-Nov-1997

Description QUANTITY PRICE
Should peace. 2.00 $43.83
Language result find organization. 3.00 $11.46
Trip former. 2.00 $55.25
Main interesting hope. 3.00 $43.14

SUB_TOTAL : 361.96 $
DISCOUNT(3.29%): (-) 11.94

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 361.96  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 359.98 $,Template4_Instance65.json
"BILL_TO:
Robert Johnson
4657 Hannah Point
Adambury, OH 49208 US
Tel:+(769)750-7298
Email:fergusonjennifer@example.net
Site:http://www.griffin-shields.net/",Date: 25-Feb-1993,DISCOUNT(2.51%): (-)  10.61,Due Date : 06-Dec-2009,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Robert Johnson

4657 Hannah Point

Adambury, OH 49208 US
Tel:+(769)750-7298
Email:fergusonjennifer@example.net
Site:http://www.griffin-shields.net/

TOTAL : 431.22 USD

Due Date : 06-Dec-2009

Date: 25-Feb-1993

Description QUANTITY PRICE

Form conference attorney. 3.00 $48.64

Learn director compare. 6.00 $13.42

Left human national. 4.00 $15.28

You activity lot. 2.00 $32.43

Environmental. 1.00 $70.47
SUB_TOTAL : 422.89 USD
DISCOUNT(2.51%): (-) 10.61

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 422.89  USD,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 431.22 USD,Template4_Instance66.json
"BILL_TO:
Kayla Hubbard
609 Patricia Ridges Suite 280
New Rhonda, FL 10903 US
Tel:+(519)245-0804
Email:dakota18@example.org
Site:http://www.mendoza.com/",Date: 26-Aug-1997,DISCOUNT(2.16%): (-)  12.05,Due Date : 05-Mar-1995,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 553.17 $
BILL_TO:
Kayla Hubbard
609 Patricia Ridges Suite 280 Due Date : 05-Mar-1995

New Rhonda, FL 10903 US
Tel:+(519)245-0804
Email:dakota18@example.org
Site:http:/www.mendoza.com/

Date: 26-Aug-1997

Description QUANTITY PRICE
Base its key. 5.00 $41.76
Girl development lawyer computer. 2.00 $74.17
Work. 4.00 $50.21

SUB_TOTAL : 557.98 $
DISCOUNT(2.16%): (-) 12.05

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 557.98  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 553.17 $,Template4_Instance67.json
"BILL_TO:
Tyler Bray
39343 Karen Motorway Apt. 393
Whiteport, UT 20418 US
Tel:+(709)472-0741
Email:christopher26@example.net
Site:https://www.myers.com/",Invoice Date: 17-Nov-1995,DISCOUNT(1.18%): (-)  3.38,Due Date : 27-Aug-2001,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 294.82 $
BILL_TO:
Tyler Bray
39343 Karen Motorway Apt. 393 Due Date : 27-Aug-2001
Whiteport, UT 20418 US
Tel:+(709)472-074"" Invoice Date: 17-Nov-1995

Email:christopher26@example.net
Site:https://www.myers.com/

Description QUANTITY PRICE
System always. 6.00 $7.10
Her all ability. 4.00 $58.73
General sing bag. 1.00 $9.09

SUB_TOTAL : 286.61 $
DISCOUNT(1.18%): (-) 3.38

Note:Total payment due in 14 days.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 286.61  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 294.82 $,Template4_Instance68.json
"BILL_TO:
Claire Edwards
8356 Heather Roads
Virginiashire, SC 74935 US
Tel:+(571)885-6083
Email:millersteven@example.org
Site:http://www.wallace.com/",Invoice Date: 19-Jul-1995,DISCOUNT(1.78%): (-)  13.58,Due Date : 27-May-2022,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 781.68 EUR
BILL_TO:
Claire Edwards
8356 Heather Roads Due Date : 27-May-2022

Virginiashire, SC 74935 US
Tel:+(571)885-6083
Email:millersteven@example.org
Site:http:/www.wallace.com/

Invoice Date: 19-Jul-1995

Description QUANTITY PRICE
Success sell building. 4.00 $18.17
Thus family. 1.00 $73.49
Item charge. 6.00 $99.92
Fire firm employee. 2.00 $8.66

SUB_TOTAL : 763.01 EUR
DISCOUNT(1.78%): (-) 13.58

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 763.01  EUR,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 781.68 EUR,Template4_Instance69.json
"BILL_TO:
Jordan Anderson
58715 Jerome Rue
West Timothyview, PR 34069 US
Tel:+(188)414-5503
Email:smithjennifer@example.com
Site:http://www.ramirez.com/",Date: 30-Mar-2007,DISCOUNT(2.04%): (-)  10.78,Due Date : 08-Jul-2002,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE

BILL_TO:
Jordan Anderson
58715 Jerome Rue

West Timothyview, PR 34069 US

Tel:+(188)414-5503

Email:smithjennifer@example.com

Site:http:/www.ramirez.com/

TOTAL : 539.73 EUR

Due Date : 08-Jul-2002

Date: 30-Mar-2007

Description QUANTITY PRICE
Important discuss. 2.00 $1.50

Sea already. 1.00 $72.87
Type somebody. 1.00 $54.52
Professor party mention option. 4.00 $35.46
Hot never. 3.00 $85.44

SUB_TOTAL : 528.55 EUR
DISCOUNT(2.04%): (-) 10.78

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 528.55  EUR,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 539.73 EUR,Template4_Instance7.json
"BILL_TO:
Mark Rhodes
0849 Justin Mountains
Jenniferborough, SD 78425 US
Tel:+(105)369-8136
Email:qhunter@example.org
Site:https://www.taylor-mcconnell.net/",Date: 31-Mar-1996,DISCOUNT(3.36%): (-)  21.15,Due Date : 29-Nov-2014,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Mark Rhodes

0849 Justin Mountains
Jenniferborough, SD 78425 US
Tel:+(105)369-8136
Email:qhunter@example.org
Site:https://www.taylor-mcconnell.net/

TOTAL : 638.50 USD

Due Date : 29-Nov-2014

Date: 31-Mar-1996

Description QUANTITY PRICE
Treat scene lead opportunity. 2.00 $79.96
Reality. 2.00 $92.23
Participant throw. 5.00 $50.29
Reality either. 1.00 $33.69

SUB_TOTAL : 629.52 USD
DISCOUNT(3.36%): (-) 21.15

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 629.52  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 638.50 USD,Template4_Instance70.json
"BILL_TO:
Jodi West
992 Jason Lane
Merrittview, VI 52673 US
Tel:+(577)135-5321
Email:casejeffrey@example.net
Site:http://www.serrano.info/",Invoice Date: 30-Mar-2015,DISCOUNT(1.59%): (-)  18.1,Due Date : 21-Mar-2006,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 1142.49 $
BILL_TO:
Jodi West
992 Jason Lane Due Date : 21-Mar-2006

Merrittview, VI 52673 US
Tel:+(577)135-5321
Email:casejeffrey@example.net
Site:http://www.serrano.info/

Invoice Date: 30-Mar-2015

Description QUANTITY PRICE
Player boy couple. 6.00 $56.32
Avoid must peace perform. 2.00 $35.01
Common. 6.00 $92.73
Defense yet project. 5.00 $34.81

SUB_TOTAL : 1138.37 $
DISCOUNT(1.59%): (-) 18.1

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 1138.37  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 1142.49 $,Template4_Instance71.json
"BILL_TO:
Nicole Holmes
36651 Atkins Way Suite 652
Harrisbury, SD 50616 US
Tel:+(828)357-6246
Email:lijames@example.com
Site:http://stewart-thomas.com/",Invoice Date: 25-Jul-2001,DISCOUNT(4.48%): (-)  42.03,Due Date : 17-Oct-1999,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 971.87 $
BILL_TO:
Nicole Holmes
36651 Atkins Way Suite 652 Due Date : 17-Oct-1999

Harrisbury, SD 50616 US
Tel:+(828)357-6246
Email:liiames@example.com
Site:http://stewart-thomas.com/

Invoice Date: 25-Jul-2001

Description QUANTITY PRICE
Bar partner. 6.00 $38.14
Management reduce me. 2.00 $41.85
Herself alone stuff. 2.00 $38.24
Stay court. 6.00 $88.70
Attorney question standard most. 2.00 $8.45

SUB_TOTAL : 938.12 $
DISCOUNT(4.48%): (-) 42.03

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 938.12  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 971.87 $,Template4_Instance72.json
"BILL_TO:
David Dillon
3325 Francisco Stream Apt. 241
Janiceton, PR 42907 US
Tel:+(304)250-7280
Email:gary93@example.net
Site:http://www.williams-sandoval.net/",Invoice Date: 18-Jun-2021,DISCOUNT(1.38%): (-)  5.12,Due Date : 19-Sep-2018,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

David Dillon

3325 Francisco Stream Apt. 241
Janiceton, PR 42907 US
Tel:+(304)250-7280
Email:gary93@example.net

Site: http://www.williams-sandoval.net/

TOTAL : 383.23 USD

Due Date : 19-Sep-2018

Invoice Date: 18-Jun-2021

Description QUANTITY PRICE
Your under white. 1.00 $63.48
Experience behind. 4.00 $29.83
Shoulder commercial. 1.00 $39.50
Than. 3.00 $49.49

SUB_TOTAL : 370.77 USD
DISCOUNT(1.38%): (-) 5.12

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 370.77  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 383.23 USD,Template4_Instance73.json
"BILL_TO:
Amy Little
730 Wheeler Hill Apt. 767
South Martinfurt, HI 91213 US
Tel:+(758)188-6376
Email:lisa42@example.net
Site:https://leon.biz/",Invoice Date: 27-Dec-2020,DISCOUNT(4.07%): (-)  25.43,Due Date : 25-Nov-2006,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Amy Little

730 Wheeler Hill Apt. 767
South Martinfurt, HI 91213 US
Tel:+(758)188-6376
Email:lisa42@example.net
Site:https://leon.biz/

TOTAL : 640.23 $

Due Date : 25-Nov-2006

Invoice Date: 27-Dec-2020

Description QUANTITY PRICE
Month owner environmental pick. 4.00 $66.06
Think miss same. 1.00 $79.92
Research attention form. 5.00 $10.42
Whose suggest. 4.00 $57.15

SUB_TOTAL : 624.86 $
DISCOUNT(4.07%): (-) 25.43

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 624.86  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 640.23 $,Template4_Instance74.json
"BILL_TO:
Tricia Boyd
82020 Rebecca Islands
South Clintonburgh, AL 87786 US
Tel:+(048)511-7091
Email:cindy47@example.com
Site:http://rodriguez.com/",Invoice Date: 14-Jul-2002,DISCOUNT(1.22%): (-)  6.22,Due Date : 04-Jan-2010,[],,Note:Total payment due in 14 days.,"INVOICE

BILL_TO:
Tricia Boyd
82020 Rebecca Islands

tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

South Clintonburgh, AL 87786 US

Tel:+(048)511-7091

Email:cindy47@example.com

Site:http://rodriguez.com/

TOTAL : 532.10 $

Due Date : 04-Jan-2010

Invoice Date: 14-Jul-2002

Description QUANTITY PRICE
Process number material. 2.00 $31.15
Rock best late. 1.00 $39.78
Fly fear personal. 4.00 $70.54
Produce modern produce. 4.00 $31.46

SUB_TOTAL : 510.08 $
DISCOUNT(1.22%): (-) 6.22

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 510.08  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 532.10 $,Template4_Instance75.json
"BILL_TO:
Steven Cardenas
4403 Connor Glens
Port Travis, AL 76215 US
Tel:+(711)301-6873
Email:blairrobert@example.com
Site:http://guerra.com/",Invoice Date: 06-Aug-2007,DISCOUNT(3.52%): (-)  16.65,Due Date : 08-Oct-2016,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Steven Cardenas

4403 Connor Glens

Port Travis, AL 76215 US
Tel:+(711)301-6873
Email:blairrobert@example.com
Site:http://guerra.com/

TOTAL : 485.20 $

Due Date : 08-Oct-2016

Invoice Date: 06-Aug-2007

Description QUANTITY PRICE
Stand career. 1.00 $19.55
Live task. 4.00 $62.45
Threat project. 4.00 $50.95

SUB_TOTAL : 473.15 $
DISCOUNT(3.52%): (-) 16.65

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 473.15  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 485.20 $,Template4_Instance76.json
