BUYER,DATE,GST(7%),GSTIN,INVOICE_INFO,LOGO,NUMBER,OTHER,SELLER_ADDRESS,SELLER_NAME,SUB_TOTAL,TABLE,TITLE,TOTAL,_source_file
"Bill to:Meredith Robertson
97689 Colin Shoal Apt. 471
West Kayla, VI 51831 US
Tel:+(026)656-8543
Email:cowanalexander@example.net
Site:http://www.adams.com/",Date: 23-Aug-2004,GST(7%) : 86.47,GSTIN: 33123456789102Z1,[],,INVOICE # INV/82-18/196,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to: Meredith Robertson

97689 Colin Shoal Apt. 471

West Kayla, VI 51831 US
Tel:+(026)656-8543
Email:cowanalexander@example.net
Site:http://www.adams.com/

INVOICE

INVOICE # INV/82-18/196
Date: 23-Aug-2004

Description QUANTITY PRICE
Behind whatever. 3.00 $52.65
Every news art. 5.00 $76.60
Sit lose cup. 4.00 $79.53
Return follow. 4.00 $94.05

SUB_TOTAL : 1235.27 EUR

GST(7%) : 86.47

TOTAL : 1303.57 EUR

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 1235.27  EUR,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 1303.57 EUR,Template2_Instance188.json
"Buyer :Sonia Johnson
298 Alexandra Stream
South Jill, KY 14890 US
Tel:+(341)683-9098
Email:zcarpenter@example.org
Site:https://www.parker-nguyen.com/",Date: 10-May-2014,GST(7%) : 12.10,GSTIN: 33123456789102Z1,[],,Invoice number INV/93-02/145,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Sonia Johnson

298 Alexandra Stream

South Jill, KY 14890 US
Tel:+(341)683-9098
Email:zcarpenter@example.org
Site:https://www.parker-nguyen.com/

TAX INVOICE

Invoice number INV/93-02/145
Date: 10-May-2014

Description QUANTITY PRICE
Find according. 1.00 $22.31
Government spend history. 6.00 $11.80
Perhaps card. 2.00 $36.42
Five produce maintain. 4.00 $1.74

SUB_TOTAL : 172.91 USD

GST(7%) : 12.10

TOTAL : 175.96 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 172.91  USD,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 175.96 USD,Template2_Instance189.json
"Bill to:Jose Lucero
2672 Vasquez Island Apt. 429
South Katrinachester, AL 34140 US
Tel:+(813)800-1115
Email:khenderson@example.com
Site:http://www.guerrero-hampton.com/",Invoice Date: 22-Aug-1999,GST(7%) : 93.15,GSTIN: 33123456789102Z1,[],,INVOICE # INV/58-33/914,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to: Jose Lucero

2672 Vasquez Island Apt. 429

South Katrinachester, AL 34140 US
Tel:+(813)800-1115
Email:khenderson@example.com
Site:http://www.guerrero-hampton.com/

INVOICE

INVOICE # INV/58-33/914
Invoice Date: 22-Aug-1999

Description QUANTITY PRICE
Ahead mouth property. 6.00 $85.94
Themselves. 6.00 $67.30
Can future. 1.00 $67.26
Tough. 4.00 $16.53
Leader condition billion. 6.00 $46.31

SUB_TOTAL : 1330.68 $

GST(7%) : 93.15

TOTAL : 1338.68 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 1330.68  $,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 1338.68 $,Template2_Instance19.json
"Bill to:Julie Stephens
0069 Walker Street Apt. 283
Williamsshire, TN 95987 US
Tel:+(760)166-2880
Email:gouldjasmine@example.org
Site:http://www.edwards.com/",Date: 05-Aug-2012,GST(7%) : 66.58,GSTIN: 33123456789102Z1,[],,Invoice number 5260-721,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to:Julie Stephens

0069 Walker Street Apt. 283
Williamsshire, TN 95987 US
Tel:+(760)166-2880
Email:gouldjasmine@example.org
Site:http://www.edwards.com/

INVOICE

Invoice number 5260-721
Date: 05-Aug-2012

Description QUANTITY PRICE
Leave. 6.00 $86.16
Value bank himself management. 4.00 $94.08
Food material wear. 1.00 $57.91

SUB_TOTAL : 951.19 $

GST(7%) : 66.58

TOTAL : 958.74 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 951.19  $,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 958.74 $,Template2_Instance190.json
"Buyer :Nicole Maddox
456 Steven Villages
Lopezmouth, IL 73432 US
Tel:+(911)619-4257
Email:gregorykatrina@example.net
Site:http://reyes.com/",Invoice Date: 30-Oct-2022,GST(7%) : 10.35,GSTIN: 33123456789102Z1,[],,INVOICE ID 4852-212,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Nicole Maddox

456 Steven Villages

Lopezmouth, IL 73432 US
Tel:+(911)619-4257
Email:gregorykatrina@example.net
Site:http://reyes.com/

INVOICE

INVOICE ID 4852-212
Invoice Date: 30-Oct-2022

Description QUANTITY PRICE
Participant majority. 1.00 $48.87
Allow hotel. 1.00 $99.04

SUB_TOTAL : 147.91 USD

GST(7%) : 10.35

TOTAL : 150.04 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 147.91  USD,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 150.04 USD,Template2_Instance191.json
"Bill to:Mr. Mario Shannon
52392 David Gardens Apt. 448
New Barbarastad, GA 20912 US
Tel:+(372)504-6072
Email:srasmussen@example.com
Site:https://www.oneill.com/",Invoice Date: 07-Mar-2002,GST(7%) : 84.63,GSTIN: 33123456789102Z1,[],,Invoice number INV/32-28/575,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to:Mr. Mario Shannon

52392 David Gardens Apt. 448
New Barbarastad, GA 20912 US
Tel:+(372)504-6072
Email:srasmussen@example.com
Site:https://www.oneill.com/

TAX INVOICE

Invoice number INV/32-28/575
Invoice Date: 07-Mar-2002

Description QUANTITY PRICE
Friend write forget. 4.00 $95.43
Probably method administration. 3.00 $96.93
Either partner cultural. 5.00 $65.63
Eight season now. 4.00 $52.08

SUB_TOTAL : 1208.98 USD

GST(7%) : 84.63

TOTAL : 1203.35 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 1208.98  USD,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 1203.35 USD,Template2_Instance192.json
"Bill to:Laura Pham
507 Chandler Ports Apt. 006
Port Terri, WA 20486 US
Tel:+(947)492-3005
Email:charris@example.com
Site:http://www.james.com/",Invoice Date: 01-Dec-2007,GST(7%) : 95.33,GSTIN: 33123456789102Z1,[],,INVOICE ID 4253-390,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to:Laura Pham

507 Chandler Ports Apt. 006
Port Terri, WA 20486 US
Tel:+(947)492-3005
Email:charris@example.com
Site:http:/www.james.com/

TAX INVOICE

INVOICE ID 4253-390
Invoice Date: 01-Dec-2007

Description QUANTITY PRICE
Business listen lose. 5.00 $43.43
Top. 6.00 $31.97
Lawyer idea find. 5.00 $70.14
According perform. 6.00 $63.58
Sing only sit. 3.00 $73.57

SUB_TOTAL : 1361.86 USD

GST(7%) : 95.33

TOTAL : 1375.16 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 1361.86  USD,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 1375.16 USD,Template2_Instance193.json
"Buyer :William Forbes
79965 Michael Prairie
Lake Brian, ID 98490 US
Tel:+(985)217-2161
Email:abigailreyes@example.com
Site:http://reilly.com/",Invoice Date: 09-Apr-2012,GST(7%) : 34.28,GSTIN: 33123456789102Z1,[],,INVOICE # INV/42-99/779,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :William Forbes
79965 Michael Prairie
Lake Brian, ID 98490 US
Tel:+(985)217-2161

Email:abigailreyes@example.com

Site:http://reilly.com/

COMMERCIAL INVOICE

INVOICE # INV/42-99/779
Invoice Date: 09-Apr-2012

Description QUANTITY PRICE
Building religious buy analysis. 2.00 $48.77
Occur notice. 1.00 $18.67
Front single. 3.00 $5.98

Here gas concern walk. 5.00 $55.05
Customer what where. 1.00 $80.28

SUB_TOTAL : 489.68 EUR

GST(7%) : 34.28

TOTAL : 505.00 EUR

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 489.68  EUR,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 505.00 EUR,Template2_Instance194.json
"Buyer :Barry Miller
62914 Toni Estates
East Briannaport, WV 67203 US
Tel:+(260)359-9912
Email:pwalker@example.com
Site:http://www.welch.com/",Invoice Date: 03-Sep-2011,GST(7%) : 51.20,GSTIN: 33123456789102Z1,[],,INVOICE ID INV/28-74/417,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Barry Miller

62914 Toni Estates

East Briannaport, WV 67203 US
Tel:+(260)359-9912
Email:pwalker@example.com
Site:http://www.welch.com/

INVOICE

INVOICE ID INV/28-74/417
Invoice Date: 03-Sep-2011

Description QUANTITY PRICE
Common task. 6.00 $26.45
Be check however. 4.00 $50.73
Assume. 5.00 $50.16
Money by. 2.00 $30.78
Above development arm. 1.00 $57.46

SUB_TOTAL : 731.44 $

GST(7%) : 51.20

TOTAL : 732.39 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 731.44  $,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 732.39 $,Template2_Instance195.json
"Buyer :Jeffrey Edwards
33863 Boone Ports
Port Robert, NH 72222 US
Tel:+(547)265-2238
Email:tami48@example.net
Site:http://www.acosta.com/",Invoice Date: 30-Nov-2016,GST(7%) : 48.53,GSTIN: 33123456789102Z1,[],,INVOICE ID 4Y4M8d-785,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Jeffrey Edwards
33863 Boone Ports

Port Robert, NH 72222 US
Tel:+(547)265-2238
Email:tami48@example.net
Site:http://www.acosta.com/

TAX INVOICE

INVOICE ID 4Y4M8d-785
Invoice Date: 30-Nov-2016

Description QUANTITY PRICE
Prepare miss administration. 3.00 $77.69
Would law hot. 3.00 $74.14
Decade. 3.00 $49.16
Term act bar. 5.00 $18.05

SUB_TOTAL : 693.22 $

GST(7%) : 48.53

TOTAL : 719.07 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 693.22  $,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 719.07 $,Template2_Instance196.json
"Buyer :Sandra Rios
71907 Thompson Spurs Apt. 682
Ellenmouth, VT 96283 US
Tel:+(318)632-6532
Email:davidgarcia@example.net
Site:http://love-martinez.com/",Invoice Date: 13-Feb-2016,GST(7%) : 59.47,GSTIN: 33123456789102Z1,[],,INVOICE # INV/18-06/005,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Sandra Rios

71907 Thompson Spurs Apt. 682
Ellenmouth, VT 96283 US
Tel:+(318)632-6532
Email:davidgarcia@example.net
Site:http://love-martinez.com/

TAX INVOICE

INVOICE # INV/18-06/005
Invoice Date: 13-Feb-2016

Description QUANTITY PRICE
Identify sport by. 6.00 $2.77
Whether senior organization. 5.00 $3.40
Fact part. 2.00 $83.09
Truth. 5.00 $94.89
Focus deep line allow. 3.00 $58.43

SUB_TOTAL : 849.54 $

GST(7%) : 59.47

TOTAL : 899.48 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 849.54  $,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 899.48 $,Template2_Instance197.json
"Buyer :Marie Heath
95044 Cruz Viaduct
Morgantown, FL 25136 US
Tel:+(173)745-3153
Email:angela60@example.org
Site:https://www.schmidt-gill.com/",Invoice Date: 27-Nov-2004,GST(7%) : 27.62,GSTIN: 33123456789102Z1,[],,Invoice number INV67447284,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Marie Heath

95044 Cruz Viaduct

Morgantown, FL 25136 US
Tel:+(173)745-3153
Email:angela60@example.org
Site:https://www.schmidt-gill.com/

INVOICE

Invoice number INV67447284
Invoice Date: 27-Nov-2004

Description QUANTITY PRICE
Stay start century. 5.00 $41.71
During. 3.00 $60.24
Majority them mind. 1.00 $5.24

SUB_TOTAL : 394.51 EUR

GST(7%) : 27.62

TOTAL : 405.95 EUR

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 394.51  EUR,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 405.95 EUR,Template2_Instance198.json
"Buyer :David Smith
816 James Flat
Bennettmouth, MT 81804 US
Tel:+(759)741-2696
Email:zachary11@example.org
Site:http://www.payne.org/",Invoice Date: 12-Jan-2016,GST(7%) : 47.65,GSTIN: 33123456789102Z1,[],,INVOICE ID 7525-057,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :David Smith

816 James Flat

Bennettmouth, MT 81804 US
Tel:+(759)741-2696
Email:zachary11@example.org
Site:http://www.payne.org/

COMMERCIAL INVOICE

INVOICE ID 7525-057
Invoice Date: 12-Jan-2016

Description QUANTITY PRICE
Consider amount time. 2.00 $90.66
Bring catch whom collection. 1.00 $31.12
Difference charge coach. 4.00 $71.77
Set offer white. 5.00 $36.24

SUB_TOTAL : 680.72 $

GST(7%) : 47.65

TOTAL : 695.92 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 680.72  $,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 695.92 $,Template2_Instance199.json
"Bill to:Catherine Williams
53798 Johnson Forest Suite 241
East William, UT 23216 US
Tel:+(696)328-9653
Email:lindawoodward@example.org
Site:https://young-solis.info/",Date: 01-May-1993,GST(7%) : 106.63,GSTIN: 33123456789102Z1,[],,INVOICE # INV/10-47/300,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to:Catherine Williams

53798 Johnson Forest Suite 241
East William, UT 23216 US
Tel:+(696)328-9653
Email:lindawoodward@example.org
Site:https://young-solis.info/

INVOICE

INVOICE # INV/10-47/300
Date: 01-May-1993

Description QUANTITY PRICE
Become blue case. 4.00 $40.36
Draw note form. 5.00 $81.52
Because these. 6.00 $72.21
Argue difficult third. 4.00 $98.13
Half marriage act continue. 2.00 $64.24

SUB_TOTAL : 1523.30 USD

GST(7%) : 106.63

TOTAL : 1500.59 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 1523.30  USD,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 1500.59 USD,Template2_Instance2.json
"Buyer :Hannah Horn
8820 Odom Course Suite 604
Justinhaven, CA 10797 US
Tel:+(838)127-0972
Email:jessica01@example.com
Site:http://taylor.com/",Date: 30-Dec-1999,GST(7%) : 46.11,GSTIN: 33123456789102Z1,[],,INVOICE ID INV/20-11/338,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Hannah Horn

8820 Odom Course Suite 604
Justinhaven, CA 10797 US
Tel:+(838)127-0972
Email:jessica01@example.com
Site:http://taylor.com/

INVOICE

INVOICE ID INV/20-11/338
Date: 30-Dec-1999

Description QUANTITY PRICE
Character dog ready. 1.00 $29.81
By lawyer south. 2.00 $61.85
Yes indeed happen. 6.00 $44.34
Record kind success size. 6.00 $38.81
Hand should. 2.00 $3.17

SUB_TOTAL : 658.75 $

GST(7%) : 46.11

TOTAL : 666.12 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 658.75  $,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 666.12 $,Template2_Instance20.json
"Bill to:Alexander Chavez
66061 Willie Corner Apt. 771
Elizabethland, MO 22156 US
Tel:+(530)232-7935
Email:mdavis@example.net
Site:http://www.rodriguez.com/",Invoice Date: 01-May-2002,GST(7%) : 5.93,GSTIN: 33123456789102Z1,[],,INVOICE ID INV41883780,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to: Alexander Chavez

66061 Willie Corner Apt. 771
Elizabethland, MO 22156 US
Tel:+(530)232-7935
Email:mdavis@example.net
Site:http://www.rodriguez.com/

TAX INVOICE

INVOICE ID INV41883780
Invoice Date: 01-May-2002

Description QUANTITY PRICE
Week account. 2.00 $30.06
Oil ready. 5.00 $4.92

SUB_TOTAL : 84.72 $

GST(7%) : 5.93

TOTAL : 83.61 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 84.72  $,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 83.61 $,Template2_Instance21.json
"Bill to:Ryan Williams
7546 Eugene Cliff Suite 821
Port Alfred, WI 17186 US
Tel:+(504)678-4970
Email:seanmiller@example.net
Site:https://www.smith.com/",Date: 06-Nov-2011,GST(7%) : 43.71,GSTIN: 33123456789102Z1,[],,INVOICE # 3Y1M7d-944,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to:Ryan Williams

7546 Eugene Cliff Suite 821
Port Alfred, WI 17186 US
Tel:+(504)678-4970
Email:seanmiller@example.net
Site:https://www.smith.com/

TAX INVOICE

INVOICE # 3Y1M7d-944
Date: 06-Nov-2011

Description QUANTITY PRICE
Sure local name. 1.00 $56.43
Share black daughter. 4.00 $11.58
Happy front start. 6.00 $81.84
Miss direction population. 2.00 $15.33

SUB_TOTAL : 624.45 USD

GST(7%) : 43.71

TOTAL : 638.03 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 624.45  USD,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 638.03 USD,Template2_Instance22.json
"Buyer :Diana Martin
59369 Eric Bypass Suite 222
Matthewhaven, CA 85699 US
Tel:+(260)004-5136
Email:katherinebrown@example.com
Site:https://www.harrison.com/",Date: 22-Oct-2004,GST(7%) : 19.15,GSTIN: 33123456789102Z1,[],,INVOICE ID 7511-488,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Diana Martin

59369 Eric Bypass Suite 222
Matthewhaven, CA 85699 US
Tel:+(260)004-5136
Email:katherinebrown@example.com
Site:https://www.harrison.com/

TAX INVOICE

INVOICE ID 7511-488
Date: 22-Oct-2004

Description QUANTITY PRICE
Congress number. 1.00 $2.55
Candidate understand. 3.00 $83.80
Tax size. 4.00 $4.89

SUB_TOTAL : 273.51 $

GST(7%) : 19.15

TOTAL : 271.94 $

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 273.51  $,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 271.94 $,Template2_Instance23.json
"Buyer :John Mathis
93715 Petersen Circles Suite 974
Perezbury, HI 23730 US
Tel:+(927)432-1172
Email:pottsnancy@example.org
Site:https://espinoza.com/",Date: 28-Jun-2009,GST(7%) : 9.87,GSTIN: 33123456789102Z1,[],,Invoice number 7Y9M1d-354,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :John Mathis

93715 Petersen Circles Suite 974
Perezbury, HI 23730 US
Tel:+(927)432-1172
Email:pottsnancy@example.org
Site:https://espinoza.com/

COMMERCIAL INVOICE

Invoice number 7Y9M1d-354
Date: 28-Jun-2009

Description QUANTITY PRICE
Gun front type. 3.00 $16.44
Beat away. 5.00 $9.27
Single approach. 1.00 $17.09
Few head trade. 5.00 $5.64

SUB_TOTAL : 140.96 EUR

GST(7%) : 9.87

TOTAL : 140.61 EUR

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 140.96  EUR,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 140.61 EUR,Template2_Instance24.json
"Bill to:Jennifer Hart
348 Chapman Knolls
Samanthahaven, IA 50221 US
Tel:+(298)908-8792
Email:znguyen@example.org
Site:https://www.lee.com/",Date: 17-Feb-2010,GST(7%) : 14.99,GSTIN: 33123456789102Z1,[],,INVOICE # 6292-098,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to: Jennifer Hart

348 Chapman Knolls
Samanthahaven, IA 50221 US
Tel:+(298)908-8792
Email:znguyen@example.org
Site:https://www.lee.com/

COMMERCIAL INVOICE

INVOICE # 6292-098
Date: 17-Feb-2010

Description QUANTITY PRICE
Pick. 1.00 $92.31
Own address. 1.00 $32.56
Certainly. 3.00 $29.77

SUB_TOTAL : 214.18 USD

GST(7%) : 14.99

TOTAL : 216.88 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 214.18  USD,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 216.88 USD,Template2_Instance25.json
"Bill to:Diane Moore
455 Laurie Gateway
Lindaland, WY 12232 US
Tel:+(477)378-4395
Email:sruiz@example.com
Site:https://dawson.net/",Date: 17-Aug-1994,GST(7%) : 63.95,GSTIN: 33123456789102Z1,[],,Invoice number 3806-529,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to:Diane Moore

455 Laurie Gateway
Lindaland, WY 12232 US
Tel:+(477)378-4395
Email:sruiz@example.com
Site:https://dawson.net/

INVOICE

Invoice number 3806-529
Date: 17-Aug-1994

Description QUANTITY PRICE
Knowledge interest. 6.00 $52.86
Ten animal. 6.00 $99.37
Player leg without. 2.00 $0.11

SUB_TOTAL : 913.60 USD

GST(7%) : 63.95

TOTAL : 929.50 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 913.60  USD,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",INVOICE,TOTAL : 929.50 USD,Template2_Instance26.json
"Bill to:Lance Chan
0104 Robinson Stravenue Suite 128
Markland, MO 61838 US
Tel:+(099)579-2894
Email:abriggs@example.org
Site:http://www.morgan.com/",Date: 07-Nov-1997,GST(7%) : 68.72,GSTIN: 33123456789102Z1,[],,INVOICE ID 7230-349,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to:Lance Chan

0104 Robinson Stravenue Suite 128
Markland, MO 61838 US
Tel:+(099)579-2894
Email:abriggs@example.org
Site:http://www.morgan.com/

TAX INVOICE

INVOICE ID 7230-349
Date: 07-Nov-1997

Description QUANTITY PRICE
Stage special. 3.00 $21.54
Concern. 6.00 $71.94
Behind either. 3.00 $47.01
Face drive. 6.00 $57.41

SUB_TOTAL : 981.75 USD

GST(7%) : 68.72

TOTAL : 1008.53 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 981.75  USD,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 1008.53 USD,Template2_Instance27.json
"Bill to:Jennifer Morris
542 Morgan Center Apt. 996
Willischester, ID 83187 US
Tel:+(645)666-6737
Email:sherri36@example.org
Site:https://silva.com/",Invoice Date: 26-Mar-2007,GST(7%) : 19.81,GSTIN: 33123456789102Z1,[],,INVOICE # 1042-381,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Bill to: Jennifer Morris

542 Morgan Center Apt. 996
Willischester, ID 83187 US
Tel:+(645)666-6737
Email:sherri36@example.org
Site:https://silva.com/

TAX INVOICE

INVOICE # 1042-381
Invoice Date: 26-Mar-2007

Description QUANTITY PRICE
Positive care. 5.00 $11.40
Month imagine. 4.00 $56.51

SUB_TOTAL : 283.04 EUR

GST(7%) : 19.81

TOTAL : 291.92 EUR

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 283.04  EUR,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",TAX INVOICE,TOTAL : 291.92 EUR,Template2_Instance28.json
"Buyer :Alejandro Arroyo
63639 Andrea Ferry
Raymondmouth, FM 92379 US
Tel:+(732)584-8888
Email:jonathanlong@example.com
Site:http://hughes.com/",Date: 29-Aug-2008,GST(7%) : 15.79,GSTIN: 33123456789102Z1,[],,INVOICE ID INV38331302,"Chargebee

Address:13868 Michael Wall
North Cindytown, CT 45483 US

GSTIN: 33123456789102Z1

Buyer :Alejandro Arroyo

63639 Andrea Ferry
Raymondmouth, FM 92379 US
Tel:+(732)584-8888
Email:jonathanlong@example.com
Site:http://hughes.com/

COMMERCIAL INVOICE

INVOICE ID INV38331302
Date: 29-Aug-2008

Description QUANTITY PRICE
More eat throughout. 2.00 $75.38
Computer worry. 3.00 $24.93

SUB_TOTAL : 225.55 USD

GST(7%) : 15.79

TOTAL : 237.40 USD

","Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin",SUB_TOTAL : 225.55  USD,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 237.40 USD,Template2_Instance29.json
