BILL_TO,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,DUE_DATE,DUE_DATE_NORM,INVOICE_INFO,NOTE,NUMBER,PO_NUMBER,SELLER_NAME,SUB_TOTAL_AMOUNT,TABLE,TAX,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,TOTAL_WORDS,_source_file
"BILL_TO:
Michelle Stewart
9172 Jennifer Freeway
West Dustinton, CO 17929 US
Tel:+(100)507-8359
Email:granteric@example.com
Site:https://www.williamson.info/",USD,Date: 12-Jul-1999,1999-07-12,,Due Date : 25-Oct-2022,2022-10-25,[],Note:Total payment due in 14 days.,Invoice number 5398-828,PO Number :35,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.74%):  47.12 $,47.12,COMMERCIAL INVOICE,TOTAL : 832.93 $,832.93,"Total in words:  eight hundred and thir-
ty-two point nine three",Template3_Instance176.json
"BILL_TO:
Margaret Rodriguez
81936 Watson Falls Apt. 111
Brandonmouth, OR 50890 US
Tel:+(603)358-9121
Email:bgarrison@example.com
Site:https://www.walker-harris.info/",EUR,Invoice Date: 09-Feb-2006,2006-02-09,,Due Date : 18-Aug-2012,2012-08-18,[],Thank you for choosing us!,Invoice number INV23148731,PO Number :66,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.82%):  37.37 EUR,37.37,COMMERCIAL INVOICE,TOTAL : 990.89 EUR,990.89,"Total in words:  nine hundred and nin-
ety point eight nine",Template3_Instance177.json
"BILL_TO:
Shannon Buck
2954 Brown Lights
Hollandbury, ME 42543 US
Tel:+(184)618-2025
Email:zpadilla@example.org
Site:http://ruiz-patrick.net/",USD,Invoice Date: 12-May-1999,1999-05-12,,Due Date : 19-Sep-2022,2022-09-19,[],Note:Total payment due in 14 days.,Invoice number 6Y5M9d-941,PO Number :09,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.15%):  19.09 USD,19.09,INVOICE,TOTAL : 608.85 USD,608.85,"Total in words:  six hundred and eig-
ht point eight five",Template3_Instance178.json
"BILL_TO:
Steven Smith
0817 Salas Neck Suite 308
South Rebeccahaven, VT 46351 US
Tel:+(516)626-8971
Email:pruittmadison@example.org
Site:https://www.walton-graham.info/",USD,Invoice Date: 05-Dec-2021,2021-12-05,,Due Date : 20-May-1995,1995-05-20,[],Thank you for choosing us!,INVOICE # 4596-347,PO Number :79,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.92%):  28.76 $,28.76,INVOICE,TOTAL : 440.23 $,440.23,"Total in words:  four hundred and fo-
rty point two three",Template3_Instance179.json
"BILL_TO:
Thomas Duke
17576 Timothy Islands
Johnstad, MN 71551 US
Tel:+(994)766-6028
Email:rbrock@example.org
Site:http://www.lewis-velasquez.org/",USD,Invoice Date: 03-Nov-2021,2021-11-03,,Due Date : 26-Jan-1994,1994-01-26,[],"Note:
This order is shipped through blue dart courier",Invoice number 9381-379,PO Number :20,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.90%):  45.89 $,45.89,INVOICE,TOTAL : 787.77 $,787.77,"Total in words:  seven hundred and eighty-
-seven point seven seven",Template3_Instance18.json
"BILL_TO:
Margaret Holmes
58284 Emily Avenue Apt. 945
Brownview, RI 54350 US
Tel:+(118)730-3679
Email:hsmith@example.org
Site:https://king.com/",USD,Date: 18-Jun-2016,2016-06-18,,Due Date : 07-Feb-2016,2016-02-07,[],"Note:
This order is shipped through blue dart courier",INVOICE ID INV27623504,PO Number :54,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.97%):  11.17 USD,11.17,INVOICE,TOTAL : 230.09 USD,230.09,"Total in words:  two hundred and thi-
rty point zero nine",Template3_Instance180.json
"BILL_TO:
Jeffrey Elliott
87074 Leslie Mission Suite 695
Chasehaven, RI 32588 US
Tel:+(068)426-2584
Email:rbailey@example.org
Site:http://howard-warner.net/",EUR,Date: 07-Aug-2008,2008-08-07,,Due Date : 02-Mar-2017,2017-03-02,[],Thank you for your business!,INVOICE ID INV/56-34/625,PO Number :17,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.50%):  32.93 EUR,32.93,TAX INVOICE,TOTAL : 519.61 EUR,519.61,"Total in words:  five hundred and ni-
neteen point six one",Template3_Instance181.json
"BILL_TO:
John Anderson
39939 Santos Manors
Moranland, WA 83743 US
Tel:+(240)184-6276
Email:summerskara@example.net
Site:http://holt.com/",EUR,Invoice Date: 10-Feb-2008,2008-02-10,,Due Date : 07-Jan-2010,2010-01-07,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV44663226,PO Number :98,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.74%):  4.66 EUR,4.66,TAX INVOICE,TOTAL : 99.12 EUR,99.12,"Total in words:  ninety-nine -
point one two",Template3_Instance182.json
"BILL_TO:
Connor Griffin
29616 Jillian Common
Elizabethland, GA 10406 US
Tel:+(081)071-9149
Email:david68@example.com
Site:http://olsen.com/",USD,Invoice Date: 09-May-2012,2012-05-09,,Due Date : 13-Jun-2022,2022-06-13,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID 4898-304,PO Number :06,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.40%):  30.31 $,30.31,TAX INVOICE,TOTAL : 905.50 $,905.5,"Total in words:  nine hundred and-
five point five",Template3_Instance183.json
"BILL_TO:
Nicole Barnett
14425 Potts Falls
Adammouth, CA 20926 US
Tel:+(750)626-7426
Email:andrew08@example.net
Site:http://www.carter.com/",EUR,Invoice Date: 30-Aug-2015,2015-08-30,,Due Date : 19-Jan-2007,2007-01-19,[],Thank you for your business!,Invoice number INV/03-53/309,PO Number :02,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.53%):  34.32 EUR,34.32,COMMERCIAL INVOICE,TOTAL : 548.64 EUR,548.64,"Total in words:  five hundred and fort-
y-eight point six four",Template3_Instance184.json
"BILL_TO:
Cheryl Morgan
1769 Mason Crossing
Lindsayfort, AL 35116 US
Tel:+(632)759-0518
Email:orios@example.net
Site:http://www.anthony-campbell.com/",EUR,Date: 14-Dec-2008,2008-12-14,,Due Date : 17-Apr-1995,1995-04-17,[],"Note:
This order is shipped through blue dart courier",Invoice number 2237-584,PO Number :47,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.58%):  27.55 EUR,27.55,INVOICE,TOTAL : 426.54 EUR,426.54,"Total in words:  four hundred and twen-
ty-six point five four",Template3_Instance185.json
"BILL_TO:
Lisa Wallace
993 Angela Trafficway Apt. 742
Garrettbury, WV 01563 US
Tel:+(494)038-8710
Email:roberthuffman@example.com
Site:http://davis-noble.com/",EUR,Date: 11-Jan-2002,2002-01-11,,Due Date : 19-Aug-1994,1994-08-19,[],Thank you for your business!,INVOICE ID INV/52-01/600,PO Number :67,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.04%):  32.48 EUR,32.48,TAX INVOICE,TOTAL : 544.89 EUR,544.89,"Total in words:  five hundred and forty-
-four point eight nine",Template3_Instance186.json
"BILL_TO:
Karen Norris
91542 Yates Views
West Traci, CA 01484 US
Tel:+(718)336-7724
Email:andrea08@example.net
Site:https://smith-cooper.com/",USD,Invoice Date: 07-Jul-1994,1994-07-07,,Due Date : 19-Jan-2015,2015-01-19,[],Thank you for your business!,Invoice number 0818-335,PO Number :48,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.81%):  63.86 USD,63.86,COMMERCIAL INVOICE,TOTAL : 1146.14 USD,6.14,"Total in words:  one thousand, one hundred a-
nd forty-six point one four",Template3_Instance187.json
"BILL_TO:
Lisa Brewer
46720 Ayers Rest
Smithview, IN 78151 US
Tel:+(198)340-6708
Email:vsmith@example.com
Site:https://becker.com/",USD,Date: 23-Dec-2013,2013-12-23,,Due Date : 21-Apr-2015,2015-04-21,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 3933-098,PO Number :18,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.09%):  37.88 $,37.88,TAX INVOICE,TOTAL : 766.06 $,766.06,"Total in words:  seven hundred and six-
ty-six point zero six",Template3_Instance188.json
"BILL_TO:
Michele Fuentes
326 Herrera Via
Batesmouth, MA 15059 US
Tel:+(742)022-0940
Email:seanford@example.org
Site:https://www.page.net/",USD,Date: 27-Dec-2011,2011-12-27,,Due Date : 26-Jun-2007,2007-06-26,[],Note:Total payment due in 14 days.,INVOICE ID INV30727902,PO Number :33,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.41%):  13.89 $,13.89,TAX INVOICE,TOTAL : 262.22 $,262.22,"Total in words:  two hundred and six-
ty-two point two two",Template3_Instance189.json
"BILL_TO:
Jeffrey Cunningham III
850 Amanda Heights Suite 381
Lake Jeffrey, NE 33840 US
Tel:+(875)969-3760
Email:raymond98@example.org
Site:http://blackwell-patton.com/",EUR,Invoice Date: 26-Feb-2020,2020-02-26,,Due Date : 04-Jun-2001,2001-06-04,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV/71-21/131,PO Number :64,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.55%):  36.44 EUR,36.44,TAX INVOICE,TOTAL : 1046.42 EUR,6.42,"Total in words:  one thousand and for-
ty-six point four two",Template3_Instance19.json
"BILL_TO:
Alex Moore
393 Ronald Drive
West Nicholas, NE 48368 US
Tel:+(663)135-5894
Email:wileyshannon@example.org
Site:http://ballard.org/",EUR,Invoice Date: 30-Jan-2005,2005-01-30,,Due Date : 22-Jan-2016,2016-01-22,[],"Note:
This order is shipped through blue dart courier",INVOICE # 4Y6M7d-977,PO Number :61,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.63%):  39.61 EUR,39.61,TAX INVOICE,TOTAL : 609.11 EUR,609.11,"Total in words:  six hundred and n-
ine point one one",Template3_Instance190.json
"BILL_TO:
Michael Cantu
4720 Barry Way
Rossstad, MP 47430 US
Tel:+(841)090-6987
Email:shannonball@example.org
Site:http://bowen-lewis.com/",USD,Date: 12-Nov-2008,2008-11-12,,Due Date : 20-May-2021,2021-05-20,[],Note:Total payment due in 14 days.,INVOICE # 0785-585,PO Number :27,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.10%):  16.75 $,16.75,TAX INVOICE,TOTAL : 531.77 $,531.77,"Total in words:  five hundred and thirt-
y-one point seven seven",Template3_Instance191.json
"BILL_TO:
James Haynes
45187 Amber Station
New Andrea, NV 52879 US
Tel:+(628)488-8210
Email:grosslisa@example.net
Site:http://www.rivera.com/",USD,Date: 26-Jun-1996,1996-06-26,,Due Date : 22-Jan-2002,2002-01-22,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 4634-954,PO Number :57,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.66%):  23.35 USD,23.35,COMMERCIAL INVOICE,TOTAL : 505.84 USD,505.84,"Total in words:  five hundred and fi-
ve point eight four",Template3_Instance192.json
"BILL_TO:
Tyler Lawson
90822 Robert Land
Lake Elizabethburgh, IA 12828 US
Tel:+(509)393-7678
Email:heather56@example.com
Site:http://www.baker-thomas.com/",EUR,Invoice Date: 21-Oct-2008,2008-10-21,,Due Date : 02-Aug-2022,2022-08-02,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/57-04/399,PO Number :93,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.11%):  21.55 EUR,21.55,COMMERCIAL INVOICE,TOTAL : 520.43 EUR,520.43,"Total in words:  five hundred and twe-
nty point four three",Template3_Instance193.json
"BILL_TO:
Debra Potter
696 James Villages Apt. 693
Alexanderhaven, NC 17685 US
Tel:+(621)030-8214
Email:johnmueller@example.com
Site:https://www.martinez.net/",EUR,Invoice Date: 23-Apr-2012,2012-04-23,,Due Date : 20-Dec-2017,2017-12-20,[],"Note:
This order is shipped through blue dart courier",INVOICE ID INV61642849,PO Number :30,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.57%):  42.23 EUR,42.23,INVOICE,TOTAL : 791.02 EUR,791.02,"Total in words:  seven hundred and nin-
ety-one point zero two",Template3_Instance194.json
"BILL_TO:
Mark Jackson
29322 Austin Meadow
Rachelview, IL 66606 US
Tel:+(906)042-6237
Email:rangelmaria@example.org
Site:https://www.joseph.com/",USD,Invoice Date: 05-Sep-2012,2012-09-05,,Due Date : 22-Dec-2013,2013-12-22,[],Note:Total payment due in 14 days.,INVOICE # INV/76-23/204,PO Number :53,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.44%):  21.98 $,21.98,COMMERCIAL INVOICE,TOTAL : 631.78 $,631.78,"Total in words:  six hundred and thirty-
-one point seven eight",Template3_Instance195.json
"BILL_TO:
Ian Valdez
86185 Patricia Via Suite 411
Michaelland, CT 89529 US
Tel:+(964)643-9047
Email:brandipowers@example.net
Site:https://www.dalton.com/",EUR,Date: 05-Nov-2004,2004-11-05,,Due Date : 03-Nov-2002,2002-11-03,[],"Note:
This order is shipped through blue dart courier",INVOICE ID 7763-872,PO Number :16,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.20%):  21.08 EUR,21.08,INVOICE,TOTAL : 346.29 EUR,346.29,"Total in words:  three hundred and for-
ty-six point two nine",Template3_Instance196.json
"BILL_TO:
Laura Miller
3699 Long Forest
New Rebeccastad, KY 59611 US
Tel:+(394)314-7033
Email:annette40@example.net
Site:http://white-simmons.com/",USD,Date: 31-Aug-2002,2002-08-31,,Due Date : 08-May-2005,2005-05-08,[],Note:Total payment due in 14 days.,INVOICE # INV/95-12/917,PO Number :03,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.23%):  20.28 USD,20.28,COMMERCIAL INVOICE,TOTAL : 626.52 USD,626.52,"Total in words:  six hundred and twen-
ty-six point five two",Template3_Instance197.json
"BILL_TO:
Brad Jones
63759 Mcdonald Ville
West Amy, MO 68934 US
Tel:+(609)927-5319
Email:williamwhite@example.com
Site:https://www.wang.com/",USD,Invoice Date: 21-Jun-2008,2008-06-21,,Due Date : 22-Oct-2015,2015-10-22,[],Note:Total payment due in 14 days.,INVOICE ID 6Y5M8d-890,PO Number :08,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.98%):  62.18 USD,62.18,TAX INVOICE,TOTAL : 1061.06 USD,1.06,"Total in words:  one thousand and six-
ty-one point zero six",Template3_Instance198.json
"BILL_TO:
Nicholas Elliott
3520 Smith Wells Suite 439
Patrickfort, WI 39647 US
Tel:+(204)577-6829
Email:twalker@example.net
Site:https://jenkins.net/",EUR,Date: 01-Oct-2001,2001-10-01,,Due Date : 19-May-2022,2022-05-19,[],Thank you for choosing us!,INVOICE ID 4Y9M5d-977,PO Number :49,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.79%):  6.16 EUR,6.16,TAX INVOICE,TOTAL : 163.99 EUR,163.99,"Total in words:  one hundred and sixty-
-three point nine nine",Template3_Instance199.json
"BILL_TO:
Catherine Bond
93683 Mark Fort Suite 828
Matthewview, OR 78680 US
Tel:+(518)871-6539
Email:matthew57@example.org
Site:https://www.golden.biz/",USD,Invoice Date: 23-Jun-2022,2022-06-23,,Due Date : 01-Oct-2021,2021-10-01,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV/47-99/962,PO Number :08,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.51%):  82.53 USD,82.53,INVOICE,TOTAL : 1312.51 USD,2.51,"Total in words:  one thousand, three hundre-
d and twelve point five one",Template3_Instance2.json
"BILL_TO:
Jonathan Kerr
453 Lee Port Suite 966
East Candace, VT 33600 US
Tel:+(450)071-9626
Email:jbrady@example.org
Site:https://ramos.com/",USD,Invoice Date: 27-Jan-2022,2022-01-27,,Due Date : 01-May-2021,2021-05-01,[],Thank you for your business!,Invoice number INV/05-29/852,PO Number :70,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.16%):  24.51 $,24.51,TAX INVOICE,TOTAL : 776.19 $,776.19,"Total in words:  seven hundred and seve-
nty-six point one nine",Template3_Instance20.json
"BILL_TO:
Gary White
3538 Walls Estate Suite 490
North Mistyfurt, MA 33911 US
Tel:+(169)956-9520
Email:john93@example.org
Site:https://johnson-smith.net/",USD,Date: 21-Oct-2012,2012-10-21,,Due Date : 21-May-2017,2017-05-21,[],Note:Total payment due in 14 days.,Invoice number INV/52-44/476,PO Number :09,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.23%):  17.93 $,17.93,INVOICE,TOTAL : 354.99 $,354.99,"Total in words:  three hundred and fift-
y-four point nine nine",Template3_Instance21.json
"BILL_TO:
Laurie Ruiz
70533 Hale Flat Suite 884
West Marytown, AL 41719 US
Tel:+(657)557-3718
Email:miranda07@example.net
Site:http://www.costa.com/",EUR,Date: 08-Aug-2003,2003-08-08,,Due Date : 29-Sep-2016,2016-09-29,[],Thank you for choosing us!,INVOICE ID 6114-257,PO Number :49,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.87%):  14.76 EUR,14.76,COMMERCIAL INVOICE,TOTAL : 308.56 EUR,308.56,"Total in words:  three hundred and e-
ight point five six",Template3_Instance22.json
"BILL_TO:
Alexis Miller
69764 Powell Plains
East James, ID 90872 US
Tel:+(596)238-6401
Email:freemanjulie@example.com
Site:http://green-weiss.biz/",USD,Invoice Date: 15-Nov-2002,2002-11-15,,Due Date : 02-Sep-2022,2022-09-02,[],Thank you for your business!,Invoice number INV/12-27/091,PO Number :50,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.18%):  32.44 USD,32.44,TAX INVOICE,TOTAL : 639.75 USD,639.75,"Total in words:  six hundred and thirty-
-nine point seven five",Template3_Instance23.json
"BILL_TO:
Nicole Reed
9354 Duffy Via
East Kevin, MA 07523 US
Tel:+(447)570-1561
Email:matthewbray@example.org
Site:https://www.vaughn.com/",EUR,Date: 11-Apr-2014,2014-04-11,,Due Date : 10-May-2005,2005-05-10,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV/69-28/494,PO Number :26,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.76%):  60.64 EUR,60.64,COMMERCIAL INVOICE,TOTAL : 912.98 EUR,912.98,"Total in words:  nine hundred and twe-
lve point nine eight",Template3_Instance24.json
"BILL_TO:
Jeffery Young
934 Taylor Pines
New Matthewshire, CO 84588 US
Tel:+(562)824-1061
Email:michelle92@example.com
Site:https://salazar-moore.org/",USD,Date: 06-Apr-2007,2007-04-06,,Due Date : 09-Mar-2018,2018-03-09,[],Thank you for your business!,Invoice number 6Y4M1d-691,PO Number :81,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.02%):  9.84 $,9.84,TAX INVOICE,TOTAL : 332.53 $,332.53,"Total in words:  three hundred and thir-
ty-two point five three",Template3_Instance25.json
"BILL_TO:
Robert Cole
3754 Bradford Mountains Apt. 575
New Luis, RI 26646 US
Tel:+(903)040-8926
Email:yatesrichard@example.com
Site:http://king.com/",USD,Date: 10-May-1993,1993-05-10,,Due Date : 12-May-2017,2017-05-12,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/55-66/252,PO Number :51,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.54%):  26.76 $,26.76,TAX INVOICE,TOTAL : 609.50 $,609.5,"Total in words:  six hundred and-
nine point five",Template3_Instance26.json
"BILL_TO:
Brittany Fitzgerald
6420 Danielle Underpass Apt. 163
Lake Aaron, AR 06083 US
Tel:+(515)037-0856
Email:matthewyoung@example.org
Site:https://porter.com/",EUR,Date: 20-Jan-1994,1994-01-20,,Due Date : 20-May-2008,2008-05-20,[],Thank you for your business!,Invoice number INV/89-90/067,PO Number :95,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.72%):  35.72 EUR,35.72,TAX INVOICE,TOTAL : 649.78 EUR,649.78,"Total in words:  six hundred and forty--
nine point seven eight",Template3_Instance27.json
"BILL_TO:
Jennifer Bentley
56230 Beck Gateway
East Sara, AR 48373 US
Tel:+(033)672-3858
Email:ljohnson@example.com
Site:https://www.taylor.net/",USD,Invoice Date: 08-Aug-2002,2002-08-08,,Due Date : 31-Jan-2006,2006-01-31,[],Thank you for your business!,Invoice number 5Y2M2d-428,PO Number :43,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.40%):  16.50 USD,16.5,TAX INVOICE,TOTAL : 318.22 USD,318.22,"Total in words:  three hundred and ei-
ghteen point two two",Template3_Instance28.json
"BILL_TO:
Erin Andrews
9077 Darlene Road
Claytonburgh, GU 21315 US
Tel:+(267)818-2529
Email:hjohnson@example.org
Site:https://stevens.net/",EUR,Invoice Date: 12-Jun-1997,1997-06-12,,Due Date : 07-Jan-2000,2000-01-07,[],"Note:
This order is shipped through blue dart courier",Invoice number INV66500151,PO Number :75,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.53%):  35.03 EUR,35.03,INVOICE,TOTAL : 556.17 EUR,556.17,"Total in words:  five hundred and fift-
y-six point one seven",Template3_Instance29.json
"BILL_TO:
Joseph Jenkins
268 Krause Run
Hesterview, MH 17423 US
Tel:+(223)614-3008
Email:burnswyatt@example.net
Site:https://myers.org/",EUR,Invoice Date: 26-Oct-2011,2011-10-26,,Due Date : 22-Sep-2014,2014-09-22,[],Note:Total payment due in 14 days.,INVOICE ID INV67336140,PO Number :93,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.68%):  46.68 EUR,46.68,INVOICE,TOTAL : 1274.35 EUR,4.35,"Total in words:  one thousand, two hundred and-
seventy-four point three five",Template3_Instance3.json
"BILL_TO:
Andrew Moody
2516 Kathryn Shores
Ariasside, MN 59708 US
Tel:+(875)078-8711
Email:woodsmichelle@example.com
Site:https://wallace.biz/",USD,Date: 24-Aug-1996,1996-08-24,,Due Date : 01-Jun-2008,2008-06-01,[],Thank you for your business!,INVOICE # INV/13-51/271,PO Number :79,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.60%):  57.96 $,57.96,INVOICE,TOTAL : 916.03 $,916.03,"Total in words:  nine hundred and six-
teen point zero three",Template3_Instance30.json
"BILL_TO:
Chelsea Wilson
1349 Hubbard Forge Apt. 032
Andrewfort, MO 29335 US
Tel:+(216)925-6283
Email:dunnerica@example.com
Site:https://www.ellis.com/",EUR,Invoice Date: 20-Aug-2002,2002-08-20,,Due Date : 17-Jan-2001,2001-01-17,[],Note:Total payment due in 14 days.,INVOICE # INV20786193,PO Number :19,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.90%):  70.20 EUR,70.2,COMMERCIAL INVOICE,TOTAL : 1227.95 EUR,7.95,"Total in words:  one thousand, two hundred and-
twenty-seven point nine five",Template3_Instance31.json
"BILL_TO:
Barbara Wood
754 Lee Green Apt. 370
East David, ME 34931 US
Tel:+(704)982-9386
Email:byrdmichael@example.com
Site:https://www.hernandez-stevens.com/",USD,Date: 30-Sep-2000,2000-09-30,,Due Date : 10-Oct-2017,2017-10-10,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/85-67/603,PO Number :41,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.28%):  21.68 USD,21.68,COMMERCIAL INVOICE,TOTAL : 422.59 USD,422.59,"Total in words:  four hundred and twen-
ty-two point five nine",Template3_Instance32.json
"BILL_TO:
Andre Quinn
92236 Samantha Heights Apt. 345
Tammyton, AZ 75233 US
Tel:+(254)825-2613
Email:david89@example.net
Site:https://www.guzman.com/",USD,Date: 05-May-2002,2002-05-05,,Due Date : 28-Jan-1994,1994-01-28,[],Thank you for your business!,Invoice number 3163-736,PO Number :74,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.49%):  65.31 USD,65.31,COMMERCIAL INVOICE,TOTAL : 1054.49 USD,4.49,"Total in words:  one thousand and fift-
y-four point four nine",Template3_Instance33.json
"BILL_TO:
Charles Stout
42475 Gill Prairie Suite 747
Roseview, TX 13277 US
Tel:+(793)108-9995
Email:ramseymelanie@example.net
Site:https://www.hernandez.com/",USD,Invoice Date: 26-Jul-2012,2012-07-26,,Due Date : 14-Sep-1994,1994-09-14,[],Thank you for your business!,Invoice number 4302-910,PO Number :63,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.66%):  49.30 USD,49.3,COMMERCIAL INVOICE,TOTAL : 883.72 USD,883.72,"Total in words:  eight hundred and eight-
y-three point seven two",Template3_Instance34.json
"BILL_TO:
Brenda Smith
1264 Tracey Light
Lake Marcomouth, OH 71324 US
Tel:+(590)911-6722
Email:waltersnathan@example.org
Site:http://santos.info/",EUR,Invoice Date: 22-Sep-2004,2004-09-22,,Due Date : 27-Jan-2008,2008-01-27,[],Note:Total payment due in 14 days.,INVOICE # 1Y8M2d-439,PO Number :57,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.89%):  38.88 EUR,38.88,TAX INVOICE,TOTAL : 801.21 EUR,801.21,"Total in words:  eight hundred and-
one point two one",Template3_Instance35.json
