BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,INVOICE_INFO,NOTE,NUMBER,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX,TAX_AMOUNT,TOTAL,TOTAL_AMOUNT,TOTAL_WORDS,_source_file
"Buyer :Brian Cain
53566 Bryan Underpass
South Javier, MO 97378 US
Tel:+(340)845-7977
Email:maymichael@example.net
Site:http://www.howell.info/",53566 Bryan Underpass,"South Javier, MO 97378 US",,maymichael@example.net,Buyer :Brian Cain,"Buyer :Brian Cain | 53566 Bryan Underpass | South Javier, MO 97378 US | Tel:+(340)845-7977 | Email:maymichael@example.net | Site:http://www.howell.info/",http://www.howell.info/,+(340)845-7977,USD,Invoice Date: 20-Nov-2000,2000-11-20,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV/56-61/529,PO Number :34,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 702.70  USD,702.7,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.81%):  40.86 USD,40.86,BALANCE DUE : 728.73 USD,728.73,"Total in words:  seven hundred and twenty-
-eight point seven three",Template5_Instance187.json
"Buyer :Michelle Keith
945 Dalton Key Suite 131
Lake Monicaview, MH 60367 US
Tel:+(363)067-7353
Email:ashleytucker@example.net
Site:https://wells.com/",945 Dalton Key Suite 131,"Lake Monicaview, MH 60367 US",,ashleytucker@example.net,Buyer :Michelle Keith,"Buyer :Michelle Keith | 945 Dalton Key Suite 131 | Lake Monicaview, MH 60367 US | Tel:+(363)067-7353 | Email:ashleytucker@example.net | Site:https://wells.com/",https://wells.com/,+(363)067-7353,USD,Date: 09-Feb-2019,2019-02-09,,[],Note:Total payment due in 14 days.,INVOICE ID INV/35-06/980,PO Number :04,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1101.09  $,1.09,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.85%):  53.37 $,53.37,BALANCE DUE : 1133.87 $,3.87,"Total in words:  one thousand, one hundred and -
thirty-three point eight seven",Template5_Instance188.json
"Buyer :Ms. Jessica Velez DDS
6806 Garcia Cliffs
East Andrea, ND 88462 US
Tel:+(250)231-6554
Email:xlara@example.org
Site:https://www.davidson-lozano.com/",6806 Garcia Cliffs,"East Andrea, ND 88462 US",,xlara@example.org,Buyer :Ms. Jessica Velez DDS,"Buyer :Ms. Jessica Velez DDS | 6806 Garcia Cliffs | East Andrea, ND 88462 US | Tel:+(250)231-6554 | Email:xlara@example.org | Site:https://www.davidson-lozano.com/",https://www.davidson-lozano.com/,+(250)231-6554,USD,Invoice Date: 23-Sep-2018,2018-09-23,,[],Note:Total payment due in 14 days.,Invoice number INV/24-23/230,PO Number :74,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 545.17  $,545.17,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.46%):  18.87 $,18.87,BALANCE DUE : 544.96 $,544.96,"Total in words:  five hundred and fort-
y-four point nine six",Template5_Instance189.json
"Buyer :Dawn Griffin
030 Joshua Stream
Johnsonstad, PR 18478 US
Tel:+(226)187-3468
Email:nicholas69@example.net
Site:https://www.houston.com/",030 Joshua Stream,"Johnsonstad, PR 18478 US",,nicholas69@example.net,Buyer :Dawn Griffin,"Buyer :Dawn Griffin | 030 Joshua Stream | Johnsonstad, PR 18478 US | Tel:+(226)187-3468 | Email:nicholas69@example.net | Site:https://www.houston.com/",https://www.houston.com/,+(226)187-3468,EUR,Date: 13-Oct-2015,2015-10-13,,[],Thank you for choosing us!,INVOICE ID 9Y8M2d-579,PO Number :11,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1576.22  EUR,6.22,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.36%):  68.69 EUR,68.69,BALANCE DUE : 1617.48 EUR,7.48,"Total in words:  one thousand, six hundred an-
d seventeen point four eight",Template5_Instance19.json
"Bill to:Laura Harris
85772 Williams Coves
Hillberg, UT 17487 US
Tel:+(111)562-1238
Email:christinagallagher@example.org
Site:https://smith.info/",85772 Williams Coves,"Hillberg, UT 17487 US",,christinagallagher@example.org,Bill to:Laura Harris,"Bill to:Laura Harris | 85772 Williams Coves | Hillberg, UT 17487 US | Tel:+(111)562-1238 | Email:christinagallagher@example.org | Site:https://smith.info/",https://smith.info/,+(111)562-1238,USD,Date: 17-May-2019,2019-05-17,,[],Note:Total payment due in 14 days.,INVOICE ID 7Y2M9d-356,PO Number :52,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1135.52  USD,5.52,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.61%):  63.68 USD,63.68,BALANCE DUE : 1147.99 USD,7.99,"Total in words:  one thousand, one hundred an-
d forty-seven point nine nine",Template5_Instance190.json
"Buyer :Sherri Larsen
686 Levi Locks
Marcusshire, VT 72969 US
Tel:+(038)328-5923
Email:kevinrogers@example.com
Site:http://hoover.com/",686 Levi Locks,"Marcusshire, VT 72969 US",,kevinrogers@example.com,Buyer :Sherri Larsen,"Buyer :Sherri Larsen | 686 Levi Locks | Marcusshire, VT 72969 US | Tel:+(038)328-5923 | Email:kevinrogers@example.com | Site:http://hoover.com/",http://hoover.com/,+(038)328-5923,USD,Date: 16-Jun-1999,1999-06-16,,[],Thank you for choosing us!,INVOICE ID INV50822150,PO Number :89,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 624.69  USD,624.69,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.15%):  32.18 USD,32.18,BALANCE DUE : 626.57 USD,626.57,"Total in words:  six hundred and twent-
y-six point five seven",Template5_Instance191.json
"Bill to:Wendy Jackson
958 Esparza Plain Apt. 793
Michelleborough, FL 21409 US
Tel:+(411)944-3227
Email:stacie92@example.com
Site:http://www.myers-perez.biz/",958 Esparza Plain Apt. 793,"Michelleborough, FL 21409 US",,stacie92@example.com,Bill to:Wendy Jackson,"Bill to:Wendy Jackson | 958 Esparza Plain Apt. 793 | Michelleborough, FL 21409 US | Tel:+(411)944-3227 | Email:stacie92@example.com | Site:http://www.myers-perez.biz/",http://www.myers-perez.biz/,+(411)944-3227,USD,Date: 06-Oct-2018,2018-10-06,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV/38-79/123,PO Number :36,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 851.90  USD,851.9,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.21%):  52.88 USD,52.88,BALANCE DUE : 870.62 USD,870.62,"Total in words:  eight hundred and s-
eventy point six two",Template5_Instance192.json
"Bill to:Amber Suarez
602 Alicia Island Apt. 245
Lake Joshuafurt, HI 07962 US
Tel:+(477)539-8631
Email:michelleleonard@example.net
Site:https://stout.com/",602 Alicia Island Apt. 245,"Lake Joshuafurt, HI 07962 US",,michelleleonard@example.net,Bill to:Amber Suarez,"Bill to:Amber Suarez | 602 Alicia Island Apt. 245 | Lake Joshuafurt, HI 07962 US | Tel:+(477)539-8631 | Email:michelleleonard@example.net | Site:https://stout.com/",https://stout.com/,+(477)539-8631,EUR,Invoice Date: 15-Sep-2002,2002-09-15,,[],"Note:
This order is shipped through blue dart courier",INVOICE # 0612-094,PO Number :06,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 424.60  EUR,424.6,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.17%):  21.97 EUR,21.97,BALANCE DUE : 431.71 EUR,431.71,"Total in words:  four hundred and thir-
ty-one point seven one",Template5_Instance193.json
"Bill to:Terry Martin
2453 David Road Apt. 391
Tuckerland, MT 15539 US
Tel:+(153)687-0605
Email:thomashaney@example.org
Site:http://www.myers.com/",2453 David Road Apt. 391,"Tuckerland, MT 15539 US",,thomashaney@example.org,Bill to:Terry Martin,"Bill to:Terry Martin | 2453 David Road Apt. 391 | Tuckerland, MT 15539 US | Tel:+(153)687-0605 | Email:thomashaney@example.org | Site:http://www.myers.com/",http://www.myers.com/,+(153)687-0605,USD,Invoice Date: 05-Apr-2008,2008-04-05,,[],Thank you for choosing us!,INVOICE ID INV/97-41/597,PO Number :56,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 406.47  USD,406.47,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.64%):  22.94 USD,22.94,BALANCE DUE : 417.70 USD,417.7,"Total in words:  four hundred and se-
venteen point seven",Template5_Instance194.json
"Buyer :John Cruz
6694 Michael Fort
Salazarberg, NM 74303 US
Tel:+(338)152-8383
Email:johnsondenise@example.org
Site:http://rodriguez-mejia.info/",6694 Michael Fort,"Salazarberg, NM 74303 US",,johnsondenise@example.org,Buyer :John Cruz,"Buyer :John Cruz | 6694 Michael Fort | Salazarberg, NM 74303 US | Tel:+(338)152-8383 | Email:johnsondenise@example.org | Site:http://rodriguez-mejia.info/",http://rodriguez-mejia.info/,+(338)152-8383,USD,Date: 18-May-2002,2002-05-18,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV33930017,PO Number :72,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 398.58  $,398.58,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.59%):  18.30 $,18.3,BALANCE DUE : 402.97 $,402.97,"Total in words:  four hundred and t-
wo point nine seven",Template5_Instance195.json
"Bill to:Justin Patel
6631 Charles Garden Suite 418
Port Carolport, WI 83867 US
Tel:+(981)957-3021
Email:lucasscott@example.net
Site:https://www.mendoza.com/",6631 Charles Garden Suite 418,"Port Carolport, WI 83867 US",,lucasscott@example.net,Bill to:Justin Patel,"Bill to:Justin Patel | 6631 Charles Garden Suite 418 | Port Carolport, WI 83867 US | Tel:+(981)957-3021 | Email:lucasscott@example.net | Site:https://www.mendoza.com/",https://www.mendoza.com/,+(981)957-3021,EUR,Invoice Date: 05-Feb-2012,2012-02-05,,[],Thank you for your business!,INVOICE # 5Y1M6d-936,PO Number :44,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1126.04  EUR,6.04,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.81%):  76.71 EUR,76.71,BALANCE DUE : 1184.96 EUR,4.96,"Total in words:  one thousand, one hundred an-
d eighty-four point nine six",Template5_Instance196.json
"Buyer :Timothy Taylor
31027 Thompson Green Suite 990
Thomasburgh, NJ 86251 US
Tel:+(262)395-3790
Email:dan58@example.net
Site:http://hodge.com/",31027 Thompson Green Suite 990,"Thomasburgh, NJ 86251 US",,dan58@example.net,Buyer :Timothy Taylor,"Buyer :Timothy Taylor | 31027 Thompson Green Suite 990 | Thomasburgh, NJ 86251 US | Tel:+(262)395-3790 | Email:dan58@example.net | Site:http://hodge.com/",http://hodge.com/,+(262)395-3790,EUR,Date: 25-Sep-2006,2006-09-25,,[],Note:Total payment due in 14 days.,Invoice number INV/49-50/158,PO Number :63,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 36.19  EUR,36.19,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.06%):  1.11 EUR,1.11,BALANCE DUE : 36.61 EUR,36.61,"Total in words:  thirty-six p-
oint six one",Template5_Instance197.json
"Buyer :Amber Fleming
213 Joseph Roads
East Alex, NM 37337 US
Tel:+(403)707-6189
Email:jennifergraham@example.net
Site:http://horn.com/",213 Joseph Roads,"East Alex, NM 37337 US",,jennifergraham@example.net,Buyer :Amber Fleming,"Buyer :Amber Fleming | 213 Joseph Roads | East Alex, NM 37337 US | Tel:+(403)707-6189 | Email:jennifergraham@example.net | Site:http://horn.com/",http://horn.com/,+(403)707-6189,USD,Invoice Date: 21-May-2005,2005-05-21,,[],Note:Total payment due in 14 days.,INVOICE # INV/62-19/697,PO Number :02,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1059.14  USD,9.14,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.60%):  69.90 USD,69.9,BALANCE DUE : 1082.86 USD,2.86,"Total in words:  one thousand and eigh-
ty-two point eight six",Template5_Instance198.json
"Bill to:Jody Anderson
34996 Carter Brooks
Espinozaland, CT 85850 US
Tel:+(709)477-9504
Email:davidmurray@example.org
Site:https://www.williams.biz/",34996 Carter Brooks,"Espinozaland, CT 85850 US",,davidmurray@example.org,Bill to:Jody Anderson,"Bill to:Jody Anderson | 34996 Carter Brooks | Espinozaland, CT 85850 US | Tel:+(709)477-9504 | Email:davidmurray@example.org | Site:https://www.williams.biz/",https://www.williams.biz/,+(709)477-9504,USD,Invoice Date: 18-Aug-2013,2013-08-18,,[],Thank you for your business!,INVOICE # INV05314713,PO Number :42,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1166.42  USD,6.42,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.14%):  71.63 USD,71.63,BALANCE DUE : 1183.93 USD,3.93,"Total in words:  one thousand, one hundred and-
eighty-three point nine three",Template5_Instance199.json
"Bill to:Michael Wood
51612 Mccarthy Squares
Jacquelineburgh, VA 71879 US
Tel:+(238)470-1439
Email:ewhite@example.net
Site:http://henson-mills.com/",51612 Mccarthy Squares,"Jacquelineburgh, VA 71879 US",,ewhite@example.net,Bill to:Michael Wood,"Bill to:Michael Wood | 51612 Mccarthy Squares | Jacquelineburgh, VA 71879 US | Tel:+(238)470-1439 | Email:ewhite@example.net | Site:http://henson-mills.com/",http://henson-mills.com/,+(238)470-1439,USD,Invoice Date: 25-Feb-2010,2010-02-25,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID 1Y9M4d-875,PO Number :14,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 131.34  USD,131.34,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.24%):  4.26 USD,4.26,BALANCE DUE : 134.04 USD,134.04,"Total in words:  one hundred and thirt-
y-four point zero four",Template5_Instance2.json
"Buyer :Michael Mcknight
7669 Rhodes Circles Apt. 004
West Tannershire, WV 31168 US
Tel:+(358)686-9943
Email:ffox@example.net
Site:http://www.spencer.com/",7669 Rhodes Circles Apt. 004,"West Tannershire, WV 31168 US",,ffox@example.net,Buyer :Michael Mcknight,"Buyer :Michael Mcknight | 7669 Rhodes Circles Apt. 004 | West Tannershire, WV 31168 US | Tel:+(358)686-9943 | Email:ffox@example.net | Site:http://www.spencer.com/",http://www.spencer.com/,+(358)686-9943,USD,Invoice Date: 11-May-2009,2009-05-11,,[],Note:Total payment due in 14 days.,INVOICE # INV85367382,PO Number :16,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 181.86  USD,181.86,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.78%):  12.33 USD,12.33,BALANCE DUE : 190.52 USD,190.52,"Total in words:  one hundred and ni-
nety point five two",Template5_Instance20.json
"Buyer :Evelyn Hernandez
00343 Robert Garden Suite 953
Margaretfort, TX 02376 US
Tel:+(180)996-1117
Email:zsilva@example.net
Site:http://williams.com/",00343 Robert Garden Suite 953,"Margaretfort, TX 02376 US",,zsilva@example.net,Buyer :Evelyn Hernandez,"Buyer :Evelyn Hernandez | 00343 Robert Garden Suite 953 | Margaretfort, TX 02376 US | Tel:+(180)996-1117 | Email:zsilva@example.net | Site:http://williams.com/",http://williams.com/,+(180)996-1117,USD,Date: 23-Nov-2008,2008-11-23,,[],"Note:
This order is shipped through blue dart courier",INVOICE # 6832-035,PO Number :57,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 69.56  USD,69.56,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.07%):  3.53 USD,3.53,BALANCE DUE : 71.48 USD,71.48,"Total in words:  seventy-one po-
int four eight",Template5_Instance21.json
"Bill to:William Barker
6657 Murphy Alley
New Gary, OK 55270 US
Tel:+(488)946-9936
Email:kellymurillo@example.com
Site:https://www.mills.org/",6657 Murphy Alley,"New Gary, OK 55270 US",,kellymurillo@example.com,Bill to:William Barker,"Bill to:William Barker | 6657 Murphy Alley | New Gary, OK 55270 US | Tel:+(488)946-9936 | Email:kellymurillo@example.com | Site:https://www.mills.org/",https://www.mills.org/,+(488)946-9936,USD,Invoice Date: 09-Oct-2002,2002-10-09,,[],Thank you for your business!,Invoice number INV/48-46/977,PO Number :15,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 383.13  $,383.13,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.63%):  21.58 $,21.58,BALANCE DUE : 398.24 $,398.24,"Total in words:  three hundred and nine-
ty-eight point two four",Template5_Instance22.json
"Bill to:Calvin Wilson
469 Taylor Fords Apt. 121
East Angela, IL 70365 US
Tel:+(255)509-2335
Email:shane99@example.com
Site:https://www.saunders.com/",469 Taylor Fords Apt. 121,"East Angela, IL 70365 US",,shane99@example.com,Bill to:Calvin Wilson,"Bill to:Calvin Wilson | 469 Taylor Fords Apt. 121 | East Angela, IL 70365 US | Tel:+(255)509-2335 | Email:shane99@example.com | Site:https://www.saunders.com/",https://www.saunders.com/,+(255)509-2335,USD,Invoice Date: 04-Aug-1998,1998-08-04,,[],Note:Total payment due in 14 days.,INVOICE # INV54974189,PO Number :42,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 530.59  $,530.59,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.68%):  30.12 $,30.12,BALANCE DUE : 545.06 $,545.06,"Total in words:  five hundred and fort-
y-five point zero six",Template5_Instance23.json
"Buyer :Lisa Payne
1426 Hendrix Gateway Suite 931
North Chelseaville, AL 45672 US
Tel:+(162)310-8804
Email:sherri16@example.net
Site:http://murphy.com/",1426 Hendrix Gateway Suite 931,"North Chelseaville, AL 45672 US",,sherri16@example.net,Buyer :Lisa Payne,"Buyer :Lisa Payne | 1426 Hendrix Gateway Suite 931 | North Chelseaville, AL 45672 US | Tel:+(162)310-8804 | Email:sherri16@example.net | Site:http://murphy.com/",http://murphy.com/,+(162)310-8804,EUR,Date: 30-Apr-2002,2002-04-30,,[],Note:Total payment due in 14 days.,INVOICE ID INV/52-27/207,PO Number :62,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 386.85  EUR,386.85,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (7.00%):  27.07 EUR,27.07,BALANCE DUE : 398.76 EUR,398.76,"Total in words:  three hundred and ninet-
y-eight point seven six",Template5_Instance24.json
"Bill to:Jennifer Gray
194 Kirsten Glen Suite 881
North Kellymouth, MT 96350 US
Tel:+(722)168-6447
Email:andrew31@example.org
Site:http://wade.biz/",194 Kirsten Glen Suite 881,"North Kellymouth, MT 96350 US",,andrew31@example.org,Bill to:Jennifer Gray,"Bill to:Jennifer Gray | 194 Kirsten Glen Suite 881 | North Kellymouth, MT 96350 US | Tel:+(722)168-6447 | Email:andrew31@example.org | Site:http://wade.biz/",http://wade.biz/,+(722)168-6447,EUR,Invoice Date: 26-Aug-2021,2021-08-26,,[],Thank you for your business!,INVOICE ID INV/06-00/537,PO Number :89,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 411.94  EUR,411.94,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.09%):  16.83 EUR,16.83,BALANCE DUE : 409.86 EUR,409.86,"Total in words:  four hundred and n-
ine point eight six",Template5_Instance25.json
"Bill to:Scott Anderson
00751 Patrick Overpass Apt. 158
West Corey, KY 38940 US
Tel:+(941)065-1561
Email:davisjordan@example.net
Site:https://www.miller.com/",00751 Patrick Overpass Apt. 158,"West Corey, KY 38940 US",,davisjordan@example.net,Bill to:Scott Anderson,"Bill to:Scott Anderson | 00751 Patrick Overpass Apt. 158 | West Corey, KY 38940 US | Tel:+(941)065-1561 | Email:davisjordan@example.net | Site:https://www.miller.com/",https://www.miller.com/,+(941)065-1561,USD,Invoice Date: 23-Sep-2000,2000-09-23,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV82451216,PO Number :49,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 324.60  $,324.6,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.37%):  14.17 $,14.17,BALANCE DUE : 334.94 $,334.94,"Total in words:  three hundred and thir-
ty-four point nine four",Template5_Instance26.json
"Buyer :Melissa Jones
914 Robin Camp
Lake Rebeccaview, MI 84024 US
Tel:+(537)765-2622
Email:dawsonmelissa@example.org
Site:https://hernandez-ray.com/",914 Robin Camp,"Lake Rebeccaview, MI 84024 US",,dawsonmelissa@example.org,Buyer :Melissa Jones,"Buyer :Melissa Jones | 914 Robin Camp | Lake Rebeccaview, MI 84024 US | Tel:+(537)765-2622 | Email:dawsonmelissa@example.org | Site:https://hernandez-ray.com/",https://hernandez-ray.com/,+(537)765-2622,USD,Invoice Date: 08-Feb-2007,2007-02-08,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 2213-844,PO Number :46,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1162.34  $,2.34,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.61%):  41.90 $,41.9,BALANCE DUE : 1192.38 $,2.38,"Total in words:  one thousand, one hundred and-
ninety-two point three eight",Template5_Instance27.json
"Buyer :Sara Lynch
01205 Williams Street Apt. 922
Port Julian, IL 90686 US
Tel:+(231)284-2137
Email:moraeric@example.com
Site:https://www.gallegos.biz/",01205 Williams Street Apt. 922,"Port Julian, IL 90686 US",,moraeric@example.com,Buyer :Sara Lynch,"Buyer :Sara Lynch | 01205 Williams Street Apt. 922 | Port Julian, IL 90686 US | Tel:+(231)284-2137 | Email:moraeric@example.com | Site:https://www.gallegos.biz/",https://www.gallegos.biz/,+(231)284-2137,EUR,Date: 08-Oct-2011,2011-10-08,,[],"Note:
This order is shipped through blue dart courier",INVOICE ID 3939-336,PO Number :05,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 557.04  EUR,557.04,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.74%):  26.42 EUR,26.42,BALANCE DUE : 570.04 EUR,570.04,"Total in words:  five hundred and sev-
enty point zero four",Template5_Instance28.json
