BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,GST(7%),GSTIN,INVOICE_INFO,NUMBER,SELLER_ADDRESS,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,_source_file
"Bill to:Jose Lucero
2672 Vasquez Island Apt. 429
South Katrinachester, AL 34140 US
Tel:+(813)800-1115
Email:khenderson@example.com
Site:http://www.guerrero-hampton.com/",2672 Vasquez Island Apt. 429,"South Katrinachester, AL 34140 US",,khenderson@example.com,Bill to:Jose Lucero,"Bill to:Jose Lucero | 2672 Vasquez Island Apt. 429 | South Katrinachester, AL 34140 US | Tel:+(813)800-1115 | Email:khenderson@example.com | Site:http://www.guerrero-hampton.com/",http://www.guerrero-hampton.com/,+(813)800-1115,USD,Invoice Date: 22-Aug-1999,1999-08-22,,GST(7%) : 93.15,GSTIN: 33123456789102Z1,[],INVOICE # INV/58-33/914,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1330.68  $,0.68,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 1338.68 $,8.68,Template2_Instance19.json
"Bill to:Julie Stephens
0069 Walker Street Apt. 283
Williamsshire, TN 95987 US
Tel:+(760)166-2880
Email:gouldjasmine@example.org
Site:http://www.edwards.com/",0069 Walker Street Apt. 283,"Williamsshire, TN 95987 US",,gouldjasmine@example.org,Bill to:Julie Stephens,"Bill to:Julie Stephens | 0069 Walker Street Apt. 283 | Williamsshire, TN 95987 US | Tel:+(760)166-2880 | Email:gouldjasmine@example.org | Site:http://www.edwards.com/",http://www.edwards.com/,+(760)166-2880,USD,Date: 05-Aug-2012,2012-08-05,,GST(7%) : 66.58,GSTIN: 33123456789102Z1,[],Invoice number 5260-721,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 951.19  $,951.19,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 958.74 $,958.74,Template2_Instance190.json
"Buyer :Nicole Maddox
456 Steven Villages
Lopezmouth, IL 73432 US
Tel:+(911)619-4257
Email:gregorykatrina@example.net
Site:http://reyes.com/",456 Steven Villages,"Lopezmouth, IL 73432 US",,gregorykatrina@example.net,Buyer :Nicole Maddox,"Buyer :Nicole Maddox | 456 Steven Villages | Lopezmouth, IL 73432 US | Tel:+(911)619-4257 | Email:gregorykatrina@example.net | Site:http://reyes.com/",http://reyes.com/,+(911)619-4257,USD,Invoice Date: 30-Oct-2022,2022-10-30,,GST(7%) : 10.35,GSTIN: 33123456789102Z1,[],INVOICE ID 4852-212,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 147.91  USD,147.91,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 150.04 USD,150.04,Template2_Instance191.json
"Bill to:Mr. Mario Shannon
52392 David Gardens Apt. 448
New Barbarastad, GA 20912 US
Tel:+(372)504-6072
Email:srasmussen@example.com
Site:https://www.oneill.com/",52392 David Gardens Apt. 448,"New Barbarastad, GA 20912 US",,srasmussen@example.com,Bill to:Mr. Mario Shannon,"Bill to:Mr. Mario Shannon | 52392 David Gardens Apt. 448 | New Barbarastad, GA 20912 US | Tel:+(372)504-6072 | Email:srasmussen@example.com | Site:https://www.oneill.com/",https://www.oneill.com/,+(372)504-6072,USD,Invoice Date: 07-Mar-2002,2002-03-07,,GST(7%) : 84.63,GSTIN: 33123456789102Z1,[],Invoice number INV/32-28/575,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1208.98  USD,8.98,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 1203.35 USD,3.35,Template2_Instance192.json
"Bill to:Laura Pham
507 Chandler Ports Apt. 006
Port Terri, WA 20486 US
Tel:+(947)492-3005
Email:charris@example.com
Site:http://www.james.com/",507 Chandler Ports Apt. 006,"Port Terri, WA 20486 US",,charris@example.com,Bill to:Laura Pham,"Bill to:Laura Pham | 507 Chandler Ports Apt. 006 | Port Terri, WA 20486 US | Tel:+(947)492-3005 | Email:charris@example.com | Site:http://www.james.com/",http://www.james.com/,+(947)492-3005,USD,Invoice Date: 01-Dec-2007,2007-12-01,,GST(7%) : 95.33,GSTIN: 33123456789102Z1,[],INVOICE ID 4253-390,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1361.86  USD,1.86,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 1375.16 USD,5.16,Template2_Instance193.json
"Buyer :William Forbes
79965 Michael Prairie
Lake Brian, ID 98490 US
Tel:+(985)217-2161
Email:abigailreyes@example.com
Site:http://reilly.com/",79965 Michael Prairie,"Lake Brian, ID 98490 US",,abigailreyes@example.com,Buyer :William Forbes,"Buyer :William Forbes | 79965 Michael Prairie | Lake Brian, ID 98490 US | Tel:+(985)217-2161 | Email:abigailreyes@example.com | Site:http://reilly.com/",http://reilly.com/,+(985)217-2161,EUR,Invoice Date: 09-Apr-2012,2012-04-09,,GST(7%) : 34.28,GSTIN: 33123456789102Z1,[],INVOICE # INV/42-99/779,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 489.68  EUR,489.68,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 505.00 EUR,505.0,Template2_Instance194.json
"Buyer :Barry Miller
62914 Toni Estates
East Briannaport, WV 67203 US
Tel:+(260)359-9912
Email:pwalker@example.com
Site:http://www.welch.com/",62914 Toni Estates,"East Briannaport, WV 67203 US",,pwalker@example.com,Buyer :Barry Miller,"Buyer :Barry Miller | 62914 Toni Estates | East Briannaport, WV 67203 US | Tel:+(260)359-9912 | Email:pwalker@example.com | Site:http://www.welch.com/",http://www.welch.com/,+(260)359-9912,USD,Invoice Date: 03-Sep-2011,2011-09-03,,GST(7%) : 51.20,GSTIN: 33123456789102Z1,[],INVOICE ID INV/28-74/417,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 731.44  $,731.44,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 732.39 $,732.39,Template2_Instance195.json
"Buyer :Jeffrey Edwards
33863 Boone Ports
Port Robert, NH 72222 US
Tel:+(547)265-2238
Email:tami48@example.net
Site:http://www.acosta.com/",33863 Boone Ports,"Port Robert, NH 72222 US",,tami48@example.net,Buyer :Jeffrey Edwards,"Buyer :Jeffrey Edwards | 33863 Boone Ports | Port Robert, NH 72222 US | Tel:+(547)265-2238 | Email:tami48@example.net | Site:http://www.acosta.com/",http://www.acosta.com/,+(547)265-2238,USD,Invoice Date: 30-Nov-2016,2016-11-30,,GST(7%) : 48.53,GSTIN: 33123456789102Z1,[],INVOICE ID 4Y4M8d-785,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 693.22  $,693.22,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 719.07 $,719.07,Template2_Instance196.json
"Buyer :Sandra Rios
71907 Thompson Spurs Apt. 682
Ellenmouth, VT 96283 US
Tel:+(318)632-6532
Email:davidgarcia@example.net
Site:http://love-martinez.com/",71907 Thompson Spurs Apt. 682,"Ellenmouth, VT 96283 US",,davidgarcia@example.net,Buyer :Sandra Rios,"Buyer :Sandra Rios | 71907 Thompson Spurs Apt. 682 | Ellenmouth, VT 96283 US | Tel:+(318)632-6532 | Email:davidgarcia@example.net | Site:http://love-martinez.com/",http://love-martinez.com/,+(318)632-6532,USD,Invoice Date: 13-Feb-2016,2016-02-13,,GST(7%) : 59.47,GSTIN: 33123456789102Z1,[],INVOICE # INV/18-06/005,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 849.54  $,849.54,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 899.48 $,899.48,Template2_Instance197.json
"Buyer :Marie Heath
95044 Cruz Viaduct
Morgantown, FL 25136 US
Tel:+(173)745-3153
Email:angela60@example.org
Site:https://www.schmidt-gill.com/",95044 Cruz Viaduct,"Morgantown, FL 25136 US",,angela60@example.org,Buyer :Marie Heath,"Buyer :Marie Heath | 95044 Cruz Viaduct | Morgantown, FL 25136 US | Tel:+(173)745-3153 | Email:angela60@example.org | Site:https://www.schmidt-gill.com/",https://www.schmidt-gill.com/,+(173)745-3153,EUR,Invoice Date: 27-Nov-2004,2004-11-27,,GST(7%) : 27.62,GSTIN: 33123456789102Z1,[],Invoice number INV67447284,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 394.51  EUR,394.51,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 405.95 EUR,405.95,Template2_Instance198.json
"Buyer :David Smith
816 James Flat
Bennettmouth, MT 81804 US
Tel:+(759)741-2696
Email:zachary11@example.org
Site:http://www.payne.org/",816 James Flat,"Bennettmouth, MT 81804 US",,zachary11@example.org,Buyer :David Smith,"Buyer :David Smith | 816 James Flat | Bennettmouth, MT 81804 US | Tel:+(759)741-2696 | Email:zachary11@example.org | Site:http://www.payne.org/",http://www.payne.org/,+(759)741-2696,USD,Invoice Date: 12-Jan-2016,2016-01-12,,GST(7%) : 47.65,GSTIN: 33123456789102Z1,[],INVOICE ID 7525-057,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 680.72  $,680.72,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 695.92 $,695.92,Template2_Instance199.json
"Bill to:Catherine Williams
53798 Johnson Forest Suite 241
East William, UT 23216 US
Tel:+(696)328-9653
Email:lindawoodward@example.org
Site:https://young-solis.info/",53798 Johnson Forest Suite 241,"East William, UT 23216 US",,lindawoodward@example.org,Bill to:Catherine Williams,"Bill to:Catherine Williams | 53798 Johnson Forest Suite 241 | East William, UT 23216 US | Tel:+(696)328-9653 | Email:lindawoodward@example.org | Site:https://young-solis.info/",https://young-solis.info/,+(696)328-9653,USD,Date: 01-May-1993,1993-05-01,,GST(7%) : 106.63,GSTIN: 33123456789102Z1,[],INVOICE # INV/10-47/300,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1523.30  USD,3.3,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 1500.59 USD,0.59,Template2_Instance2.json
"Buyer :Hannah Horn
8820 Odom Course Suite 604
Justinhaven, CA 10797 US
Tel:+(838)127-0972
Email:jessica01@example.com
Site:http://taylor.com/",8820 Odom Course Suite 604,"Justinhaven, CA 10797 US",,jessica01@example.com,Buyer :Hannah Horn,"Buyer :Hannah Horn | 8820 Odom Course Suite 604 | Justinhaven, CA 10797 US | Tel:+(838)127-0972 | Email:jessica01@example.com | Site:http://taylor.com/",http://taylor.com/,+(838)127-0972,USD,Date: 30-Dec-1999,1999-12-30,,GST(7%) : 46.11,GSTIN: 33123456789102Z1,[],INVOICE ID INV/20-11/338,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 658.75  $,658.75,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 666.12 $,666.12,Template2_Instance20.json
"Bill to:Alexander Chavez
66061 Willie Corner Apt. 771
Elizabethland, MO 22156 US
Tel:+(530)232-7935
Email:mdavis@example.net
Site:http://www.rodriguez.com/",66061 Willie Corner Apt. 771,"Elizabethland, MO 22156 US",,mdavis@example.net,Bill to:Alexander Chavez,"Bill to:Alexander Chavez | 66061 Willie Corner Apt. 771 | Elizabethland, MO 22156 US | Tel:+(530)232-7935 | Email:mdavis@example.net | Site:http://www.rodriguez.com/",http://www.rodriguez.com/,+(530)232-7935,USD,Invoice Date: 01-May-2002,2002-05-01,,GST(7%) : 5.93,GSTIN: 33123456789102Z1,[],INVOICE ID INV41883780,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 84.72  $,84.72,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 83.61 $,83.61,Template2_Instance21.json
"Bill to:Ryan Williams
7546 Eugene Cliff Suite 821
Port Alfred, WI 17186 US
Tel:+(504)678-4970
Email:seanmiller@example.net
Site:https://www.smith.com/",7546 Eugene Cliff Suite 821,"Port Alfred, WI 17186 US",,seanmiller@example.net,Bill to:Ryan Williams,"Bill to:Ryan Williams | 7546 Eugene Cliff Suite 821 | Port Alfred, WI 17186 US | Tel:+(504)678-4970 | Email:seanmiller@example.net | Site:https://www.smith.com/",https://www.smith.com/,+(504)678-4970,USD,Date: 06-Nov-2011,2011-11-06,,GST(7%) : 43.71,GSTIN: 33123456789102Z1,[],INVOICE # 3Y1M7d-944,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 624.45  USD,624.45,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 638.03 USD,638.03,Template2_Instance22.json
"Buyer :Diana Martin
59369 Eric Bypass Suite 222
Matthewhaven, CA 85699 US
Tel:+(260)004-5136
Email:katherinebrown@example.com
Site:https://www.harrison.com/",59369 Eric Bypass Suite 222,"Matthewhaven, CA 85699 US",,katherinebrown@example.com,Buyer :Diana Martin,"Buyer :Diana Martin | 59369 Eric Bypass Suite 222 | Matthewhaven, CA 85699 US | Tel:+(260)004-5136 | Email:katherinebrown@example.com | Site:https://www.harrison.com/",https://www.harrison.com/,+(260)004-5136,USD,Date: 22-Oct-2004,2004-10-22,,GST(7%) : 19.15,GSTIN: 33123456789102Z1,[],INVOICE ID 7511-488,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 273.51  $,273.51,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 271.94 $,271.94,Template2_Instance23.json
"Buyer :John Mathis
93715 Petersen Circles Suite 974
Perezbury, HI 23730 US
Tel:+(927)432-1172
Email:pottsnancy@example.org
Site:https://espinoza.com/",93715 Petersen Circles Suite 974,"Perezbury, HI 23730 US",,pottsnancy@example.org,Buyer :John Mathis,"Buyer :John Mathis | 93715 Petersen Circles Suite 974 | Perezbury, HI 23730 US | Tel:+(927)432-1172 | Email:pottsnancy@example.org | Site:https://espinoza.com/",https://espinoza.com/,+(927)432-1172,EUR,Date: 28-Jun-2009,2009-06-28,,GST(7%) : 9.87,GSTIN: 33123456789102Z1,[],Invoice number 7Y9M1d-354,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 140.96  EUR,140.96,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 140.61 EUR,140.61,Template2_Instance24.json
"Bill to:Jennifer Hart
348 Chapman Knolls
Samanthahaven, IA 50221 US
Tel:+(298)908-8792
Email:znguyen@example.org
Site:https://www.lee.com/",348 Chapman Knolls,"Samanthahaven, IA 50221 US",,znguyen@example.org,Bill to:Jennifer Hart,"Bill to:Jennifer Hart | 348 Chapman Knolls | Samanthahaven, IA 50221 US | Tel:+(298)908-8792 | Email:znguyen@example.org | Site:https://www.lee.com/",https://www.lee.com/,+(298)908-8792,USD,Date: 17-Feb-2010,2010-02-17,,GST(7%) : 14.99,GSTIN: 33123456789102Z1,[],INVOICE # 6292-098,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 214.18  USD,214.18,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 216.88 USD,216.88,Template2_Instance25.json
"Bill to:Diane Moore
455 Laurie Gateway
Lindaland, WY 12232 US
Tel:+(477)378-4395
Email:sruiz@example.com
Site:https://dawson.net/",455 Laurie Gateway,"Lindaland, WY 12232 US",,sruiz@example.com,Bill to:Diane Moore,"Bill to:Diane Moore | 455 Laurie Gateway | Lindaland, WY 12232 US | Tel:+(477)378-4395 | Email:sruiz@example.com | Site:https://dawson.net/",https://dawson.net/,+(477)378-4395,USD,Date: 17-Aug-1994,1994-08-17,,GST(7%) : 63.95,GSTIN: 33123456789102Z1,[],Invoice number 3806-529,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 913.60  USD,913.6,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 929.50 USD,929.5,Template2_Instance26.json
"Bill to:Lance Chan
0104 Robinson Stravenue Suite 128
Markland, MO 61838 US
Tel:+(099)579-2894
Email:abriggs@example.org
Site:http://www.morgan.com/",0104 Robinson Stravenue Suite 128,"Markland, MO 61838 US",,abriggs@example.org,Bill to:Lance Chan,"Bill to:Lance Chan | 0104 Robinson Stravenue Suite 128 | Markland, MO 61838 US | Tel:+(099)579-2894 | Email:abriggs@example.org | Site:http://www.morgan.com/",http://www.morgan.com/,+(099)579-2894,USD,Date: 07-Nov-1997,1997-11-07,,GST(7%) : 68.72,GSTIN: 33123456789102Z1,[],INVOICE ID 7230-349,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 981.75  USD,981.75,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 1008.53 USD,8.53,Template2_Instance27.json
"Bill to:Jennifer Morris
542 Morgan Center Apt. 996
Willischester, ID 83187 US
Tel:+(645)666-6737
Email:sherri36@example.org
Site:https://silva.com/",542 Morgan Center Apt. 996,"Willischester, ID 83187 US",,sherri36@example.org,Bill to:Jennifer Morris,"Bill to:Jennifer Morris | 542 Morgan Center Apt. 996 | Willischester, ID 83187 US | Tel:+(645)666-6737 | Email:sherri36@example.org | Site:https://silva.com/",https://silva.com/,+(645)666-6737,EUR,Invoice Date: 26-Mar-2007,2007-03-26,,GST(7%) : 19.81,GSTIN: 33123456789102Z1,[],INVOICE # 1042-381,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 283.04  EUR,283.04,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 291.92 EUR,291.92,Template2_Instance28.json
"Buyer :Alejandro Arroyo
63639 Andrea Ferry
Raymondmouth, FM 92379 US
Tel:+(732)584-8888
Email:jonathanlong@example.com
Site:http://hughes.com/",63639 Andrea Ferry,"Raymondmouth, FM 92379 US",,jonathanlong@example.com,Buyer :Alejandro Arroyo,"Buyer :Alejandro Arroyo | 63639 Andrea Ferry | Raymondmouth, FM 92379 US | Tel:+(732)584-8888 | Email:jonathanlong@example.com | Site:http://hughes.com/",http://hughes.com/,+(732)584-8888,USD,Date: 29-Aug-2008,2008-08-29,,GST(7%) : 15.79,GSTIN: 33123456789102Z1,[],INVOICE ID INV38331302,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 225.55  USD,225.55,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 237.40 USD,237.4,Template2_Instance29.json
"Buyer :Tracy Drake
0864 Michelle Haven Suite 174
Lake Kimberly, WV 26542 US
Tel:+(770)167-9226
Email:bobby54@example.org
Site:http://www.mcfarland-graham.com/",0864 Michelle Haven Suite 174,"Lake Kimberly, WV 26542 US",,bobby54@example.org,Buyer :Tracy Drake,"Buyer :Tracy Drake | 0864 Michelle Haven Suite 174 | Lake Kimberly, WV 26542 US | Tel:+(770)167-9226 | Email:bobby54@example.org | Site:http://www.mcfarland-graham.com/",http://www.mcfarland-graham.com/,+(770)167-9226,USD,Invoice Date: 11-May-2007,2007-05-11,,GST(7%) : 11.32,GSTIN: 33123456789102Z1,[],Invoice number 7Y5M6d-853,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 161.72  USD,161.72,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 165.45 USD,165.45,Template2_Instance3.json
"Bill to:Olivia Odom
4656 Brown Point Apt. 181
Kington, PR 82003 US
Tel:+(626)513-8785
Email:rossaustin@example.org
Site:https://patterson-poole.com/",4656 Brown Point Apt. 181,"Kington, PR 82003 US",,rossaustin@example.org,Bill to:Olivia Odom,"Bill to:Olivia Odom | 4656 Brown Point Apt. 181 | Kington, PR 82003 US | Tel:+(626)513-8785 | Email:rossaustin@example.org | Site:https://patterson-poole.com/",https://patterson-poole.com/,+(626)513-8785,USD,Date: 14-Aug-1996,1996-08-14,,GST(7%) : 26.00,GSTIN: 33123456789102Z1,[],Invoice number 5Y2M7d-616,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 371.36  USD,371.36,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 379.16 USD,379.16,Template2_Instance30.json
"Bill to:Jessica Barnes
6899 Sue Shoals Apt. 466
Reyesmouth, WA 35804 US
Tel:+(908)480-8604
Email:johnsontracy@example.net
Site:http://www.webb.com/",6899 Sue Shoals Apt. 466,"Reyesmouth, WA 35804 US",,johnsontracy@example.net,Bill to:Jessica Barnes,"Bill to:Jessica Barnes | 6899 Sue Shoals Apt. 466 | Reyesmouth, WA 35804 US | Tel:+(908)480-8604 | Email:johnsontracy@example.net | Site:http://www.webb.com/",http://www.webb.com/,+(908)480-8604,EUR,Date: 14-May-2022,2022-05-14,,GST(7%) : 29.64,GSTIN: 33123456789102Z1,[],Invoice number INV25554164,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 423.45  EUR,423.45,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 426.56 EUR,426.56,Template2_Instance31.json
"Bill to:Dana Steele
26176 Cook Viaduct
Greerland, NJ 23231 US
Tel:+(583)411-6633
Email:frostsarah@example.net
Site:https://www.wallace.biz/",26176 Cook Viaduct,"Greerland, NJ 23231 US",,frostsarah@example.net,Bill to:Dana Steele,"Bill to:Dana Steele | 26176 Cook Viaduct | Greerland, NJ 23231 US | Tel:+(583)411-6633 | Email:frostsarah@example.net | Site:https://www.wallace.biz/",https://www.wallace.biz/,+(583)411-6633,USD,Date: 28-Sep-2008,2008-09-28,,GST(7%) : 23.47,GSTIN: 33123456789102Z1,[],INVOICE ID 6Y9M8d-748,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 335.23  $,335.23,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 344.54 $,344.54,Template2_Instance32.json
