BILL_TO,CURRENCY,DATE,DATE_NORM,DISCOUNT,DISCOUNT_AMOUNT,DUE_DATE,DUE_DATE_NORM,INVOICE_INFO,NOTE,SELLER_ADDRESS,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,_source_file
"BILL_TO:
Kathleen Lewis
8068 Bradley Turnpike
South Anthony, NV 27505 US
Tel:+(139)261-0911
Email:jonathansilva@example.com
Site:http://park.com/",USD,Date: 21-Oct-2021,2021-10-21,DISCOUNT(2.79%): (-)  23.68,-23.68,Due Date : 21-Nov-2001,2001-11-21,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 848.70  $,848.7,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 866.38 $,866.38,Template4_Instance159.json
"BILL_TO:
Matthew Villarreal
7023 Atkinson Loaf
Breannaport, NE 58058 US
Tel:+(668)105-0510
Email:rachel93@example.net
Site:http://stout.biz/",USD,Invoice Date: 27-May-2005,2005-05-27,DISCOUNT(1.75%): (-)  10.13,-10.13,Due Date : 15-Apr-2002,2002-04-15,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 579.10  $,579.1,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 591.60 $,591.6,Template4_Instance16.json
"BILL_TO:
Elizabeth Butler
155 Gray Well Apt. 276
East Joefort, FL 21286 US
Tel:+(277)978-3998
Email:xrose@example.org
Site:http://wu.net/",USD,Invoice Date: 01-Dec-1994,1994-12-01,DISCOUNT(4.07%): (-)  66.99,-66.99,Due Date : 09-Apr-1993,1993-04-09,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 1645.90  $,5.9,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 1669.41 $,9.41,Template4_Instance160.json
"BILL_TO:
Carlos Peterson
7200 Adrian Divide
North Robert, WY 25186 US
Tel:+(850)395-0653
Email:amy16@example.org
Site:https://www.rojas.com/",EUR,Date: 21-Feb-1996,1996-02-21,DISCOUNT(3.02%): (-)  18.17,-18.17,Due Date : 10-Mar-2018,2018-03-10,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 601.78  EUR,601.78,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 634.57 EUR,634.57,Template4_Instance161.json
"BILL_TO:
Jill Bullock
465 John Forges
Derekburgh, GU 27173 US
Tel:+(213)493-6995
Email:lbailey@example.net
Site:https://www.maxwell-lambert.info/",USD,Invoice Date: 26-Nov-1998,1998-11-26,DISCOUNT(2.48%): (-)  8.69,-8.69,Due Date : 17-Nov-2014,2014-11-17,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 350.33  USD,350.33,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 363.69 USD,363.69,Template4_Instance162.json
"BILL_TO:
Holly Choi
3484 Brown Parkway
East Jerryside, AZ 34739 US
Tel:+(053)523-3450
Email:njoyce@example.net
Site:https://www.lee.info/",USD,Invoice Date: 16-Jan-2018,2018-01-16,DISCOUNT(1.97%): (-)  13.55,-13.55,Due Date : 17-Jul-1997,1997-07-17,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 687.92  USD,687.92,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 703.98 USD,703.98,Template4_Instance163.json
"BILL_TO:
Joshua Morris
49437 Tricia Views Suite 085
Jayfurt, AZ 64355 US
Tel:+(027)558-9748
Email:dominique95@example.org
Site:https://www.roberts-acosta.net/",USD,Invoice Date: 22-Mar-1993,1993-03-22,DISCOUNT(3.58%): (-)  15.09,-15.09,Due Date : 27-Jul-2001,2001-07-27,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 421.58  $,421.58,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 438.47 $,438.47,Template4_Instance164.json
"BILL_TO:
Kyle Smith
56808 Gina Trafficway
East Anitaside, AK 82502 US
Tel:+(184)851-1480
Email:ufrench@example.net
Site:https://www.chang.net/",EUR,Invoice Date: 14-Jun-1997,1997-06-14,DISCOUNT(2.63%): (-)  14.57,-14.57,Due Date : 07-Jun-2004,2004-06-07,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 553.85  EUR,553.85,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 569.77 EUR,569.77,Template4_Instance165.json
"BILL_TO:
Becky Garcia
443 Melissa Pass
Burtonton, MD 73613 US
Tel:+(307)117-7589
Email:rodneywright@example.com
Site:http://www.ortiz-huffman.com/",USD,Date: 07-May-1998,1998-05-07,DISCOUNT(2.03%): (-)  4.92,-4.92,Due Date : 24-Mar-2019,2019-03-24,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 242.53  $,242.53,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 247.63 $,247.63,Template4_Instance166.json
"BILL_TO:
Michael Fisher
941 Hale Stravenue Apt. 588
Lanefort, LA 88605 US
Tel:+(516)956-7703
Email:ortizjohn@example.com
Site:http://duncan-macias.net/",EUR,Invoice Date: 22-Sep-2004,2004-09-22,DISCOUNT(1.47%): (-)  3.16,-3.16,Due Date : 05-Sep-2021,2021-09-05,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 214.90  EUR,214.9,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 220.16 EUR,220.16,Template4_Instance167.json
"BILL_TO:
Carlos Sanchez
293 Rosales Harbors
New Erin, AZ 54868 US
Tel:+(529)571-3210
Email:becky35@example.net
Site:https://www.bates-bailey.info/",EUR,Date: 08-Oct-2018,2018-10-08,DISCOUNT(3.01%): (-)  15.0,-15.0,Due Date : 09-Jun-2014,2014-06-09,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 498.25  EUR,498.25,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 512.08 EUR,512.08,Template4_Instance168.json
"BILL_TO:
Chad Lopez
31878 Jennifer Fields Suite 090
Christopherborough, ME 40160 US
Tel:+(418)431-6790
Email:martha17@example.com
Site:http://www.alexander-castro.biz/",USD,Date: 23-Jul-2022,2022-07-23,DISCOUNT(1.11%): (-)  7.98,-7.98,Due Date : 22-Mar-2007,2007-03-22,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 719.08  USD,719.08,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 720.84 USD,720.84,Template4_Instance169.json
"BILL_TO:
Cody Rodriguez
27318 Gregory Stream
New Phillip, IA 73842 US
Tel:+(331)669-9405
Email:joanna40@example.org
Site:https://www.mclean.biz/",USD,Invoice Date: 07-Aug-2013,2013-08-07,DISCOUNT(3.22%): (-)  3.84,-3.84,Due Date : 15-Jan-2012,2012-01-15,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 119.14  $,119.14,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 122.70 $,122.7,Template4_Instance17.json
"BILL_TO:
Brian Henderson
527 John Island
Larryfurt, CA 88846 US
Tel:+(304)496-7876
Email:xnelson@example.net
Site:http://ochoa-montgomery.info/",USD,Date: 27-Jul-2009,2009-07-27,DISCOUNT(3.55%): (-)  31.91,-31.91,Due Date : 08-Nov-2017,2017-11-08,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 898.84  $,898.84,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 915.94 $,915.94,Template4_Instance170.json
"BILL_TO:
Patricia Jacobs DDS
87065 Bass Divide Suite 021
Port Joseph, NC 95342 US
Tel:+(030)152-1814
Email:emassey@example.com
Site:http://www.brown-forbes.biz/",USD,Date: 17-Jun-2019,2019-06-17,DISCOUNT(2.06%): (-)  21.94,-21.94,Due Date : 05-Sep-2014,2014-09-05,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 1065.18  USD,5.18,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 1095.52 USD,5.52,Template4_Instance171.json
"BILL_TO:
Zachary Oneal
754 Mcdowell Path
New Gabrielchester, NY 26427 US
Tel:+(157)668-0122
Email:ibenton@example.net
Site:http://www.walters.com/",EUR,Date: 10-May-2021,2021-05-10,DISCOUNT(2.92%): (-)  12.69,-12.69,Due Date : 05-Jul-1994,1994-07-05,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 434.49  EUR,434.49,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 446.31 EUR,446.31,Template4_Instance172.json
"BILL_TO:
Joy Doyle
9458 Candace Lights Apt. 640
Jacquelinechester, DC 08788 US
Tel:+(765)273-4040
Email:cbarrett@example.net
Site:https://www.jackson.org/",EUR,Invoice Date: 05-Oct-1999,1999-10-05,DISCOUNT(4.28%): (-)  5.75,-5.75,Due Date : 16-Nov-2018,2018-11-16,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 134.44  EUR,134.44,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 136.05 EUR,136.05,Template4_Instance173.json
"BILL_TO:
Jeffrey Williams
5430 Rice Forges
West David, WV 03058 US
Tel:+(012)730-5612
Email:dennisfoley@example.com
Site:https://brooks-kim.net/",USD,Invoice Date: 04-Oct-2007,2007-10-04,DISCOUNT(1.87%): (-)  29.9,-29.9,Due Date : 25-Mar-2020,2020-03-25,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 1598.75  $,8.75,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 1598.79 $,8.79,Template4_Instance174.json
"BILL_TO:
Heather Hudson
669 Rodriguez Vista
Susanside, MD 23494 US
Tel:+(684)723-7863
Email:ethanduran@example.com
Site:http://www.terrell.com/",USD,Invoice Date: 10-Apr-2008,2008-04-10,DISCOUNT(1.17%): (-)  2.69,-2.69,Due Date : 25-Mar-1998,1998-03-25,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 229.72  USD,229.72,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 234.87 USD,234.87,Template4_Instance175.json
"BILL_TO:
Laurie Lopez
245 Reynolds Lights
West Kyle, WI 60349 US
Tel:+(813)957-3697
Email:haleytimothy@example.net
Site:https://www.howard-mack.net/",EUR,Date: 06-Apr-2000,2000-04-06,DISCOUNT(3.23%): (-)  29.56,-29.56,Due Date : 03-Jul-2013,2013-07-03,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 915.22  EUR,915.22,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 955.61 EUR,955.61,Template4_Instance176.json
"BILL_TO:
Sabrina Vargas
466 White Ports Apt. 548
Priceville, ID 77944 US
Tel:+(019)029-6471
Email:epatterson@example.org
Site:http://www.anderson-garner.com/",USD,Date: 19-Feb-2015,2015-02-19,DISCOUNT(1.35%): (-)  11.38,-11.38,Due Date : 30-Oct-1995,1995-10-30,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 842.94  USD,842.94,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 850.68 USD,850.68,Template4_Instance177.json
"BILL_TO:
Renee Vaughn MD
5010 Andrew Glens
Lake Jessicafurt, VA 28166 US
Tel:+(029)073-3176
Email:andersonapril@example.com
Site:http://johnson.com/",USD,Date: 02-Sep-2014,2014-09-02,DISCOUNT(4.98%): (-)  23.32,-23.32,Due Date : 15-May-2022,2022-05-15,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 468.22  $,468.22,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 470.80 $,470.8,Template4_Instance178.json
"BILL_TO:
William Rivas
8876 Tracy Freeway
East Danielview, FM 72927 US
Tel:+(609)543-3274
Email:lgibson@example.com
Site:http://davis-peterson.net/",EUR,Invoice Date: 02-Nov-2012,2012-11-02,DISCOUNT(3.83%): (-)  34.08,-34.08,Due Date : 24-Nov-1995,1995-11-24,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 889.82  EUR,889.82,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 940.30 EUR,940.3,Template4_Instance179.json
"BILL_TO:
Nathan Oneal
561 Lori Cliffs Suite 364
Mariostad, IA 41938 US
Tel:+(300)149-2586
Email:hthomas@example.org
Site:https://www.chavez-wallace.com/",USD,Invoice Date: 12-Dec-2009,2009-12-12,DISCOUNT(4.55%): (-)  26.04,-26.04,Due Date : 17-Sep-2002,2002-09-17,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 572.34  USD,572.34,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 566.66 USD,566.66,Template4_Instance18.json
"BILL_TO:
Andrew Hawkins
92336 Kerry Haven
Lake Nathan, TX 03829 US
Tel:+(060)425-7817
Email:bradleyhernandez@example.com
Site:https://www.rowe.com/",USD,Date: 16-Jun-1996,1996-06-16,DISCOUNT(3.11%): (-)  18.86,-18.86,Due Date : 30-Nov-2002,2002-11-30,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 606.54  $,606.54,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 623.68 $,623.68,Template4_Instance180.json
"BILL_TO:
Abigail Dunn
6879 Bowman Hill Suite 530
Port Rhonda, HI 76905 US
Tel:+(204)774-0540
Email:tinabooth@example.net
Site:https://brown.info/",EUR,Invoice Date: 05-Apr-2022,2022-04-05,DISCOUNT(4.96%): (-)  17.85,-17.85,Due Date : 23-Jun-2009,2009-06-23,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 359.95  EUR,359.95,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 367.91 EUR,367.91,Template4_Instance181.json
"BILL_TO:
Brittany Foster
230 Susan Spring
Leonardside, IN 92018 US
Tel:+(885)188-8419
Email:uking@example.net
Site:https://strickland.com/",USD,Date: 11-Aug-2002,2002-08-11,DISCOUNT(4.14%): (-)  40.57,-40.57,Due Date : 04-Feb-1996,1996-02-04,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 979.93  USD,979.93,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 984.75 USD,984.75,Template4_Instance182.json
"BILL_TO:
Shelby Walker
05162 Gomez Islands Apt. 571
West Richardstad, SD 51026 US
Tel:+(880)293-6918
Email:william04@example.net
Site:https://weiss-morris.biz/",EUR,Invoice Date: 31-Jan-1995,1995-01-31,DISCOUNT(3.66%): (-)  3.34,-3.34,Due Date : 10-Jun-2012,2012-06-10,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 91.25  EUR,91.25,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 93.65 EUR,93.65,Template4_Instance183.json
"BILL_TO:
Alyssa Anderson
18573 Taylor Ramp
East William, GU 22512 US
Tel:+(568)334-3541
Email:opierce@example.org
Site:https://www.rasmussen-williams.com/",USD,Date: 10-Aug-1998,1998-08-10,DISCOUNT(1.93%): (-)  7.65,-7.65,Due Date : 02-Nov-2005,2005-11-02,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 396.60  USD,396.6,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 411.83 USD,411.83,Template4_Instance184.json
"BILL_TO:
Kenneth Lozano
72353 Jonathan Crossroad
East Kathleen, MD 55555 US
Tel:+(608)498-3046
Email:uanderson@example.com
Site:http://young.com/",EUR,Date: 27-Dec-2008,2008-12-27,DISCOUNT(1.73%): (-)  10.1,-10.1,Due Date : 11-Dec-1997,1997-12-11,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 583.62  EUR,583.62,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 578.06 EUR,578.06,Template4_Instance185.json
"BILL_TO:
Darlene Fry
3816 Shawn Summit Apt. 721
West Scott, MP 19973 US
Tel:+(059)867-3023
Email:paularasmussen@example.com
Site:http://www.dixon.com/",USD,Date: 22-Jun-2007,2007-06-22,DISCOUNT(4.35%): (-)  1.9,-1.9,Due Date : 18-Dec-1998,1998-12-18,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 43.78  $,43.78,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 44.31 $,44.31,Template4_Instance186.json
"BILL_TO:
Katie Robinson
461 Tran Points Apt. 646
Port Davidmouth, UT 21352 US
Tel:+(784)413-3297
Email:qperez@example.net
Site:http://becker.biz/",USD,Date: 13-Nov-2000,2000-11-13,DISCOUNT(2.26%): (-)  9.18,-9.18,Due Date : 12-Oct-2003,2003-10-12,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 406.31  USD,406.31,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 412.87 USD,412.87,Template4_Instance187.json
"BILL_TO:
Michael Davis
634 Reed Wall Apt. 267
Jeffreyside, NY 52743 US
Tel:+(717)455-3111
Email:beth23@example.org
Site:http://www.pierce-arias.com/",EUR,Invoice Date: 16-Dec-2018,2018-12-16,DISCOUNT(1.91%): (-)  10.71,-10.71,Due Date : 23-Oct-2022,2022-10-23,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 560.65  EUR,560.65,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 571.78 EUR,571.78,Template4_Instance188.json
"BILL_TO:
Renee Becker
186 Jamie Courts
North Teresa, OH 39048 US
Tel:+(889)325-1956
Email:twolfe@example.org
Site:http://www.kaufman.com/",USD,Date: 08-Oct-2011,2011-10-08,DISCOUNT(3.74%): (-)  24.8,-24.8,Due Date : 16-Dec-1994,1994-12-16,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 663.14  $,663.14,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 663.40 $,663.4,Template4_Instance189.json
